locusName	arabi-defline
Genemark1.4148_g	
Genemark1.4150_g	
Genemark1.4151_g	NAD(P)-binding Rossmann-fold superfamily protein
Genemark1.4153_g	
Genemark1.4156_g	diacylglycerol acyltransferase family
Genemark1.4157_g	
Genemark1.4158_g	
Genemark1.4165_g	tetratricopeptide repeat (TPR)-containing protein
Genemark1.4167_g	zinc ion binding
Genemark1.4169_g	
Genemark1.4174_g	
Genemark1.4179_g	
Genemark1.4180_g	
Genemark1.4184_g	
Genemark1.4190_g	
Genemark1.4192_g	
Genemark1.4195_g	
Genemark1.4196_g	STELAR K+ outward rectifier
Genemark1.4199_g	
Genemark1.4201_g	
Genemark1.4202_g	
Genemark1.4206_g	
Genemark1.4210_g	Calcium-dependent lipid-binding (CaLB domain) family protein
Genemark1.4211_g	
Genemark1.4214_g	
Genemark1.4215_g	
Genemark1.4221_g	histone acetyltransferase of the CBP family 12
Genemark1.4225_g	Tetratricopeptide repeat (TPR)-like superfamily protein
Genemark1.4227_g	Tetratricopeptide repeat (TPR)-like superfamily protein
Genemark1.4235_g	cytochrome P450, family 706, subfamily A, polypeptide 6
Genemark1.4238_g	leo1-like family protein
Genemark1.4239_g	
Genemark1.4245_g	xyloglucan xylosyltransferase 5
Genemark1.4246_g	mitochondrial 28S ribosomal protein S29-related
Genemark1.4250_g	plant U-box 14
Genemark1.4258_g	
Genemark1.4263_g	
Genemark1.4266_g	RNA 3\'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta
Genemark1.4269_g	
Genemark1.4277_g	
Genemark1.4281_g	
Genemark1.4296_g	glutamate dehydrogenase 2
Genemark1.4297_g	
Genemark1.4306_g	
gw1.20.166.1	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Genemark1.4320_g	rhamnogalacturonan xylosyltransferase 1
Genemark1.4328_g	Cytochrome b-c1 complex, subunit 8 protein
Genemark1.4331_g	pyruvate dehydrogenase complex E1 alpha subunit
Genemark1.4338_g	
Genemark1.4339_g	Bestrophin-like protein
Genemark1.4342_g	
Genemark1.4343_g	
Genemark1.4350_g	
Genemark1.4352_g	DNA polymerase V family
Genemark1.4353_g	
Genemark1.4355_g	
Genemark1.4360_g	
Genemark1.4363_g	like heterochromatin protein (LHP1)
Genemark1.4364_g	thylakoid lumen 18.3 kDa protein
Genemark1.4371_g	uvrB/uvrC motif-containing protein
Genemark1.4372_g	
Genemark1.4373_g	Surfeit locus 1 cytochrome c oxidase biogenesis protein
Genemark1.4376_g	lipase class 3 family protein
Genemark1.4382_g	
Genemark1.4384_g	RNA polymerase II transcription mediators
Genemark1.4385_g	
Genemark1.4386_g	IBR domain-containing protein
Genemark1.4387_g	
Genemark1.4389_g	
Genemark1.4391_g	
Genemark1.4409_g	O-methyltransferase family protein
Genemark1.4413_g	embryo defective 1379
Genemark1.4418_g	
Genemark1.4419_g	
Genemark1.4420_g	
Genemark1.4422_g	SAC3/GANP/Nin1/mts3/eIF-3 p25 family
Genemark1.4426_g	FAD/NAD(P)-binding oxidoreductase family protein
Genemark1.4428_g	
Genemark1.4431_g	
Genemark1.4448_g	
Genemark1.4450_g	
Genemark1.4453_g	
Genemark1.4458_g	interferon-related developmental regulator family protein / IFRD protein family
Genemark1.4459_g	
Genemark1.4476_g	AAR2 protein family
Genemark1.4479_g	
Genemark1.4480_g	
gw1.10.17.1	ARM repeat superfamily protein
Genemark1.4489_g	Excinuclease ABC, C subunit, N-terminal
Genemark1.4493_g	
Genemark1.4494_g	
Genemark1.4495_g	RNA-binding (RRM/RBD/RNP motifs) family protein
Genemark1.4497_g	Protein of unknown function (DUF506)
Genemark1.4517_g	
Genemark1.4520_g	
Genemark1.4524_g	
Genemark1.4535_g	
Genemark1.4537_g	
Genemark1.4538_g	GTP-binding protein, HflX
Genemark1.4542_g	
Genemark1.4551_g	ethylene-dependent gravitropism-deficient and yellow-green-like 2
Genemark1.4552_g	
Genemark1.4560_g	
Genemark1.4563_g	
Genemark1.4568_g	
Genemark1.4569_g	Chlorophyll A-B binding family protein
Genemark1.4573_g	Pentatricopeptide repeat (PPR) superfamily protein
Genemark1.4577_g	
Genemark1.4580_g	
Genemark1.4584_g	dehydroascorbate reductase 1
Genemark1.4585_g	
Genemark1.4598_g	BTB-POZ and MATH domain 5
Genemark1.4603_g	SPX  domain gene 1
Genemark1.4608_g	Tetratricopeptide repeat (TPR)-like superfamily protein
Genemark1.4612_g	
Genemark1.4613_g	
Genemark1.4616_g	
Genemark1.4617_g	NAD(P)-binding Rossmann-fold superfamily protein
Genemark1.4618_g	NAD(P)-binding Rossmann-fold superfamily protein
Genemark1.4619_g	NAD(P)-binding Rossmann-fold superfamily protein
Genemark1.4627_g	
Genemark1.4640_g	
Genemark1.4641_g	Sas10/U3 ribonucleoprotein (Utp) family protein
Genemark1.4648_g	
Genemark1.4658_g	Acyl-CoA N-acyltransferases (NAT) superfamily protein
Genemark1.4674_g	DNAJ heat shock N-terminal domain-containing protein
Genemark1.4675_g	YUCCA 3
Genemark1.4681_g	
Genemark1.4682_g	homolog of yeast autophagy 18 (ATG18) H
Genemark1.4684_g	
Genemark1.4702_g	
Genemark1.4704_g	
Genemark1.4706_g	
Genemark1.4723_g	
Genemark1.4725_g	
Genemark1.4727_g	
Genemark1.4729_g	
Genemark1.4730_g	
Genemark1.4736_g	
Genemark1.4743_g	
Genemark1.4747_g	
Genemark1.4749_g	
Genemark1.4750_g	alpha/beta-Hydrolases superfamily protein
Genemark1.4752_g	ARM repeat superfamily protein
Genemark1.4757_g	Zinc finger, C3HC4 type (RING finger) family protein
Genemark1.4771_g	pathogenesis related homeodomain protein  A
Genemark1.4773_g	pre-mRNA processing ribonucleoprotein binding region-containing protein
Genemark1.4774_g	
Genemark1.4782_g	alpha/beta-Hydrolases superfamily protein
Genemark1.4783_g	germin-like protein 8
Genemark1.4784_g	alpha/beta-Hydrolases superfamily protein
Genemark1.4789_g	ascorbate peroxidase 5
Genemark1.4790_g	
Genemark1.4795_g	Leucine-rich receptor-like protein kinase family protein
Genemark1.4796_g	Leucine-rich repeat transmembrane protein kinase
Genemark1.4797_g	receptor-like kinase in flowers 1
gw1.11.201.1	Protein phosphatase 2C family protein
Genemark1.4807_g	
Genemark1.4808_g	
Genemark1.4810_g	
Genemark1.4811_g	
Genemark1.4820_g	FKBP-type peptidyl-prolyl cis-trans isomerase family protein
Genemark1.4823_g	Peptidase S41 family protein
Genemark1.4825_g	
Genemark1.4826_g	
estExt_Genemark1.C_10009	
estExt_Genemark1.C_10010	
estExt_Genemark1.C_10021	Ribosomal protein S5 family protein
estExt_Genemark1.C_10073	B-block binding subunit of TFIIIC
estExt_Genemark1.C_10085	Ubiquitin carboxyl-terminal hydrolase-related protein
estExt_Genemark1.C_10093	
estExt_Genemark1.C_10102	Mitochondrial substrate carrier family protein
estExt_Genemark1.C_10105	Heat shock protein 70 (Hsp 70) family protein
estExt_Genemark1.C_10120	zinc ion binding
estExt_Genemark1.C_10125	
estExt_Genemark1.C_10127	
estExt_Genemark1.C_10131	
estExt_Genemark1.C_10134	prefoldin 5
estExt_Genemark1.C_10136	Oxidoreductase family protein
estExt_Genemark1.C_10138	translocation protein-related
estExt_Genemark1.C_10145	
estExt_Genemark1.C_10154	glutaredoxin-related
estExt_Genemark1.C_10157	
estExt_Genemark1.C_10169	Transcription factor DP
estExt_Genemark1.C_10183	ARM repeat superfamily protein
estExt_Genemark1.C_10184	
estExt_Genemark1.C_10186	root hair initiation protein root hairless 1 (RHL1)
estExt_Genemark1.C_10208	beta vacuolar processing enzyme
estExt_Genemark1.C_10216	Glycosyl hydrolases family 31  protein
estExt_Genemark1.C_10217	Protein kinase superfamily protein
estExt_Genemark1.C_10238	Cupredoxin superfamily protein
estExt_Genemark1.C_10251	
estExt_Genemark1.C_10259	LMBR1-like membrane protein
estExt_Genemark1.C_10266	GATA transcription factor 19
estExt_Genemark1.C_10268	Transducin/WD40 repeat-like superfamily protein
estExt_Genemark1.C_10278	
estExt_Genemark1.C_10279	
estExt_Genemark1.C_10287	binding;RNA binding
estExt_Genemark1.C_10289	ataxia-telangiectasia mutated
estExt_Genemark1.C_10298	fatty acid amide hydrolase
estExt_Genemark1.C_10307	light harvesting complex of photosystem II 5
estExt_Genemark1.C_10316	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
estExt_Genemark1.C_10318	cellular apoptosis susceptibility protein, putative / importin-alpha re-exporter, putative
estExt_Genemark1.C_10325	splicing factor PWI domain-containing protein
estExt_Genemark1.C_10327	peroxisome 1
estExt_Genemark1.C_10331	
estExt_Genemark1.C_10334	Exostosin family protein
estExt_Genemark1.C_10335	Transducin/WD40 repeat-like superfamily protein
estExt_Genemark1.C_10365	ATPase, V1 complex, subunit B protein
estExt_Genemark1.C_10368	phragmoplastin interacting protein 1
estExt_Genemark1.C_10369	
estExt_Genemark1.C_10379	cleavage and polyadenylation specificity factor 160
estExt_Genemark1.C_10380	vacuolar ATP synthase subunit C (VATC) / V-ATPase C subunit / vacuolar proton pump C subunit (DET3)
estExt_Genemark1.C_10397	
estExt_Genemark1.C_10398	
estExt_Genemark1.C_10402	
estExt_Genemark1.C_10414	methyltransferases;nucleic acid binding
estExt_Genemark1.C_10425	
estExt_Genemark1.C_10427	KH domain-containing protein
estExt_Genemark1.C_10429	
estExt_Genemark1.C_10433	
estExt_Genemark1.C_10435	Ubiquitin-associated/translation elongation factor EF1B protein
estExt_Genemark1.C_10437	
estExt_Genemark1.C_10456	Galactosyltransferase family protein
estExt_Genemark1.C_10466	glycine-rich protein
estExt_Genemark1.C_10468	
estExt_Genemark1.C_10470	
estExt_Genemark1.C_10473	
estExt_Genemark1.C_10490	
estExt_Genemark1.C_10510	HNH endonuclease
estExt_Genemark1.C_10524	
estExt_Genemark1.C_10537	Glycosyl hydrolase superfamily protein
estExt_Genemark1.C_10567	
estExt_Genemark1.C_10572	
estExt_Genemark1.C_10573	ATP binding;valine-tRNA ligases;aminoacyl-tRNA ligases;nucleotide binding;ATP binding;aminoacyl-tRNA ligases
estExt_Genemark1.C_10578	
estExt_Genemark1.C_10580	RING/FYVE/PHD zinc finger superfamily protein
estExt_Genemark1.C_10583	Protein of unknown function (DUF179)
estExt_Genemark1.C_10610	SNARE associated Golgi protein family
estExt_Genemark1.C_10614	
estExt_Genemark1.C_10618	Translation initiation factor IF2/IF5
estExt_Genemark1.C_10619	
estExt_Genemark1.C_10626	
gw1.23.120.1	Mov34/MPN/PAD-1 family protein
estExt_Genemark1.C_10635	
estExt_Genemark1.C_10636	alpha/beta-Hydrolases superfamily protein
estExt_Genemark1.C_10637	
estExt_Genemark1.C_10638	acetone-cyanohydrin lyase
estExt_Genemark1.C_10651	scramblase-related
estExt_Genemark1.C_10659	
estExt_Genemark1.C_10663	
estExt_Genemark1.C_10664	
estExt_Genemark1.C_10673	calmodulin 8
estExt_Genemark1.C_10681	
estExt_Genemark1.C_10682	light-regulated zinc finger protein 1
estExt_Genemark1.C_10685	Exocyst complex component SEC5
estExt_Genemark1.C_10686	
estExt_Genemark1.C_10698	cytochrome P450, family 88, subfamily A, polypeptide 3
estExt_Genemark1.C_10701	Protein of unknown function (DUF3353)
estExt_Genemark1.C_10705	Protein of unknown function (DUF544)
estExt_Genemark1.C_10707	gamma-glutamyl hydrolase 1
estExt_Genemark1.C_10713	
estExt_Genemark1.C_10729	CONSTANS-like 5
estExt_Genemark1.C_10734	
estExt_Genemark1.C_20014	
estExt_Genemark1.C_20019	pseudo-response regulator 7
estExt_Genemark1.C_20021	
estExt_Genemark1.C_20022	Glycosyl hydrolases family 31  protein
estExt_Genemark1.C_20024	
estExt_Genemark1.C_20073	3-ketoacyl-CoA synthase 1
estExt_Genemark1.C_20074	GTP binding
estExt_Genemark1.C_20076	
estExt_Genemark1.C_20079	
estExt_Genemark1.C_20082	
estExt_Genemark1.C_20088	fatty acid amide hydrolase
estExt_Genemark1.C_20097	TSPO(outer membrane tryptophan-rich sensory protein)-related
estExt_Genemark1.C_20100	
estExt_Genemark1.C_20110	Acyl-CoA N-acyltransferases (NAT) superfamily protein
estExt_Genemark1.C_20112	
estExt_Genemark1.C_20115	Basic-leucine zipper (bZIP) transcription factor family protein
estExt_Genemark1.C_20131	
estExt_Genemark1.C_20135	HhH-GPD base excision DNA repair family protein
estExt_Genemark1.C_20138	uridine kinase/uracil phosphoribosyltransferase 1
estExt_Genemark1.C_20142	
estExt_Genemark1.C_20148	DWNN domain, a CCHC-type zinc finger
estExt_Genemark1.C_20167	
estExt_Genemark1.C_20170	Helicase protein with RING/U-box domain
estExt_Genemark1.C_20176	ENTH/VHS family protein
estExt_Genemark1.C_20180	eukaryotic initiation factor 3 gamma subunit family protein
estExt_Genemark1.C_20182	calmodulin-domain protein kinase 7
estExt_Genemark1.C_20186	Transcription factor IIA, alpha/beta subunit
estExt_Genemark1.C_20196	
estExt_Genemark1.C_20217	RED family protein
estExt_Genemark1.C_20231	MEI2-like protein 1
estExt_Genemark1.C_20235	Albino or Glassy Yellow 1
estExt_Genemark1.C_20240	Tetratricopeptide repeat (TPR)-like superfamily protein
estExt_Genemark1.C_20249	Inositol 1,3,4-trisphosphate 5/6-kinase family protein
estExt_Genemark1.C_20252	myosin 1
estExt_Genemark1.C_20266	
gw1.4.586.1	nudix hydrolase homolog 2
estExt_Genemark1.C_20299	Galactose oxidase/kelch repeat superfamily protein
estExt_Genemark1.C_20304	
estExt_Genemark1.C_20307	acetyl Co-enzyme a carboxylase biotin carboxylase subunit
estExt_Genemark1.C_20327	Ubiquinol-cytochrome C reductase iron-sulfur subunit
estExt_Genemark1.C_20329	golgi nucleotide sugar transporter 1
estExt_Genemark1.C_20332	Aldolase superfamily protein
estExt_Genemark1.C_20334	
estExt_Genemark1.C_20344	
estExt_Genemark1.C_20348	
gw1.8.270.1	
estExt_Genemark1.C_20375	ataurora1
estExt_Genemark1.C_20387	
estExt_Genemark1.C_20395	
estExt_Genemark1.C_20404	Protein phosphatase 2C family protein
estExt_Genemark1.C_20419	homolog of DNA mismatch repair protein MSH3
estExt_Genemark1.C_20425	
estExt_Genemark1.C_20432	cyclin H;1
estExt_Genemark1.C_20433	ribosome biogenesis regulatory protein (RRS1) family protein
estExt_Genemark1.C_20436	
estExt_Genemark1.C_20437	
estExt_Genemark1.C_20440	Chlorophyll A-B binding family protein
estExt_Genemark1.C_20473	RING/U-box superfamily protein
estExt_Genemark1.C_20485	Rubisco methyltransferase family protein
estExt_Genemark1.C_20492	phosphomannomutase
estExt_Genemark1.C_20499	Mono-/di-acylglycerol lipase, N-terminal;Lipase, class 3
estExt_Genemark1.C_20504	U2 snRNP auxilliary factor, large subunit, splicing factor
estExt_Genemark1.C_20509	
estExt_Genemark1.C_20513	THUMP domain-containing protein
estExt_Genemark1.C_20530	DHBP synthase RibB-like alpha/beta domain
estExt_Genemark1.C_20531	pleiotropic drug resistance 3
estExt_Genemark1.C_20551	
estExt_Genemark1.C_20557	splicing factor PWI domain-containing protein / RNA recognition motif (RRM)-containing protein
estExt_Genemark1.C_20562	OSBP(oxysterol binding protein)-related protein 3C
estExt_Genemark1.C_20565	
estExt_Genemark1.C_20577	
estExt_Genemark1.C_20581	
estExt_Genemark1.C_20584	
estExt_Genemark1.C_20594	ubiquitin-specific protease 2
estExt_Genemark1.C_20601	
estExt_Genemark1.C_20607	dihydrosphingosine phosphate lyase
estExt_Genemark1.C_20610	
estExt_Genemark1.C_20620	dynamin-like protein 6
estExt_Genemark1.C_20623	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein
estExt_Genemark1.C_20624	
estExt_Genemark1.C_20633	VEFS-Box of polycomb protein
estExt_Genemark1.C_20637	
estExt_Genemark1.C_20640	Leucine-rich repeat protein kinase family protein
estExt_Genemark1.C_20646	
estExt_Genemark1.C_20674	
estExt_Genemark1.C_20679	
estExt_Genemark1.C_20692	ARM repeat superfamily protein
estExt_Genemark1.C_20694	nucleic acid binding;RNA binding
estExt_Genemark1.C_20695	Cytidine/deoxycytidylate deaminase family protein
estExt_Genemark1.C_30009	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
estExt_Genemark1.C_30015	diacylglycerol acyltransferase family
estExt_Genemark1.C_30025	Integrase-type DNA-binding superfamily protein
estExt_Genemark1.C_30055	CRT (chloroquine-resistance transporter)-like transporter 2
estExt_Genemark1.C_30058	ARM repeat superfamily protein
estExt_Genemark1.C_30063	
estExt_Genemark1.C_30073	
estExt_Genemark1.C_30074	Pyridoxal phosphate (PLP)-dependent transferases superfamily protein
estExt_Genemark1.C_30077	
estExt_Genemark1.C_30080	Threonyl-tRNA synthetase
estExt_Genemark1.C_30086	
estExt_Genemark1.C_30087	
estExt_Genemark1.C_30088	Protein kinase superfamily protein
estExt_Genemark1.C_30090	U2 snRNP auxilliary factor, large subunit, splicing factor
estExt_Genemark1.C_30095	Mitochondrial substrate carrier family protein
estExt_Genemark1.C_30100	Acid phosphatase/vanadium-dependent haloperoxidase-related protein
estExt_Genemark1.C_30108	Sulfite exporter TauE/SafE family protein
estExt_Genemark1.C_30113	
estExt_Genemark1.C_30117	ubiquitin-protein ligases
estExt_Genemark1.C_30130	high chlorophyll fluorescence phenotype 173
estExt_Genemark1.C_30138	
estExt_Genemark1.C_30145	RNA-binding ASCH domain protein
estExt_Genemark1.C_30153	Integrase-type DNA-binding superfamily protein
estExt_Genemark1.C_30168	
estExt_Genemark1.C_30172	appr-1-p processing enzyme family protein
estExt_Genemark1.C_30198	elongation factor family protein
estExt_Genemark1.C_30204	UDP-glucuronic acid decarboxylase 1
estExt_Genemark1.C_30205	GATA type zinc finger transcription factor family protein
estExt_Genemark1.C_30213	
estExt_Genemark1.C_30214	nuclear matrix protein-related
estExt_Genemark1.C_30227	homolog of RAD54
estExt_Genemark1.C_30234	histidine kinase 5
estExt_Genemark1.C_30247	plus-3 domain-containing protein
estExt_Genemark1.C_30249	
estExt_Genemark1.C_30263	high-level expression of sugar-inducible gene 2
estExt_Genemark1.C_30272	Aluminium induced protein with YGL and LRDR motifs
estExt_Genemark1.C_30274	UDP-N-acetylglucosamine (UAA) transporter family
estExt_Genemark1.C_30279	E2F transcription factor 1
estExt_Genemark1.C_30281	
estExt_Genemark1.C_30284	DNA-directed DNA polymerases
estExt_Genemark1.C_30287	sucrose nonfermenting 1(SNF1)-related protein kinase 2.3
estExt_Genemark1.C_30289	nuclear assembly factor 1
estExt_Genemark1.C_30294	
estExt_Genemark1.C_30306	hydroxyproline-rich glycoprotein family protein
estExt_Genemark1.C_30307	RNA binding
gw1.21.146.1	
estExt_Genemark1.C_30323	hydrolases, acting on acid anhydrides, in phosphorus-containing anhydrides;ATP-dependent helicases;nucleic acid binding;ATP binding;RNA binding;helicases
estExt_Genemark1.C_30329	
estExt_Genemark1.C_30331	
estExt_Genemark1.C_30333	
estExt_Genemark1.C_30334	
estExt_Genemark1.C_30365	Ribosomal protein L14
estExt_Genemark1.C_30370	
estExt_Genemark1.C_30387	Cytochrome C1 family
estExt_Genemark1.C_30419	glutathione S-transferase PHI 9
estExt_Genemark1.C_30425	Ubiquitin carboxyl-terminal hydrolase-related protein
estExt_Genemark1.C_30426	ferric reduction oxidase 1
estExt_Genemark1.C_30438	highly ABA-induced PP2C gene 3
estExt_Genemark1.C_30449	
estExt_Genemark1.C_30461	Major Facilitator Superfamily with SPX (SYG1/Pho81/XPR1) domain-containing protein
estExt_Genemark1.C_30467	PAS domain-containing protein tyrosine kinase family protein
estExt_Genemark1.C_30469	TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein
estExt_Genemark1.C_30495	
estExt_Genemark1.C_30509	exocyst complex component sec15A
estExt_Genemark1.C_30518	
estExt_Genemark1.C_30527	
estExt_Genemark1.C_30540	
estExt_Genemark1.C_30545	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
estExt_Genemark1.C_30549	RING/U-box superfamily protein
estExt_Genemark1.C_30552	Nucleotidylyl transferase superfamily protein
estExt_Genemark1.C_30564	alpha/beta-Hydrolases superfamily protein
estExt_Genemark1.C_40004	glucosidase 1
estExt_Genemark1.C_40013	Pre-rRNA-processing protein TSR2, conserved region
estExt_Genemark1.C_40027	
estExt_Genemark1.C_40041	TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein
estExt_Genemark1.C_40050	Cellulose-synthase-like C12
estExt_Genemark1.C_40058	Adaptin family protein
estExt_Genemark1.C_40068	Pheophorbide a oxygenase family protein with Rieske [2Fe-2S] domain
estExt_Genemark1.C_40079	
estExt_Genemark1.C_40090	like AUXIN RESISTANT 1
estExt_Genemark1.C_40091	
estExt_Genemark1.C_40097	Aluminium activated malate transporter family protein
estExt_Genemark1.C_40098	Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein
estExt_Genemark1.C_40121	
estExt_Genemark1.C_40139	
estExt_Genemark1.C_40142	alpha/beta-Hydrolases superfamily protein
estExt_Genemark1.C_40145	DENN (AEX-3) domain-containing protein
estExt_Genemark1.C_40149	
estExt_Genemark1.C_40150	Ribosomal protein L36e family protein
estExt_Genemark1.C_40166	uridine-ribohydrolase 1
estExt_Genemark1.C_40174	ARM repeat superfamily protein
estExt_Genemark1.C_40178	Transducin/WD40 repeat-like superfamily protein
estExt_Genemark1.C_40179	DHBP synthase RibB-like alpha/beta domain
estExt_Genemark1.C_40184	
estExt_Genemark1.C_40191	
estExt_Genemark1.C_40196	peroxisomal ABC transporter 1
estExt_Genemark1.C_40199	
estExt_Genemark1.C_40207	dual specificity protein phosphatase (DsPTP1) family protein
estExt_Genemark1.C_40209	
estExt_Genemark1.C_40212	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
estExt_Genemark1.C_40221	O-acetylserine (thiol) lyase B
estExt_Genemark1.C_40229	biotin carboxyl carrier protein 2
estExt_Genemark1.C_40232	MRG family protein
estExt_Genemark1.C_40233	ubiquitin-conjugating enzyme 11
estExt_Genemark1.C_40235	Tetratricopeptide repeat (TPR)-like superfamily protein
estExt_Genemark1.C_40239	DNA-binding bromodomain-containing protein
estExt_Genemark1.C_40267	Transducin/WD40 repeat-like superfamily protein
estExt_Genemark1.C_40268	
estExt_Genemark1.C_40269	Transducin/WD40 repeat-like superfamily protein
estExt_Genemark1.C_40289	
estExt_Genemark1.C_40303	Acyl transferase/acyl hydrolase/lysophospholipase superfamily protein
estExt_Genemark1.C_40309	
estExt_Genemark1.C_40311	sequence-specific DNA binding transcription factors;zinc ion binding;sequence-specific DNA binding transcription factors
estExt_Genemark1.C_40314	cyclin-dependent kinase B1;2
estExt_Genemark1.C_40318	Chaperone DnaJ-domain superfamily protein
estExt_Genemark1.C_40326	zinc ion binding
estExt_Genemark1.C_40327	HSP20-like chaperones superfamily protein
estExt_Genemark1.C_40332	chloroplast stem-loop binding protein of  41 kDa
estExt_Genemark1.C_40335	Protein of unknown function (DUF760)
estExt_Genemark1.C_40336	SRP72 RNA-binding domain
estExt_Genemark1.C_40351	
estExt_Genemark1.C_40358	
estExt_Genemark1.C_40359	
estExt_Genemark1.C_40377	
estExt_Genemark1.C_40381	
estExt_Genemark1.C_40395	Alg9-like mannosyltransferase family
estExt_Genemark1.C_40398	Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein
estExt_Genemark1.C_40407	
estExt_Genemark1.C_40412	isoamylase 3
estExt_Genemark1.C_40430	Chaperone DnaJ-domain superfamily protein
estExt_Genemark1.C_40433	RNA binding (RRM/RBD/RNP motifs) family protein
estExt_Genemark1.C_40436	
estExt_Genemark1.C_40442	ribonucleotide reductase 2A
estExt_Genemark1.C_40444	DegP protease 10
estExt_Genemark1.C_40454	DEA(D/H)-box RNA helicase family protein
estExt_Genemark1.C_40487	aminophospholipid ATPase 3
estExt_Genemark1.C_40497	sodium proton exchanger, putative (NHX7) (SOS1)
estExt_Genemark1.C_40499	translationally controlled tumor protein
estExt_Genemark1.C_40506	Leucine carboxyl methyltransferase
estExt_Genemark1.C_40513	
estExt_Genemark1.C_40516	Ribosomal protein S4 (RPS4A) family protein
estExt_Genemark1.C_40518	LA RNA-binding protein
estExt_Genemark1.C_40520	alpha/beta-Hydrolases superfamily protein
estExt_Genemark1.C_40525	ARM repeat superfamily protein
estExt_Genemark1.C_40529	TRF-like 6
estExt_Genemark1.C_40530	
estExt_Genemark1.C_40544	Outer arm dynein light chain 1 protein
estExt_Genemark1.C_40545	
estExt_Genemark1.C_40546	RNA helicase family protein
estExt_Genemark1.C_40548	delta 1-pyrroline-5-carboxylate synthase 2
estExt_Genemark1.C_40555	
estExt_Genemark1.C_50020	
estExt_Genemark1.C_50025	Pseudouridine synthase family protein
estExt_Genemark1.C_50032	TRICHOME BIREFRINGENCE-LIKE 9
estExt_Genemark1.C_50037	Bestrophin-like protein
estExt_Genemark1.C_50042	RHOMBOID-like protein 3
estExt_Genemark1.C_50043	EXORDIUM like 3
estExt_Genemark1.C_50055	Phosphoglycerate mutase family protein
estExt_Genemark1.C_50058	sterol methyltransferase 2
estExt_Genemark1.C_50059	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
estExt_Genemark1.C_50065	
estExt_Genemark1.C_50077	RING/U-box superfamily protein
estExt_Genemark1.C_50079	ERD (early-responsive to dehydration stress) family protein
estExt_Genemark1.C_50081	synaptosomal-associated protein SNAP25-like 29
estExt_Genemark1.C_50099	
estExt_Genemark1.C_50121	
estExt_Genemark1.C_50144	Protein kinase superfamily protein
estExt_Genemark1.C_50146	
estExt_Genemark1.C_50151	
estExt_Genemark1.C_50157	Methyltransferase family protein
estExt_Genemark1.C_50161	P-loop containing nucleoside triphosphate hydrolases superfamily protein
estExt_Genemark1.C_50167	xylem cysteine peptidase 1
estExt_Genemark1.C_50176	cytochrome P450, family 711, subfamily A, polypeptide 1
estExt_Genemark1.C_50178	Cytochrome P450 superfamily protein
estExt_Genemark1.C_50179	PLANT U-BOX 12
estExt_Genemark1.C_50181	
estExt_Genemark1.C_50189	Ran BP2/NZF zinc finger-like superfamily protein
estExt_Genemark1.C_50201	Protein kinase superfamily protein
estExt_Genemark1.C_50212	Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein
estExt_Genemark1.C_50216	
estExt_Genemark1.C_50241	
estExt_Genemark1.C_50246	
estExt_Genemark1.C_50250	calcium-dependent protein kinase 19
estExt_Genemark1.C_50268	squamosa promoter-binding protein-like 12
estExt_Genemark1.C_50269	serine hydroxymethyltransferase 4
estExt_Genemark1.C_50282	Transducin/WD40 repeat-like superfamily protein
estExt_Genemark1.C_50291	
estExt_Genemark1.C_50294	Ras-related small GTP-binding family protein
estExt_Genemark1.C_50299	Plant U-Box 15
estExt_Genemark1.C_50300	Purple acid phosphatases superfamily protein
estExt_Genemark1.C_50307	cyclopropyl isomerase
estExt_Genemark1.C_50308	U5 small nuclear ribonucleoprotein helicase, putative
estExt_Genemark1.C_50314	phosphate transporter 4;1
estExt_Genemark1.C_50329	
estExt_Genemark1.C_50346	
estExt_Genemark1.C_50350	
estExt_Genemark1.C_50394	
estExt_Genemark1.C_50399	Transducin/WD40 repeat-like superfamily protein
estExt_Genemark1.C_50401	Galactosyl transferase GMA12/MNN10 family protein
estExt_Genemark1.C_50427	UDP-glucosyl transferase 71D1
estExt_Genemark1.C_50451	sulfite reductase
estExt_Genemark1.C_50466	Protein phosphatase 2C family protein
estExt_Genemark1.C_50472	
estExt_Genemark1.C_50475	
estExt_Genemark1.C_50477	
estExt_Genemark1.C_50478	UDP-glucose:glycoprotein glucosyltransferases;transferases, transferring hexosyl groups;transferases, transferring glycosyl groups
estExt_Genemark1.C_50480	
estExt_Genemark1.C_50487	
estExt_Genemark1.C_50493	
estExt_Genemark1.C_50517	protochlorophyllide oxidoreductase A
estExt_Genemark1.C_50520	CCAAT-displacement protein alternatively spliced product
