ID	type	annotation
kfl00557_0040	CDS	dicarboxylate transporter 1
kfl00557_0050	CDS	hypothetical protein
kfl00557_0060	CDS	Golgi-localized GRIP domain-containing protein
kfl00557_0070	CDS	RNA binding protein
kfl00557_0080	CDS	alpha-expansin
kfl00558_0010	CDS	hypothetical protein
kfl00558_0020	CDS	hypothetical protein
kfl00558_0030	CDS	nucleoporin 50 kDa,(NUP50)
kfl00558_0040	CDS	hypothetical protein
kfl00558_0050	CDS	hypothetical protein
kfl00558_0060	CDS	hypothetical protein
kfl00558_0070	CDS	hypothetical protein
kfl00558_0080	CDS	hypothetical protein
kfl00558_0090	CDS	Haloacid dehalogenase-like hydrolase (HAD) family protein , putative
kfl00558_0100	CDS	aquaporin, putative
kfl00559_0010	CDS	hypothetical protein
kfl00559_0020	CDS	mitochondrial import inner membrane translocase subunit,(Tim17)
kfl00559_0030	CDS	peptide alpha-N-acetyltransferase
kfl00559_0040	CDS	hypothetical protein
kfl00559_0050	CDS	Tetratricopeptide repeat (TPR)-like superfamily protein
kfl00559_0060	CDS	NAD-dependent epimerase/dehydratase
kfl00560_0010	CDS	Cyclin B and related kinase-activating proteins
kfl00560_0020	CDS	RNA-binding (RRM/RBD/RNP motifs) family protein
kfl00560_0030	CDS	K-box region and MADS-box transcription factor family protein
kfl00560_0040	CDS	presequence protease,Peptidase M16
kfl00560_0050	CDS	hypothetical protein
kfl00560_0060	CDS	protein with CAP effector domain
kfl00560_0070	CDS	hypothetical protein
kfl00560_0080	CDS	RNA ligase
kfl00560_0090	CDS	light harvesting chlorophyll a b-binding protein, lhca3
kfl00561_0010p	CDS	hypothetical protein
kfl00561_0020	CDS	glycosyltransferase
kfl00561_0030	CDS	hypothetical protein
kfl00561_0040	CDS	hypothetical protein
kfl00561_0050	CDS	hypothetical protein
kfl00561_0060	CDS	hypothetical protein
kfl00561_0070	CDS	hypothetical protein
kfl00561_0080	CDS	hypothetical protein
kfl00561_0090	CDS	hypothetical protein
kfl00562_0010p	CDS	hypothetical protein
kfl00562_0020	CDS	hypothetical protein
kfl00562_0030	CDS	ABC transporter G family
kfl00562_0050	CDS	hypothetical protein
kfl00562_0060	CDS	hypothetical protein
kfl00562_0070	CDS	hypothetical protein
kfl00562_0080	CDS	hypothetical protein
kfl00563_0010p	CDS	hypothetical protein
kfl00563_0020	CDS	hypothetical protein
kfl00563_0030	CDS	hypothetical protein
kfl00563_0040	CDS	hypothetical protein
kfl00563_0050	CDS	Similar to TOC64/TOM64, aspartyl/glutamyl-tRNA amidotransferase subunit A
kfl00563_0060	CDS	hypothetical protein
kfl00563_0070	CDS	hypothetical protein
kfl00563_0080	CDS	hypothetical protein
kfl00563_0090	CDS	hypothetical protein
kfl00563_0100	CDS	AMP-dependent synthetase and ligase family protein
kfl00563_0110	CDS	hypothetical protein
kfl00563_0120p	CDS	hypothetical protein
kfl00564_0010	CDS	DNA topoisomerase type II
kfl00564_0020	CDS	tubulin/FtsZ domain containing protein
kfl00564_0030	CDS	light harvesting chlorophyll a b-binding protein, lhca2
kfl00564_0040	CDS	ARM repeat superfamily protein
kfl00564_0050	CDS	hypothetical protein
kfl00564_0060	CDS	ATP synthase
kfl00564_0070	CDS	NAD(P)H:plastoquinone dehydrogenase complex subunit N,(ndhN)
kfl00564_0080	CDS	calcium-binding mitochondrial carrier protein
kfl00564_0090	CDS	Sensory transduction histidine kinase
kfl00565_0010	CDS	SNRPF, SMF; small nuclear ribonucleoprotein F
kfl00565_0020	CDS	hypothetical protein
kfl00565_0030	CDS	hypothetical protein
kfl00565_0040	CDS	hypothetical protein
kfl00565_0050	CDS	axin-interacting protein
kfl00565_0060	CDS	hypothetical protein
kfl00565_0070	CDS	MYB family transcription factor
kfl00565_0080	CDS	CHRD domain containing protein kinase superfamily protein
kfl00566_0010	CDS	Transposon-encoded protein with ribonuclease H-like, integrase domains
kfl00566_0020	CDS	VH1-INTERACTING KINASE-like
kfl00566_0030	CDS	Growth-arrest-specific protein
kfl00566_0040	CDS	hypothetical protein
kfl00566_0050	CDS	hypothetical protein
kfl00566_0060	CDS	hypothetical protein
kfl00566_0070	CDS	PSMD11, RPN6; 26S proteasome regulatory subunit N6
kfl00566_0080	CDS	transport protein particle (TRAPP) component
kfl00566_0090	CDS	hypothetical protein
kfl00566_0100	CDS	hypothetical protein
kfl00567_0010p	CDS	hypothetical protein
kfl00567_0020	CDS	hypothetical protein
kfl00567_0030	CDS	Malto-oligosyl trehalose hydrolase
kfl00567_0040	CDS	hypothetical protein
kfl00567_0050	CDS	hypothetical protein (MCM9-like)
kfl00567_0060	CDS	BZRP; benzodiazapine receptor
kfl00567_0070	CDS	hypothetical protein
kfl00568_0010p	CDS	hypothetical protein
kfl00568_0020	CDS	hypothetical protein
kfl00568_0030	CDS	hypothetical protein
kfl00568_0040	CDS	hypothetical protein
kfl00568_0050	CDS	hypothetical protein
kfl00568_0060	CDS	hypothetical protein
kfl00568_0070	CDS	hypothetical protein
kfl00568_0080	CDS	Serine/Threonine protein kinases, catalytic
kfl00568_0090	CDS	hypothetical protein
kfl00568_0100	CDS	DNA topoisomerase 2
kfl00568_0110	CDS	hypothetical protein
kfl00568_0120	CDS	Ribonucleotide reductase
kfl00568_0130	CDS	hypothetical protein
kfl00568_0140	CDS	hypothetical protein
kfl00569_0010	CDS	hypothetical protein
kfl00569_0020	CDS	hypothetical protein
kfl00569_0030	CDS	hypothetical protein
kfl00569_0040	CDS	hypothetical protein
kfl00569_0050	CDS	hypothetical protein
kfl00569_0060	CDS	hypothetical protein
kfl00569_0070	CDS	hypothetical protein
kfl00569_0080	CDS	protein with reverse transcriptase domain
kfl00569_0090	CDS	hypothetical protein
kfl00569_0100	CDS	putative retrotransposon protein, DNA/RNA polymerase superfamily
kfl00569_0110	CDS	hypothetical protein
kfl00569_0120p	CDS	hypothetical protein
kfl00570_0010	CDS	hypothetical protein
kfl00570_0020	CDS	putative Small MutS-related domain containing protein
kfl00570_0030	CDS	Actin and related proteins
kfl00570_0040	CDS	Protein kinase superfamily
kfl00570_0050	CDS	60S ribosomal protein L37A
kfl00570_0060	CDS	hypothetical protein
kfl00570_0070	CDS	hypothetical protein
kfl00570_0080	CDS	Transposon-encoded protein with ribonuclease H-like and retrovirus zinc finger-like domains
kfl00570_0090	CDS	hypothetical protein
kfl00570_0100	CDS	hypothetical protein
kfl00571_0010p	CDS	hypothetical protein
kfl00571_0020	CDS	methyltransferase family protein
kfl00572_0010	CDS	Acetate/propionate kinase
kfl00572_0020	CDS	hypothetical protein
kfl00572_0030	CDS	hypothetical protein
kfl00572_0040	CDS	phosphate acetyltransferase
kfl00572_0050	CDS	hypothetical protein
kfl00572_0060	CDS	hypothetical protein
kfl00572_0070	CDS	hypothetical protein
kfl00572_0080	CDS	hypothetical protein
kfl00572_0090	CDS	mitochondrial or chloroplast ribosomal protein S17 precursor
kfl00573_0010	CDS	Transcription factor IIB,(TFIIB)
kfl00573_0020	CDS	Peptide methionine sulfoxide reductase
kfl00573_0030	CDS	hypothetical protein
kfl00573_0040	CDS	hypothetical protein
kfl00573_0050	CDS	hypothetical protein
kfl00573_0060	CDS	Serine Threonine protein kinase
kfl00573_0070	CDS	protein with EF-hand domain
kfl00573_0080	CDS	hypothetical protein
kfl00573_0090	CDS	lysoglycerophospholipid O-acyltransferase
kfl00573_0100	CDS	hypothetical protein
kfl00574_0010	CDS	hypothetical protein
kfl00574_0020	CDS	5'-AMP-activated protein kinase beta subunit
kfl00574_0030	CDS	hypothetical protein
kfl00574_0040	CDS	hypothetical protein
kfl00574_0050	CDS	hypothetical protein
kfl00574_0060	CDS	putative chloroplast ribosomal protein L35 precursor
kfl00574_0070	CDS	Nucleotide-diphospho-sugar transferases superfamily protein
kfl00574_0080	CDS	hypothetical protein
kfl00574_0090	CDS	3-Ketoacyl-Acyl Carrier Protein Synthase III, (KASIII)
kfl00574_0100	CDS	ABC transporter G family
kfl00575_0010	CDS	hypothetical protein
kfl00575_0020	CDS	Serine-threonine/tyrosine-protein kinase catalytic domain containing protein
kfl00575_0030	CDS	hypothetical protein
kfl00575_0040	CDS	hypothetical protein
kfl00575_0050	CDS	hypothetical protein
kfl00575_0060	CDS	Sister chromatid cohesion complex Cohesin
kfl00575_0070	CDS	hypothetical protein
kfl00576_0010p	CDS	hypothetical protein
kfl00576_0020	CDS	hypothetical protein
kfl00576_0030	CDS	hypothetical protein
kfl00576_0050	CDS	hypothetical protein
kfl00576_0060	CDS	Plant regulator RWP-RK family protein
kfl00576_0070	CDS	hypothetical protein
kfl00577_0010p	CDS	Pheophorbide a oxygenase family protein, (PAO), Rieske [2Fe-2S] protein family
kfl00577_0020	CDS	hypothetical protein
kfl00577_0030	CDS	hypothetical protein
kfl00577_0040	CDS	hypothetical protein
kfl00577_0050	CDS	hypothetical protein
kfl00577_0060	CDS	Structural maintenance of chromosome protein
kfl00577_0070	CDS	hypothetical protein
kfl00577_0080	CDS	phosphatidic acid phosphohydrolase, PAH
kfl00578_0010p	CDS	hypothetical protein
kfl00578_0020	CDS	hypothetical protein
kfl00578_0030	CDS	hypothetical protein
kfl00578_0040	CDS	hypothetical protein
kfl00578_0050	CDS	guanosine polyphosphate pyrophosphohydrolase/synthase|RSH3
kfl00578_0060	CDS	hypothetical protein with integrase and ribonuclease H-like domains
kfl00578_0070	CDS	hypothetical protein
kfl00579_0010	CDS	actin related protein
kfl00579_0020	CDS	hypothetical protein
kfl00579_0030	CDS	hypothetical protein
kfl00579_0040	CDS	hypothetical protein
kfl00579_0050	CDS	hypothetical protein
kfl00579_0060	CDS	glycosyltransferase family 43 protein
kfl00579_0070	CDS	DNA-directed RNA polymerase II subunit 9,(RPB9)
kfl00579_0080	CDS	stromal cell-derived factor 2-like protein
kfl00579_0090	CDS	Protein prenylyltransferase superfamily protein
kfl00579_0100	CDS	Zinc finger, RING-CH-type domain containing protein
kfl00579_0110	CDS	hypothetical protein
kfl00579_0120	CDS	hypothetical protein
kfl00580_0010	CDS	X-domain of DnaJ-containing protein
kfl00580_0020	CDS	hypothetical protein
kfl00580_0030	CDS	hypothetical protein
kfl00580_0040	CDS	hypothetical protein
kfl00580_0050	CDS	hypothetical protein
kfl00580_0060	CDS	F-box family protein
kfl00580_0070	CDS	Nodulin-like, major Facilitator Superfamily protein
kfl00581_0010p	CDS	hypothetical protein
kfl00581_0020	CDS	hypothetical protein
kfl00581_0030	CDS	smr (Small MutS Related) domain-containing protein
kfl00581_0040	CDS	VTE1, SXD1; tocopherol cyclase
kfl00581_0050	CDS	hypothetical protein
kfl00581_0060	CDS	hypothetical protein
kfl00581_0070	CDS	hypothetical protein
kfl00581_0080	CDS	hypothetical protein
kfl00581_0090	CDS	hypothetical protein
kfl00582_0010	CDS	delta 1-pyrroline-5-carboxylate synthetase
kfl00582_0020	CDS	heat-shock protein 70T-2, HSP70T-2
kfl00582_0030	CDS	hypothetical protein
kfl00582_0040	CDS	hypothetical protein
kfl00582_0050	CDS	hypothetical protein
kfl00582_0060	CDS	hypothetical protein
kfl00583_0010	CDS	hypothetical protein
kfl00583_0020	CDS	oligopeptide transporter
kfl00583_0030	CDS	hypothetical protein
kfl00583_0040	CDS	hypothetical protein
kfl00583_0050	CDS	MOGAT2, MGAT2; 2-acylglycerol O-acyltransferase 2
kfl00583_0060	CDS	hypothetical protein
kfl00584_0010p	CDS	hypothetical protein
kfl00584_0020	CDS	hypothetical protein
kfl00584_0030	CDS	hypothetical protein
kfl00584_0040	CDS	RBM8A, Y14; RNA-binding protein 8A
kfl00584_0050	CDS	ZIP metal ion transporter family
kfl00584_0060	CDS	Molecular chaperone (DnaJ superfamily)
kfl00584_0070	CDS	hypothetical protein
kfl00584_0080	CDS	hypothetical protein
kfl00585_0010p	CDS	methylcrotonyl-CoA carboxylase subunit alpha
kfl00585_0020	CDS	barA; two-component system, NarL family, sensor histidine kinase BarA
kfl00585_0030	CDS	hypothetical protein
kfl00585_0040	CDS	hypothetical protein
kfl00585_0050	CDS	hypothetical protein
kfl00586_0010	CDS	hypothetical protein
kfl00586_0020	CDS	DNA-directed DNA polymerase
kfl00586_0030	CDS	hypothetical protein
kfl00586_0040	CDS	LRRK2; leucine-rich repeat kinase 2
kfl00586_0050	CDS	hypothetical protein
kfl00586_0060	CDS	hypothetical protein
kfl00586_0070	CDS	hypothetical virus protein
kfl00586_0080	CDS	Ribonuclease H-like domain containing protein
kfl00586_0090	CDS	hypothetical protein
kfl00586_0100	CDS	Homeodomain-like domain containing protein kinase-like superfamily protein
kfl00586_0110p	CDS	DNA topoisomerase type II
kfl00587_0010	CDS	Signal transduction histidine kinase
kfl00587_0020	CDS	hypothetical protein
kfl00587_0030	CDS	hypothetical protein
kfl00587_0040	CDS	hypothetical protein
kfl00587_0050	CDS	hypothetical protein
kfl00587_0060	CDS	hypothetical protein
kfl00587_0070	CDS	hypothetical protein
kfl00588_0010	CDS	hypothetical protein
kfl00588_0020	CDS	hypothetical protein
kfl00588_0030	CDS	hypothetical protein
kfl00588_0040	CDS	hypothetical protein
kfl00588_0050	CDS	hypothetical protein
kfl00588_0060	CDS	hypothetical protein
kfl00588_0070	CDS	Cytochrome P450, E-class, group I
kfl00588_0080	CDS	hypothetical protein
kfl00589_0010	CDS	hypothetical protein
kfl00589_0020	CDS	Myo-inositol-1-phosphate synthase
kfl00589_0030	CDS	Serine carboxypeptidase,Peptidase S10
kfl00589_0040	CDS	Serine carboxypeptidase,Peptidase S10
kfl00589_0050	CDS	hypothetical protein
kfl00589_0060	CDS	hypothetical protein
kfl00589_0070	CDS	Molecular chaperones HSP70/HSC70, HSP70 superfamily
kfl00589_0080	CDS	hypothetical protein
kfl00590_0010	CDS	hypothetical protein
kfl00590_0020	CDS	amino acid transporter protein
kfl00590_0030	CDS	hypothetical protein
kfl00590_0040	CDS	putative SNF2 family N-terminal domain containing protein
kfl00590_0050	CDS	alpha/beta-Hydrolases superfamily protein
kfl00590_0060	CDS	hypothetical protein
kfl00590_0070	CDS	hypothetical protein
kfl00590_0080	CDS	hypothetical protein
kfl00590_0090	CDS	hypothetical protein
kfl00590_0100	CDS	hypothetical protein
kfl00591_0010	CDS	hypothetical protein
kfl00591_0020	CDS	hypothetical protein
kfl00591_0030	CDS	hypothetical protein
kfl00591_0040	CDS	CCAAT-binding factor, subunit C
kfl00591_0050	CDS	heat shock protein 70 (Hsp 70) family protein
kfl00591_0060	CDS	MSI; RNA-binding protein Musashi
kfl00591_0070	CDS	hypothetical protein
kfl00591_0080	CDS	hypothetical protein
kfl00591_0090	CDS	hypothetical protein
kfl00591_0100	CDS	purtative Rad23 UV excision repair protein 
kfl00591_0110	CDS	ubiquitin-conjugating enzyme
kfl00592_0010p	CDS	hypothetical protein
kfl00592_0020	CDS	UTP10, HEATR1; U3 small nucleolar RNA-associated protein 10
kfl00592_0030	CDS	rossmann-fold NAD-binding domain-containing protein, short chain dehydrogenase TIC32
kfl00592_0040	CDS	early light-induced protein, ELIP2.3, Lil1.2.3
kfl00592_0050	CDS	hypothetical protein
kfl00592_0060	CDS	Protein of unknown function (DUF810)
kfl00592_0070	CDS	hypothetical protein
kfl00593_0010p	CDS	hypothetical protein
kfl00593_0020	CDS	Transcription initiation factor IIF, beta subunit
kfl00593_0030	CDS	Lysyl-tRNA synthetase, class II
kfl00593_0040	CDS	Transmembrane amino acid transporter family protein
kfl00593_0050	CDS	embryo sac development arrest 13
kfl00593_0060	CDS	hypothetical protein
kfl00593_0070	CDS	E3.3.2.6, LTA4H; leukotriene-A4 hydrolase
kfl00593_0080	CDS	RNA polymerase sigma factor
kfl00593_0090	CDS	UDP-Glycosyltransferase superfamily protein
kfl00593_0100	CDS	hypothetical protein
kfl00594_0010	CDS	hypothetical protein
kfl00594_0020	CDS	hypothetical protein
kfl00594_0030	CDS	hypothetical protein
kfl00594_0040	CDS	mitochondrial ADP/ATP translocator protein
kfl00594_0050	CDS	RNA methyltransferase family protein
kfl00594_0060	CDS	hypothetical protein
kfl00594_0070	CDS	methionine sulfoxide reductase B
kfl00595_0010	CDS	Leucine rich repeat/RNI-like superfamily protein
kfl00595_0020	CDS	hypothetical protein
kfl00595_0030	CDS	hypothetical protein
kfl00595_0040	CDS	Leucine rich repeat/RNI-like superfamily protein
kfl00595_0050	CDS	hypothetical protein
kfl00595_0060	CDS	F-box/RNI-like superfamily protein
kfl00596_0010p	CDS	hypothetical protein
kfl00596_0020	CDS	hypothetical protein
kfl00596_0030	CDS	hypothetical protein
kfl00596_0040	CDS	hypothetical protein
kfl00596_0050	CDS	hypothetical protein
kfl00596_0060	CDS	Putative protein kinase superfamily protein
kfl00596_0070	CDS	hypothetical protein
kfl00597_0010	CDS	hypothetical protein
kfl00597_0020	CDS	hypothetical protein
kfl00597_0030	CDS	hypothetical protein
kfl00597_0040	CDS	hypothetical protein
kfl00597_0050	CDS	hypothetical protein
kfl00597_0060	CDS	hypothetical protein
kfl00598_0010	CDS	digalactosyldiacylglycerol synthase, DGDG synthase
kfl00598_0020	CDS	hypothetical protein
kfl00598_0030	CDS	Nucleosome assembly protein NAP-1
kfl00598_0040	CDS	hypothetical protein
kfl00598_0050	CDS	ribosomal RNA small subunit methyltransferase
kfl00598_0060	CDS	60S ribosomal protein L34
kfl00598_0070	CDS	hypothetical protein
kfl00598_0080	CDS	hypothetical protein
kfl00599_0010	CDS	hypothetical protein
kfl00599_0020	CDS	reverse transcriptase,DNA/RNA polymerases
kfl00600_0010p	CDS	hypothetical protein
kfl00600_0020	CDS	hypothetical protein
kfl00600_0030	CDS	hypothetical protein
kfl00600_0040	CDS	hypothetical protein
kfl00600_0050	CDS	histidine phosphatase 
kfl00600_0060	CDS	HhH-GPD base excision DNA repair family protein
kfl00600_0070	CDS	putative endonucklease
kfl00600_0080	CDS	K+-channel ERG and related proteins, contain PAS/PAC sensor domain
kfl00601_0010	CDS	hypothetical protein
kfl00601_0020	CDS	E3 ubiquitin protein ligase
kfl00601_0030	CDS	hypothetical protein
kfl00601_0040	CDS	hypothetical protein
kfl00601_0050	CDS	hypothetical protein
kfl00601_0060	CDS	putative DNA repair Rad51
kfl00601_0070	CDS	surE; 5'-nucleotidase
kfl00601_0080	CDS	hypothetical protein
kfl00602_0010	CDS	Biotin synthase
kfl00602_0020	CDS	hypothetical protein
kfl00602_0030	CDS	hypothetical protein
kfl00602_0040	CDS	hypothetical protein
kfl00602_0050	CDS	Sister chromatid cohesion complex Cohesin, subunit PDS5
kfl00602_0060	CDS	hypothetical protein
kfl00603_0010	CDS	TatC, Sec-independent protein translocase
kfl00603_0020	CDS	hypothetical protein
kfl00603_0030	CDS	MAP3K1, MEKK1; mitogen-activated protein kinase kinase kinase 1
kfl00603_0040	CDS	actin-related protein 4 - ARP4
kfl00603_0050	CDS	hypothetical protein
kfl00603_0060	CDS	Molybdenum cofactor biosynthesis pathway protein
kfl00603_0070	CDS	U3 snoRNP-associated 55-kDa protein RRP9
kfl00603_0080	CDS	Glycosyltransferase family 2 protein
kfl00603_0090	CDS	chloroplast ribosomal protein L9 precursor
kfl00603_0100	CDS	hypothetical protein
kfl00603_0110p	CDS	hypothetical protein
kfl00604_0010	CDS	hypothetical protein
kfl00604_0020	CDS	soluble starch synthase III-1
kfl00604_0030	CDS	hypothetical protein
kfl00604_0040	CDS	hypothetical protein
kfl00604_0050	CDS	hypothetical protein
kfl00604_0060	CDS	hypothetical protein
kfl00604_0070	CDS	violaxanthin de-epoxidase, (VDE)
kfl00604_0080	CDS	hypothetical protein
kfl00604_0090	CDS	eukaryotic translation initiation factor 3B
kfl00605_0010p	CDS	hypothetical protein
kfl00605_0020	CDS	hypothetical protein
kfl00605_0030	CDS	hypothetical protein
kfl00605_0040	CDS	Putative tubulin-tyrosine ligase
kfl00605_0050	CDS	hypothetical protein
kfl00605_0060	CDS	hypothetical protein
kfl00605_0070	CDS	hypothetical protein
kfl00605_0080	CDS	hypothetical protein (related to cluster 36)
kfl00606_0010	CDS	hypothetical protein
kfl00606_0020	CDS	Ferredoxin
kfl00606_0030	CDS	hypothetical protein
kfl00606_0040	CDS	Serine Threonine protein kinase
kfl00606_0050	CDS	hypothetical protein
kfl00606_0060	CDS	AAA family ATPase
kfl00606_0070	CDS	hypothetical protein
kfl00606_0080	CDS	hypothetical protein
kfl00606_0090	CDS	Transcription initiation Spt4 protein
kfl00606_0100	CDS	Serine/threonine protein phosphatase 2A, catalytic subunit
kfl00606_0110	CDS	RNA polymerase sigma factor
kfl00607_0010p	CDS	hypothetical protein
kfl00607_0020	CDS	hypothetical protein
kfl00607_0030	CDS	Long-Chain Acyl-CoA Synthetase, peroxisome
kfl00607_0040	CDS	hypothetical protein
kfl00607_0050	CDS	hypothetical protein
kfl00607_0060	CDS	hypothetical protein
kfl00608_0010p	CDS	hypothetical protein
kfl00608_0020	CDS	hypothetical protein
kfl00608_0030	CDS	hypothetical protein
kfl00608_0040	CDS	PRPF3, PRP3; U4/U6 small nuclear ribonucleoprotein PRP3
kfl00608_0050	CDS	60S ribosomal protein L35
kfl00608_0060	CDS	Zinc finger domain containing protein
kfl00608_0070	CDS	mitochondrial substrate carrier family protein, putative
kfl00608_0080	CDS	NUDIX hydrolase domain containing protein
kfl00608_0090	CDS	DNA repair protein RAD18 (SMC family protein)
kfl00609_0010	CDS	RNA recognition motif containing protein
kfl00609_0020	CDS	putative DNA replication factor Cdt1
kfl00609_0030	CDS	hypothetical protein
kfl00609_0040	CDS	hypothetical protein
kfl00609_0050	CDS	hypothetical protein
kfl00609_0060	CDS	hypothetical protein
kfl00609_0070	CDS	hypothetical protein
kfl00609_0080	CDS	hypothetical protein
kfl00609_0090	CDS	ABC1 family protein
kfl00610_0010p	CDS	hypothetical protein
kfl00610_0020	CDS	lysosomal alpha-mannosidase
kfl00610_0030	CDS	hypothetical protein
kfl00610_0040	CDS	NUP188; nuclear pore complex protein Nup188
kfl00610_0050	CDS	hypothetical protein
kfl00610_0060	CDS	hypothetical protein
kfl00610_0070	CDS	hypothetical protein
kfl00611_0010p	CDS	hypothetical protein
kfl00611_0020	CDS	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
kfl00611_0030	CDS	Clathrin adaptor complex, small subunit
kfl00611_0040	CDS	hypothetical protein
kfl00611_0050	CDS	E3.2.1.22B, galA, rafA; alpha-galactosidase
kfl00611_0060	CDS	hypothetical protein
kfl00611_0070	CDS	hypothetical protein
kfl00611_0080	CDS	hypothetical protein
kfl00611_0090	CDS	hypothetical protein
kfl00612_0010	CDS	hypothetical protein
kfl00612_0020	CDS	DEAD/DEAH box helicase domain containing protein
kfl00612_0030	CDS	hypothetical protein
kfl00612_0040	CDS	xanthine/uracil transporter
kfl00612_0050	CDS	RING/FYVE/PHD-type zinc finger family protein
kfl00612_0060p	CDS	hypothetical protein
kfl00613_0010	CDS	hypothetical protein
kfl00613_0020	CDS	phospholipid-translocating P-type ATPase
kfl00613_0030	CDS	Histone deacetylase complex, catalytic component HDA1
kfl00613_0040	CDS	hypothetical protein
kfl00613_0050	CDS	hypothetical protein
kfl00613_0060	CDS	hypothetical protein
kfl00613_0070	CDS	Cyclin family protein
kfl00614_0010	CDS	hypothetical protein
kfl00614_0020	CDS	GOM8 GOLGI MUTANT 8|RHD3 ROOT HAIR DEFECTIVE 3
kfl00614_0030	CDS	psbO, photosystem II 33 kDa polypeptide
kfl00614_0040	CDS	hypothetical protein
kfl00614_0050	CDS	hypothetical protein
kfl00614_0060	CDS	hypothetical protein
kfl00614_0070	CDS	hypothetical protein
kfl00614_0080	CDS	hypothetical protein
kfl00615_0010	CDS	hypothetical protein
kfl00615_0020	CDS	oxidoreductase
kfl00615_0030	CDS	putative Y-family DNA polymerase
kfl00615_0040	CDS	hypothetical protein
kfl00615_0050	CDS	hypothetical protein
kfl00615_0060	CDS	hypothetical protein
kfl00615_0070	CDS	E3 ubiquitin protein ligase
kfl00615_0080p	CDS	hypothetical protein
kfl00616_0010	CDS	hypothetical protein
kfl00616_0020	CDS	hypothetical protein
kfl00616_0030	CDS	hypothetical protein
kfl00616_0040	CDS	Serine Threonine protein kinase
kfl00616_0050	CDS	ATP-binding cassette transporter
kfl00616_0060	CDS	hypothetical protein
kfl00617_0010	CDS	hypothetical protein
kfl00617_0020	CDS	Reverse transcriptase,DNA/RNA polymerases
kfl00617_0030	CDS	hypothetical protein
kfl00617_0040	CDS	hypothetical protein
kfl00617_0050	CDS	hypothetical protein
kfl00617_0060	CDS	hypothetical protein
kfl00617_0070	CDS	Vacuolar import/degradation, Vid27-related protein
kfl00617_0080	CDS	hypothetical protein
kfl00617_0090	CDS	Basic-leucine zipper (bZIP) transcription factor family protein
kfl00617_0100	CDS	hypothetical protein
kfl00617_0110p	CDS	hypothetical protein
kfl00618_0010p	CDS	hypothetical protein
kfl00618_0020	CDS	hypothetical protein
kfl00618_0030	CDS	hypothetical protein
kfl00618_0040	CDS	UDP-glucosyl transferase
kfl00618_0050	CDS	hypothetical protein
kfl00618_0060	CDS	TCP-1/cpn60 chaperonin family protein
kfl00618_0070	CDS	Serine Threonine protein kinase
kfl00619_0010	CDS	hypothetical protein
kfl00619_0020	CDS	hypothetical protein
kfl00619_0030	CDS	HSP20; HSP20 family protein
kfl00619_0040	CDS	chaperone protein
kfl00619_0050	CDS	galactinol synthase
kfl00619_0060	CDS	hypothetical protein
kfl00619_0070	CDS	hypothetical protein
kfl00619_0080	CDS	Late embryogenesis abundant protein,(LEA)
kfl00619_0090	CDS	hypothetical protein
kfl00620_0010	CDS	KLC; kinesin light chain
kfl00620_0020	CDS	disease resistance protein (TIR-NBS-LRR class) family
kfl00620_0030	CDS	Putative histidine kinase
kfl00620_0040	CDS	hypothetical protein
kfl00620_0050	CDS	hypothetical protein
kfl00620_0060	CDS	hypothetical protein
kfl00620_0070	CDS	hypothetical protein
kfl00620_0080	CDS	hypothetical protein
kfl00620_0090	CDS	hypothetical protein
kfl00620_0100	CDS	hypothetical protein
kfl00620_0110	CDS	hypothetical protein
kfl00620_0120	CDS	hypothetical protein
kfl00620_0130	CDS	hypothetical protein
kfl00620_0140	CDS	aquaporin
kfl00620_0150	CDS	hypothetical protein
kfl00621_0010	CDS	hypothetical protein
kfl00621_0020	CDS	hypothetical protein
kfl00621_0030	CDS	smr (Small MutS Related) domain-containing protein
kfl00621_0040	CDS	putative Mediator complex subunit Med25
kfl00621_0050p	CDS	hypothetical protein
kfl00622_0010	CDS	bile acid-sodium symporter family protein
kfl00622_0020	CDS	hypothetical protein
kfl00622_0030	CDS	rpiA; ribose 5-phosphate isomerase A
kfl00622_0040	CDS	Protein kinase superfamily protein
kfl00622_0050	CDS	hypothetical protein
kfl00622_0060	CDS	hypothetical protein
kfl00622_0070	CDS	hypothetical protein
kfl00622_0080	CDS	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
kfl00622_0090	CDS	hypothetical protein
kfl00622_0100p	CDS	hypothetical protein
kfl00623_0010	CDS	Actin-like ATPase superfamily protein,Peptidase M22
kfl00623_0020	CDS	alpha beta-hydrolases superfamily protein
kfl00623_0030	CDS	Dyneins, heavy chain
kfl00623_0040	CDS	hypothetical protein
kfl00623_0050	CDS	Choline-Phosphate Cytidylyltransferase, CCT
kfl00623_0060	CDS	hypothetical protein
kfl00624_0010	CDS	Putative histidine kinase containing cheY-homologous receiver domain and PAS domain
kfl00624_0020	CDS	protein kinase
kfl00624_0030	CDS	hypothetical protein
kfl00624_0040	CDS	CRN, CRNKL1, CLF1, SYF3; crooked neck
kfl00624_0050	CDS	crooked neck protein, putative
kfl00624_0060	CDS	crooked neck protein, putative
kfl00624_0070	CDS	hypothetical protein
kfl00624_0080	CDS	hypothetical protein
kfl00624_0090	CDS	hypothetical protein
kfl00625_0010	CDS	suppressor of Mek
