transcriptId	proteinId	kogid	kogdefline	kogClass	kogGroup
48756	48756	KOG1919	RNA pseudouridylate synthases	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
45412	45412	KOG1216	von Willebrand factor and related coagulation proteins	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
45412	45412	KOG1216	von Willebrand factor and related coagulation proteins	Extracellular structures 	CELLULAR PROCESSES AND SIGNALING
48755	48755	KOG2557	Uncharacterized conserved protein, contains TLDc domain	Function unknown 	POORLY CHARACTERIZED
12786	12786	KOG0698	Serine/threonine protein phosphatase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
45411	45411	KOG1311	DHHC-type Zn-finger proteins	General function prediction only 	POORLY CHARACTERIZED
12783	12783	KOG0305	Anaphase promoting complex, Cdc20, Cdh1, and Ama1 subunits	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
12783	12783	KOG0305	Anaphase promoting complex, Cdc20, Cdh1, and Ama1 subunits	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
48750	48750	KOG3585	TBX2 and related T-box transcription factors	Transcription 	INFORMATION STORAGE AND PROCESSING
42866	42866	KOG1239	Inner membrane protein translocase involved in respiratory chain assembly	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
42866	42866	KOG1239	Inner membrane protein translocase involved in respiratory chain assembly	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
15320	15320	KOG2118	Predicted membrane protein, contains two CBS domains	Function unknown 	POORLY CHARACTERIZED
35643	35643	KOG3007	Mu-crystallin	Amino acid transport and metabolism 	METABOLISM
38985	38985	KOG3244	Protein involved in ubiquinone biosynthesis	Coenzyme transport and metabolism 	METABOLISM
45409	45409	KOG1878	Nuclear receptor coregulator SMRT/SMRTER, contains Myb-like domains	Transcription 	INFORMATION STORAGE AND PROCESSING
35640	35640	KOG0160	Myosin class V heavy chain	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
46063	46063	KOG2427	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
45406	45406	KOG0613	Projectin/twitchin and related proteins	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
12779	12779	KOG3438	DNA-directed RNA polymerase, subunit L	Transcription 	INFORMATION STORAGE AND PROCESSING
45404	45404	KOG0927	Predicted transporter (ABC superfamily)	General function prediction only 	POORLY CHARACTERIZED
48747	48747	KOG1246	DNA-binding protein jumonji/RBP2/SMCY, contains JmjC domain	General function prediction only 	POORLY CHARACTERIZED
48746	48746	KOG1843	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
45401	45401	KOG2273	Membrane coat complex Retromer, subunit VPS5/SNX1, Sorting nexins, and related PX domain-containing proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
45400	45400	KOG0867	Glutathione S-transferase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
4896	4896	KOG2486	Predicted GTPase	General function prediction only 	POORLY CHARACTERIZED
40174	40174	KOG4308	LRR-containing protein	Function unknown 	POORLY CHARACTERIZED
8096	8096	KOG0723	Molecular chaperone (DnaJ superfamily)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
40171	40171	KOG0081	GTPase Rab27, small G protein superfamily	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
15310	15310	KOG1865	Ubiquitin carboxyl-terminal hydrolase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
42854	42854	KOG1311	DHHC-type Zn-finger proteins	General function prediction only 	POORLY CHARACTERIZED
36293	36293	KOG2866	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
35637	35637	KOG0725	Reductases with broad range of substrate specificities	General function prediction only 	POORLY CHARACTERIZED
38979	38979	KOG0017	FOG: Transposon-encoded proteins with TYA, reverse transcriptase, integrase domains in various combinations	General function prediction only 	POORLY CHARACTERIZED
46059	46059	KOG1878	Nuclear receptor coregulator SMRT/SMRTER, contains Myb-like domains	Transcription 	INFORMATION STORAGE AND PROCESSING
42850	42850	KOG0192	Tyrosine kinase specific for activated (GTP-bound) p21cdc42Hs	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
46058	46058	KOG1922	Rho GTPase effector BNI1 and related formins	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
46058	46058	KOG1922	Rho GTPase effector BNI1 and related formins	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
38974	38974	KOG1337	N-methyltransferase	General function prediction only 	POORLY CHARACTERIZED
49392	49392	KOG3094	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
49391	49391	KOG1305	Amino acid transporter protein	Amino acid transport and metabolism 	METABOLISM
48732	48732	KOG1591	Prolyl 4-hydroxylase alpha subunit	Amino acid transport and metabolism 	METABOLISM
48731	48731	KOG2089	Metalloendopeptidase family - saccharolysin & thimet oligopeptidase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
36289	36289	KOG4698	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
42848	42848	KOG2646	Ribosomal protein S5	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
40162	40162	KOG1108	Predicted heme/steroid binding protein	General function prediction only 	POORLY CHARACTERIZED
36284	36284	KOG2328	Chromosome condensation complex Condensin, subunit H	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
36284	36284	KOG2328	Chromosome condensation complex Condensin, subunit H	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
42844	42844	KOG2187	tRNA uracil-5-methyltransferase and related tRNA-modifying enzymes	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
7426	7426	KOG4212	RNA-binding protein hnRNP-M	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
42843	42843	KOG4401	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
35625	35625	KOG0756	Mitochondrial tricarboxylate/dicarboxylate carrier proteins	Energy production and conversion 	METABOLISM
42841	42841	KOG0845	Nuclear pore complex, Nup98 component (sc Nup145/Nup100/Nup116)	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
42841	42841	KOG0845	Nuclear pore complex, Nup98 component (sc Nup145/Nup100/Nup116)	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
38966	38966	KOG1153	Subtilisin-related protease/Vacuolar protease B	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
35623	35623	KOG0648	Predicted NUDIX hydrolase FGF-2 and related proteins	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
38965	38965	KOG2102	Exosomal 3'-5' exoribonuclease complex, subunit Rrp44/Dis3	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
49389	49389	KOG1031	Predicted Ca2+-dependent phospholipid-binding protein	General function prediction only 	POORLY CHARACTERIZED
52607	52607	KOG0964	Structural maintenance of chromosome protein 3 (sister chromatid cohesion complex Cohesin, subunit SMC3)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
49387	49387	KOG4210	Nuclear localization sequence binding protein	Transcription 	INFORMATION STORAGE AND PROCESSING
46043	46043	KOG0800	FOG: Predicted E3 ubiquitin ligase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
49385	49385	KOG2093	Translesion DNA polymerase - REV1 deoxycytidyl transferase	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
52603	52603	KOG2537	Phosphoglucomutase/phosphomannomutase	Carbohydrate transport and metabolism 	METABOLISM
49384	49384	KOG2563	Permease of the major facilitator superfamily	General function prediction only 	POORLY CHARACTERIZED
48728	48728	KOG2239	Transcription factor containing NAC and TS-N domains	Transcription 	INFORMATION STORAGE AND PROCESSING
48727	48727	KOG4701	Chitinase	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
46041	46041	KOG0381	HMG box-containing protein	General function prediction only 	POORLY CHARACTERIZED
48726	48726	KOG1973	Chromatin remodeling protein, contains PHD Zn-finger	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
46040	46040	KOG1529	Mercaptopyruvate sulfurtransferase/thiosulfate sulfurtransferase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
48725	48725	KOG2992	Nucleolar GTPase/ATPase p130	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
48724	48724	KOG3627	Trypsin	Amino acid transport and metabolism 	METABOLISM
12752	12752	KOG1870	Ubiquitin C-terminal hydrolase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
40158	40158	KOG1472	Histone acetyltransferase SAGA/ADA, catalytic subunit PCAF/GCN5 and related proteins	Transcription 	INFORMATION STORAGE AND PROCESSING
40158	40158	KOG1472	Histone acetyltransferase SAGA/ADA, catalytic subunit PCAF/GCN5 and related proteins	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
43499	43499	KOG3789	Nitrogen permease regulator NLRG/NPR2	Inorganic ion transport and metabolism 	METABOLISM
43498	43498	KOG2604	Subunit of cis-Golgi transport vesicle tethering complex - Sec34p	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
40154	40154	KOG1866	Ubiquitin carboxyl-terminal hydrolase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
22510	22510	KOG4232	Delta 6-fatty acid desaturase/delta-8 sphingolipid desaturase	Lipid transport and metabolism 	METABOLISM
43494	43494	KOG1216	von Willebrand factor and related coagulation proteins	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
43494	43494	KOG1216	von Willebrand factor and related coagulation proteins	Extracellular structures 	CELLULAR PROCESSES AND SIGNALING
43493	43493	KOG3599	Ca2+-modulated nonselective cation channel polycystin	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
43493	43493	KOG3599	Ca2+-modulated nonselective cation channel polycystin	Inorganic ion transport and metabolism 	METABOLISM
42836	42836	KOG0379	Kelch repeat-containing proteins	General function prediction only 	POORLY CHARACTERIZED
42835	42835	KOG1203	Predicted dehydrogenase	Carbohydrate transport and metabolism 	METABOLISM
42834	42834	KOG0379	Kelch repeat-containing proteins	General function prediction only 	POORLY CHARACTERIZED
43490	43490	KOG1285	Beta, beta-carotene 15,15'-dioxygenase and related enzymes	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
36270	36270	KOG1023	Natriuretic peptide receptor, guanylate cyclase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
42830	42830	KOG0800	FOG: Predicted E3 ubiquitin ligase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
49379	49379	KOG2992	Nucleolar GTPase/ATPase p130	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
49373	49373	KOG0656	G1/S-specific cyclin D	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
48717	48717	KOG2632	Rhomboid family proteins	Function unknown 	POORLY CHARACTERIZED
46031	46031	KOG1529	Mercaptopyruvate sulfurtransferase/thiosulfate sulfurtransferase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
46030	46030	KOG4805	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
23168	23168	KOG1535	Predicted fumarylacetoacetate hydralase	General function prediction only 	POORLY CHARACTERIZED
48710	48710	KOG0845	Nuclear pore complex, Nup98 component (sc Nup145/Nup100/Nup116)	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
48710	48710	KOG0845	Nuclear pore complex, Nup98 component (sc Nup145/Nup100/Nup116)	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
40147	40147	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
43486	43486	KOG0586	Serine/threonine protein kinase	General function prediction only 	POORLY CHARACTERIZED
36269	36269	KOG0800	FOG: Predicted E3 ubiquitin ligase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
43482	43482	KOG2146	Splicing coactivator SRm160/300, subunit SRm160 (contains PWI domain)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
43482	43482	KOG2146	Splicing coactivator SRm160/300, subunit SRm160 (contains PWI domain)	General function prediction only 	POORLY CHARACTERIZED
42824	42824	KOG0627	Heat shock transcription factor	Transcription 	INFORMATION STORAGE AND PROCESSING
42822	42822	KOG0825	PHD Zn-finger protein	General function prediction only 	POORLY CHARACTERIZED
46029	46029	KOG1924	RhoA GTPase effector DIA/Diaphanous	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
46029	46029	KOG1924	RhoA GTPase effector DIA/Diaphanous	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
42820	42820	KOG1246	DNA-binding protein jumonji/RBP2/SMCY, contains JmjC domain	General function prediction only 	POORLY CHARACTERIZED
29042	29042	KOG2234	Predicted UDP-galactose transporter	Carbohydrate transport and metabolism 	METABOLISM
38946	38946	KOG1549	Cysteine desulfurase NFS1	Amino acid transport and metabolism 	METABOLISM
46027	46027	KOG2992	Nucleolar GTPase/ATPase p130	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
13399	13399	KOG1786	Lysosomal trafficking regulator LYST and related BEACH and WD40 repeat proteins	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
13399	13399	KOG1786	Lysosomal trafficking regulator LYST and related BEACH and WD40 repeat proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
48709	48709	KOG2147	Nucleolar protein involved in 40S ribosome biogenesis	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
10054	10054	KOG4491	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
13395	13395	KOG2371	Molybdopterin biosynthesis protein	Coenzyme transport and metabolism 	METABOLISM
46022	46022	KOG1181	FOG: Low-complexity	Function unknown 	POORLY CHARACTERIZED
49362	49362	KOG0381	HMG box-containing protein	General function prediction only 	POORLY CHARACTERIZED
48703	48703	KOG1337	N-methyltransferase	General function prediction only 	POORLY CHARACTERIZED
48702	48702	KOG0627	Heat shock transcription factor	Transcription 	INFORMATION STORAGE AND PROCESSING
12731	12731	KOG0180	20S proteasome, regulatory subunit beta type PSMB3/PUP3	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
43478	43478	KOG0619	FOG: Leucine rich repeat	General function prediction only 	POORLY CHARACTERIZED
8058	8058	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
36259	36259	KOG0762	Mitochondrial carrier protein	Energy production and conversion 	METABOLISM
43474	43474	KOG3671	Actin regulatory protein (Wiskott-Aldrich syndrome protein)	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
43474	43474	KOG3671	Actin regulatory protein (Wiskott-Aldrich syndrome protein)	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
43472	43472	KOG0715	Molecular chaperone (DnaJ superfamily)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
42815	42815	KOG2157	Predicted tubulin-tyrosine ligase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
43471	43471	KOG4197	FOG: PPR repeat	General function prediction only 	POORLY CHARACTERIZED
36253	36253	KOG4821	Predicted Na+-dependent cotransporter	General function prediction only 	POORLY CHARACTERIZED
42811	42811	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
46016	46016	KOG1162	Predicted small molecule transporter	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
49358	49358	KOG0537	Cytochrome b5	Energy production and conversion 	METABOLISM
49357	49357	KOG1187	Serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
38931	38931	KOG2402	Paf1/RNA polymerase II complex, RTF1 component (involved in regulation of TATA box-binding protein)	Transcription 	INFORMATION STORAGE AND PROCESSING
38930	38930	KOG0806	Carbon-nitrogen hydrolase	Amino acid transport and metabolism 	METABOLISM
49354	49354	KOG0981	DNA topoisomerase I	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
46012	46012	KOG1837	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
49352	49352	KOG2993	Cytoplasm to vacuole targeting protein	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
13383	13383	KOG0741	AAA+-type ATPase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
49351	49351	KOG0981	DNA topoisomerase I	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
49350	49350	KOG4416	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
2164	2164	KOG0254	Predicted transporter (major facilitator superfamily)	General function prediction only 	POORLY CHARACTERIZED
43469	43469	KOG0831	Acyl-CoA:diacylglycerol acyltransferase (DGAT)	Lipid transport and metabolism 	METABOLISM
43467	43467	KOG0157	Cytochrome P450 CYP4/CYP19/CYP26 subfamilies	Lipid transport and metabolism 	METABOLISM
43467	43467	KOG0157	Cytochrome P450 CYP4/CYP19/CYP26 subfamilies	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
42809	42809	KOG1840	Kinesin light chain	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
42808	42808	KOG3194	Checkpoint 9-1-1 complex, RAD1 component	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
42808	42808	KOG3194	Checkpoint 9-1-1 complex, RAD1 component	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
43464	43464	KOG1823	DRIM (Down-regulated in metastasis)-like proteins	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
42807	42807	KOG3212	Uncharacterized conserved protein related to IojAP	Function unknown 	POORLY CHARACTERIZED
43463	43463	KOG2088	Predicted lipase/calmodulin-binding heat-shock protein	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
43463	43463	KOG2088	Predicted lipase/calmodulin-binding heat-shock protein	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
43463	43463	KOG2088	Predicted lipase/calmodulin-binding heat-shock protein	Lipid transport and metabolism 	METABOLISM
42800	42800	KOG4177	Ankyrin	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
46007	46007	KOG1000	Chromatin remodeling protein HARP/SMARCAL1, DEAD-box superfamily	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
46006	46006	KOG2382	Predicted alpha/beta hydrolase	General function prediction only 	POORLY CHARACTERIZED
46005	46005	KOG0412	Golgi transport complex COD1 protein	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
46001	46001	KOG2323	Pyruvate kinase	Carbohydrate transport and metabolism 	METABOLISM
49341	49341	KOG0613	Projectin/twitchin and related proteins	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
12713	12713	KOG0855	Alkyl hydroperoxide reductase, thiol specific antioxidant and related enzymes	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
33692	33692	KOG2798	Putative trehalase	Carbohydrate transport and metabolism 	METABOLISM
43459	43459	KOG1869	Splicing coactivator SRm160/300, subunit SRm300	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
43454	43454	KOG2992	Nucleolar GTPase/ATPase p130	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
46797	46797	KOG2265	Nuclear distribution protein NUDC	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
40111	40111	KOG2012	Ubiquitin activating enzyme UBA1	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
43452	43452	KOG3186	Mitotic spindle checkpoint protein	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
46795	46795	KOG0619	FOG: Leucine rich repeat	General function prediction only 	POORLY CHARACTERIZED
43450	43450	KOG1216	von Willebrand factor and related coagulation proteins	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
43450	43450	KOG1216	von Willebrand factor and related coagulation proteins	Extracellular structures 	CELLULAR PROCESSES AND SIGNALING
46793	46793	KOG0619	FOG: Leucine rich repeat	General function prediction only 	POORLY CHARACTERIZED
29016	29016	KOG0450	2-oxoglutarate dehydrogenase, E1 subunit	Carbohydrate transport and metabolism 	METABOLISM
39573	39573	KOG1216	von Willebrand factor and related coagulation proteins	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
39573	39573	KOG1216	von Willebrand factor and related coagulation proteins	Extracellular structures 	CELLULAR PROCESSES AND SIGNALING
38917	38917	KOG2551	Phospholipase/carboxyhydrolase	Amino acid transport and metabolism 	METABOLISM
39572	39572	KOG4157	beta-1,6-N-acetylglucosaminyltransferase, contains WSC domain	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
39572	39572	KOG4157	beta-1,6-N-acetylglucosaminyltransferase, contains WSC domain	Carbohydrate transport and metabolism 	METABOLISM
10029	10029	KOG0120	Splicing factor U2AF, large subunit (RRM superfamily)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
49337	49337	KOG2246	Galactosyltransferases	Carbohydrate transport and metabolism 	METABOLISM
49336	49336	KOG3216	Diamine acetyltransferase	Amino acid transport and metabolism 	METABOLISM
10024	10024	KOG1365	RNA-binding protein Fusilli, contains RRM domain	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
10024	10024	KOG1365	RNA-binding protein Fusilli, contains RRM domain	General function prediction only 	POORLY CHARACTERIZED
49335	49335	KOG4249	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
4823	4823	KOG1023	Natriuretic peptide receptor, guanylate cyclase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
43447	43447	KOG2153	Protein involved in the nuclear export of pre-ribosomes	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
43447	43447	KOG2153	Protein involved in the nuclear export of pre-ribosomes	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
4821	4821	KOG1344	Predicted histone deacetylase	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
43446	43446	KOG4197	FOG: PPR repeat	General function prediction only 	POORLY CHARACTERIZED
40101	40101	KOG2343	Glucose-repressible protein and related proteins	General function prediction only 	POORLY CHARACTERIZED
36226	36226	KOG0829	60S ribosomal protein L18A	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
8024	8024	KOG1711	Mitochondrial/chloroplast ribosomal protein L22	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
46782	46782	KOG2731	DNA alkylation damage repair protein	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
46780	46780	KOG1558	Fe2+/Zn2+ regulated transporter	Inorganic ion transport and metabolism 	METABOLISM
13358	13358	KOG1671	Ubiquinol cytochrome c reductase, subunit RIP1	Energy production and conversion 	METABOLISM
13356	13356	KOG2653	6-phosphogluconate dehydrogenase	Carbohydrate transport and metabolism 	METABOLISM
49325	49325	KOG0711	Polyprenyl synthetase	Coenzyme transport and metabolism 	METABOLISM
49320	49320	KOG0881	Cyclophilin type peptidyl-prolyl cis-trans isomerase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
16693	16693	KOG2358	NifU-like domain-containing proteins	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
30334	30334	KOG0211	Protein phosphatase 2A regulatory subunit A and related proteins	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
40891	40891	KOG1187	Serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
43439	43439	KOG1605	TFIIF-interacting CTD phosphatase, including NLI-interacting factor (involved in RNA polymerase II regulation)	Transcription 	INFORMATION STORAGE AND PROCESSING
43438	43438	KOG2830	Protein phosphatase 2A-associated protein	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
29793	29793	KOG2904	Predicted methyltransferase	General function prediction only 	POORLY CHARACTERIZED
43432	43432	KOG1543	Cysteine proteinase Cathepsin L	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
46775	46775	KOG2136	Transcriptional regulators binding to the GC-rich sequences	Transcription 	INFORMATION STORAGE AND PROCESSING
43431	43431	KOG3914	WD repeat protein WDR4	Function unknown 	POORLY CHARACTERIZED
39554	39554	KOG2992	Nucleolar GTPase/ATPase p130	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
36211	36211	KOG1215	Low-density lipoprotein receptors containing Ca2+-binding EGF-like domains	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
49318	49318	KOG2992	Nucleolar GTPase/ATPase p130	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
49316	49316	KOG2183	Prolylcarboxypeptidase (angiotensinase C)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
49316	49316	KOG2183	Prolylcarboxypeptidase (angiotensinase C)	General function prediction only 	POORLY CHARACTERIZED
16688	16688	KOG1416	tRNA(1-methyladenosine) methyltransferase, subunit GCD10	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
49313	49313	KOG3365	NADH:ubiquinone oxidoreductase, NDUFA5/B13 subunit	Energy production and conversion 	METABOLISM
5467	5467	KOG0166	Karyopherin (importin) alpha	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
44086	44086	KOG0963	Transcription factor/CCAAT displacement protein CDP1	Transcription 	INFORMATION STORAGE AND PROCESSING
43429	43429	KOG4492	Chorismate synthase	Amino acid transport and metabolism 	METABOLISM
44084	44084	KOG2992	Nucleolar GTPase/ATPase p130	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
50643	50643	KOG2992	Nucleolar GTPase/ATPase p130	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
50641	50641	KOG1454	Predicted hydrolase/acyltransferase (alpha/beta hydrolase superfamily)	General function prediction only 	POORLY CHARACTERIZED
43422	43422	KOG0548	Molecular co-chaperone STI1	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
46764	46764	KOG2138	Predicted RNA binding protein, contains G-patch domain	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
53980	53980	KOG0443	Actin regulatory proteins (gelsolin/villin family)	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
49302	49302	KOG4210	Nuclear localization sequence binding protein	Transcription 	INFORMATION STORAGE AND PROCESSING
49301	49301	KOG0118	FOG: RRM domain	General function prediction only 	POORLY CHARACTERIZED
33658	33658	KOG0118	FOG: RRM domain	General function prediction only 	POORLY CHARACTERIZED
40874	40874	KOG2992	Nucleolar GTPase/ATPase p130	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
36995	36995	KOG3201	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
44076	44076	KOG0192	Tyrosine kinase specific for activated (GTP-bound) p21cdc42Hs	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
33651	33651	KOG1470	Phosphatidylinositol transfer protein PDR16 and related proteins	Lipid transport and metabolism 	METABOLISM
43419	43419	KOG0381	HMG box-containing protein	General function prediction only 	POORLY CHARACTERIZED
43418	43418	KOG3869	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
