proteinId	ecNum	definition	catalyticActivity	cofactors	associatedDiseases	pathway	pathway_class	pathway_type
47583	1.1.1.100	3-oxoacyl-[acyl-carrier protein] reductase.	(3R)-3-hydroxyacyl-[acyl-carrier protein] + NADP(+) = 3-oxoacyl- [acyl-carrier protein] + NADPH.	\N	\N	Fatty acid biosynthesis (path 1)	Lipid Metabolism	METABOLIC
47598	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
47598	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	  DNA polymerase	REPLICATION AND REPAIR	REGULATORY
47598	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
47620	3.6.3.8	Calcium-transporting ATPase.	ATP + H(2)O + Ca(2+)(Cis) = ADP + phosphate + Ca(2+)(Trans).	Magnesium.	Darier disease; MIM:124200. Benign chronic pemphigus; MIM:169600.	\N	\N	\N
47622	2.4.1.-	Hexosyltransferases.	\N	\N	\N	O-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
47622	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
47622	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Peptidoglycan biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
47622	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
47622	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Blood group glycolipid biosynthesis - lact series	Metabolism of Complex Lipids	METABOLIC
47622	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Blood group glycolipid biosynthesis - neolact series	Metabolism of Complex Lipids	METABOLIC
47622	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
47622	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Globoside metabolism	Metabolism of Complex Lipids	METABOLIC
47622	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Chondroitin / heparan sulfate biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
47622	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Keratan sulfate biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
47622	2.4.1.-	Hexosyltransferases.	\N	\N	\N	N-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
47664	3.2.1.18	Exo-alpha-sialidase.	Hydrolysis of alpha-(2->3)-, alpha-(2->6)-, alpha-(2->8)-glycosidic linkages of terminal sialic residues in oligosaccharides, glycoproteins, glycolipids, colominic acid and synthetic substrates.	\N	Sialidosis; MIM:256550.	N-Glycan degradation	Metabolism of Complex Carbohydrates	METABOLIC
47664	3.2.1.18	Exo-alpha-sialidase.	Hydrolysis of alpha-(2->3)-, alpha-(2->6)-, alpha-(2->8)-glycosidic linkages of terminal sialic residues in oligosaccharides, glycoproteins, glycolipids, colominic acid and synthetic substrates.	\N	Sialidosis; MIM:256550.	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
47675	6.3.2.-	Acid--D-amino-acid ligases (peptide synthases).	\N	\N	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
47675	6.3.2.-	Acid--D-amino-acid ligases (peptide synthases).	\N	\N	\N	Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
47685	6.3.2.17	Folylpolyglutamate synthase.	ATP + {tetrahydrofolyl-[Glu]}(N) + L-glutamate = ADP + phosphate + {tetrahydrofolyl-[Glu]}(N+1).	\N	\N	Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
47695	4.2.1.70	Pseudouridylate synthase.	Uracil + D-ribose 5-phosphate = pseudouridine 5'-phosphate + H(2)O.	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
47704	3.1.2.15	Ubiquitin thiolesterase.	Ubiquitin C-terminal thiolester + H(2)O = ubiquitin + a thiol.	\N	\N	\N	\N	\N
47709	4.6.1.1	Adenylate cyclase.	ATP = 3',5'-cyclic AMP + diphosphate.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
47754	6.3.2.-	Acid--D-amino-acid ligases (peptide synthases).	\N	\N	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
47754	6.3.2.-	Acid--D-amino-acid ligases (peptide synthases).	\N	\N	\N	Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
47769	5.3.1.4	L-arabinose isomerase.	L-arabinose = L-ribulose.	\N	\N	Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC
47824	3.1.1.47	2-acetyl-1-alkylglycerophosphocholine esterase.	2-acetyl-1-alkyl-sn-glycero-3-phosphocholine + H(2)O = 1-alkyl-sn- glycero-3-phosphocholine + acetate.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
47826	2.7.7.19	Polynucleotide adenylyltransferase.	N ATP + {nucleotide}(M) = N diphosphate + {nucleotide}(M+N).	\N	\N	\N	\N	\N
47845	3.1.6.-	Sulfuric ester hydrolases.	\N	\N	\N	\N	\N	\N
47925	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.	\N	Fluorene degradation	Biodegradation of Xenobiotics	METABOLIC
47925	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.	\N	Nitorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC
47927	6.3.2.-	Acid--D-amino-acid ligases (peptide synthases).	\N	\N	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
47927	6.3.2.-	Acid--D-amino-acid ligases (peptide synthases).	\N	\N	\N	Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
47929	3.4.24.61	Nardilysin.	Hydrolysis of polypeptides, preferably at Xaa-|-Arg-Lys, and less commonly at Arg-|-Arg-Xaa, in which Xaa is not Arg or Lys.	\N	\N	\N	\N	\N
47930	2.7.3.-	Phosphotransferases with a nitrogenous group as acceptor.	\N	\N	\N	  Type II secretion system	SORTING AND DEGRADATION	REGULATORY
47935	5.4.99.12	tRNA-pseudouridine synthase I.	tRNA uridine = tRNA pseudouridine.	\N	\N	\N	\N	\N
47936	3.2.1.3	Glucan 1,4-alpha-glucosidase.	Hydrolysis of terminal 1,4-linked alpha-D-glucose residues successively from non-reducing ends of the chains with release of beta-D-glucose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
47939	3.6.4.1	Myosin ATPase.	ATP + H(2)O = ADP + phosphate.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
47943	2.3.1.48	Histone acetyltransferase.	Acetyl-CoA + histone = CoA + acetyl-histone.	\N	\N	\N	\N	\N
47947	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
47947	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
47947	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
47947	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
47947	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Valine, leucine and isoleucine degradation	Amino Acid Metabolism	METABOLIC
47947	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Ethylbenzene degradation	Biodegradation of Xenobiotics	METABOLIC
47947	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Phenylalanine metabolism	Amino Acid Metabolism	METABOLIC
47947	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Lipopolysaccharide biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
47947	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Lysine biosynthesis	Amino Acid Metabolism	METABOLIC
47947	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
47947	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	D-Arginine and D-ornithine metabolism	Metabolism of Other Amino Acids	METABOLIC
47947	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Histidine metabolism	Amino Acid Metabolism	METABOLIC
47947	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Lysine degradation	Amino Acid Metabolism	METABOLIC
47985	3.4.24.56	Insulysin.	Degradation of insulin, glucagon and other polypeptides. No action on proteins.	Zinc.	\N	\N	\N	\N
47987	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
47999	6.1.1.7	Alanine--tRNA ligase.	ATP + L-alanine + tRNA(Ala) = AMP + diphosphate + L-alanyl-tRNA(Ala).	\N	\N	Alanine and aspartate metabolism	Amino Acid Metabolism	METABOLIC
47999	6.1.1.7	Alanine--tRNA ligase.	ATP + L-alanine + tRNA(Ala) = AMP + diphosphate + L-alanyl-tRNA(Ala).	\N	\N	  Aminoacyl-tRNA biosynthesis	TRANSLATION	REGULATORY
48002	3.2.1.3	Glucan 1,4-alpha-glucosidase.	Hydrolysis of terminal 1,4-linked alpha-D-glucose residues successively from non-reducing ends of the chains with release of beta-D-glucose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
48046	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
48046	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
48046	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
48046	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
48046	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
48054	6.3.2.-	Acid--D-amino-acid ligases (peptide synthases).	\N	\N	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
48054	6.3.2.-	Acid--D-amino-acid ligases (peptide synthases).	\N	\N	\N	Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
48078	2.3.1.7	Carnitine O-acetyltransferase.	Acetyl-CoA + carnitine = CoA + O-acetylcarnitine.	\N	\N	Alanine and aspartate metabolism	Amino Acid Metabolism	METABOLIC
48083	6.3.2.-	Acid--D-amino-acid ligases (peptide synthases).	\N	\N	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
48083	6.3.2.-	Acid--D-amino-acid ligases (peptide synthases).	\N	\N	\N	Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
48100	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.	\N	Bile acid biosynthesis	Lipid Metabolism	METABOLIC
48100	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
48100	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
48100	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.	\N	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
48100	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.	\N	Fatty acid metabolism	Lipid Metabolism	METABOLIC
48112	1.3.3.1	Dihydroorotate oxidase.	(S)-dihydroorotate + O(2) = orotate + H(2)O(2).	FAD; FMN.	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
48136	3.2.1.3	Glucan 1,4-alpha-glucosidase.	Hydrolysis of terminal 1,4-linked alpha-D-glucose residues successively from non-reducing ends of the chains with release of beta-D-glucose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
48157	3.1.3.16	Serine/threonine specific protein phosphatase.	A phosphoprotein + H(2)O = a protein + phosphate.	\N	\N	\N	\N	\N
48163	2.4.2.30	NAD(+) ADP-ribosyltransferase.	NAD(+) + {ADP-D-ribosyl}(N)-acceptor = nicotinamide + {ADP-D-ribosyl}(N+1)-acceptor.	\N	\N	\N	\N	\N
48170	2.7.1.37	Protein kinase.	ATP + a protein = ADP + a phosphoprotein.	\N	\N	\N	\N	\N
48190	3.4.15.5	Peptidyl-dipeptidase Dcp.	Hydrolysis of unblocked, C-terminal dipeptides from oligopeptides, with broad specificity. Does not hydrolyse bonds in which P1' is Pro, or both P1 and P1' are Gly.	Zinc.	\N	\N	\N	\N
48204	1.1.3.6	Cholesterol oxidase.	Cholesterol + O(2) = cholest-4-en-3-one + H(2)O(2).	FAD.	\N	Bile acid biosynthesis	Lipid Metabolism	METABOLIC
48253	3.2.1.3	Glucan 1,4-alpha-glucosidase.	Hydrolysis of terminal 1,4-linked alpha-D-glucose residues successively from non-reducing ends of the chains with release of beta-D-glucose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
48282	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	  RNA polymerase	TRANSCRIPTION	REGULATORY
48282	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
48282	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
48307	2.1.1.10	Homocysteine S-methyltransferase.	S-adenosyl-L-methionine + L-homocysteine = S-adenosyl-L-homocysteine + L-methionine.	\N	\N	Methionine metabolism	Amino Acid Metabolism	METABOLIC
48338	3.1.13.4	Poly(A)-specific ribonuclease.	Exonucleolytic cleavage of poly(A) to 5'-AMP.	\N	\N	\N	\N	\N
48350	4.6.1.2	Guanylate cyclase.	GTP = 3',5'-cyclic GMP + diphosphate.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
48354	4.6.1.1	Adenylate cyclase.	ATP = 3',5'-cyclic AMP + diphosphate.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
48375	4.6.1.1	Adenylate cyclase.	ATP = 3',5'-cyclic AMP + diphosphate.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
48390	3.2.1.3	Glucan 1,4-alpha-glucosidase.	Hydrolysis of terminal 1,4-linked alpha-D-glucose residues successively from non-reducing ends of the chains with release of beta-D-glucose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
48414	6.3.2.17	Folylpolyglutamate synthase.	ATP + {tetrahydrofolyl-[Glu]}(N) + L-glutamate = ADP + phosphate + {tetrahydrofolyl-[Glu]}(N+1).	\N	\N	Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
48423	1.14.99.-	Miscellaneous (requires further characterization).	\N	\N	\N	\N	\N	\N
48446	3.1.3.2	Acid phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.	\N	Acid phosphatase deficiency; MIM:200950.	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
48446	3.1.3.2	Acid phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.	\N	Acid phosphatase deficiency; MIM:200950.	Riboflavin metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
48469	1.6.5.5	NADPH:quinone reductase.	NADPH + quinone = NADP(+) + semiquinone.	Zinc.	\N	\N	\N	\N
48484	3.4.21.-	Serine endopeptidases.	\N	\N	\N	\N	\N	\N
48490	3.1.3.16	Serine/threonine specific protein phosphatase.	A phosphoprotein + H(2)O = a protein + phosphate.	\N	\N	\N	\N	\N
48491	3.4.21.-	Serine endopeptidases.	\N	\N	\N	\N	\N	\N
48495	3.4.21.-	Serine endopeptidases.	\N	\N	\N	\N	\N	\N
48496	3.4.21.-	Serine endopeptidases.	\N	\N	\N	\N	\N	\N
48512	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
48553	3.2.1.18	Exo-alpha-sialidase.	Hydrolysis of alpha-(2->3)-, alpha-(2->6)-, alpha-(2->8)-glycosidic linkages of terminal sialic residues in oligosaccharides, glycoproteins, glycolipids, colominic acid and synthetic substrates.	\N	Sialidosis; MIM:256550.	N-Glycan degradation	Metabolism of Complex Carbohydrates	METABOLIC
48553	3.2.1.18	Exo-alpha-sialidase.	Hydrolysis of alpha-(2->3)-, alpha-(2->6)-, alpha-(2->8)-glycosidic linkages of terminal sialic residues in oligosaccharides, glycoproteins, glycolipids, colominic acid and synthetic substrates.	\N	Sialidosis; MIM:256550.	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
48602	5.2.1.8	Peptidylprolyl isomerase.	Peptidylproline (omega=180) = peptidylproline (omega=0).	\N	\N	\N	\N	\N
48603	1.-.-.-	Oxidoreductases.	\N	\N	\N	\N	\N	\N
48620	3.2.2.-	Hydrolyzing N-glycosyl compounds.	\N	\N	\N	\N	\N	\N
48636	1.11.1.9	Glutathione peroxidase.	2 glutathione + H(2)O(2) = oxidized glutathione + 2 H(2)O.	Selenium.	Hemolytic anemia due to glutathione peroxidase deficiency; MIM:138320.	Glutathione metabolism	Metabolism of Other Amino Acids	METABOLIC
48638	3.-.-.-	Hydrolases.	\N	\N	\N	\N	\N	\N
48647	6.3.2.-	Acid--D-amino-acid ligases (peptide synthases).	\N	\N	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
48647	6.3.2.-	Acid--D-amino-acid ligases (peptide synthases).	\N	\N	\N	Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
48664	2.7.1.82	Ethanolamine kinase.	ATP + ethanolamine = ADP + O-phosphoethanolamine.	\N	Ethanolaminosis; MIM:227150.	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
48678	4.6.1.1	Adenylate cyclase.	ATP = 3',5'-cyclic AMP + diphosphate.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
48694	1.1.1.3	Homoserine dehydrogenase.	L-homoserine + NAD(P)(+) = L-aspartate 4-semialdehyde + NAD(P)H.	\N	\N	Lysine biosynthesis	Amino Acid Metabolism	METABOLIC
48694	1.1.1.3	Homoserine dehydrogenase.	L-homoserine + NAD(P)(+) = L-aspartate 4-semialdehyde + NAD(P)H.	\N	\N	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
48723	3.4.24.-	Metalloendopeptidases.	\N	\N	\N	\N	\N	\N
48731	3.4.24.70	Oligopeptidase A.	Hydrolysis of oligopeptides, with broad specificity. Gly or Ala commonly occur as P1 or P1' residues, but more distant residues are also important, as is shown by the fact that Z-Gly-Pro-Gly-|-Gly-Pro-Ala is cleaved, but not Z-(Gly)5.	Zinc.	\N	\N	\N	\N
48789	3.2.1.18	Exo-alpha-sialidase.	Hydrolysis of alpha-(2->3)-, alpha-(2->6)-, alpha-(2->8)-glycosidic linkages of terminal sialic residues in oligosaccharides, glycoproteins, glycolipids, colominic acid and synthetic substrates.	\N	Sialidosis; MIM:256550.	N-Glycan degradation	Metabolism of Complex Carbohydrates	METABOLIC
48789	3.2.1.18	Exo-alpha-sialidase.	Hydrolysis of alpha-(2->3)-, alpha-(2->6)-, alpha-(2->8)-glycosidic linkages of terminal sialic residues in oligosaccharides, glycoproteins, glycolipids, colominic acid and synthetic substrates.	\N	Sialidosis; MIM:256550.	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
48810	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
48819	5.4.2.8	Phosphomannomutase.	D-mannose 1-phosphate = D-mannose 6-phosphate.	\N	\N	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
48862	1.1.-.-	Acting on the CH-OH group of donors.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
48862	1.1.-.-	Acting on the CH-OH group of donors.	\N	\N	\N	Ethylbenzene degradation	Biodegradation of Xenobiotics	METABOLIC
48864	1.1.1.170	3-beta-hydroxy-4-alpha-methylcholestenecarboxylate 3-dehydrogenase (decarboxylating).	3-beta-hydroxy-4-alpha-methyl-5-alpha-cholest-7-ene-4-beta-carboxylate + NAD(+) = 4-alpha-methyl-5-alpha-cholest-7-en-3-one + CO(2) + NADH.	\N	\N	\N	\N	\N
48865	3.2.1.51	Alpha-L-fucosidase.	An alpha-L-fucoside + H(2)O = an alcohol + L-fucose.	\N	Fucosidosis; MIM:230000.	N-Glycan degradation	Metabolism of Complex Carbohydrates	METABOLIC
48885	3.2.1.3	Glucan 1,4-alpha-glucosidase.	Hydrolysis of terminal 1,4-linked alpha-D-glucose residues successively from non-reducing ends of the chains with release of beta-D-glucose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
48887	1.14.11.-	With 2-oxoglutarate as one donor, and incorporation of one	\N	\N	\N	\N	\N	\N
48911	2.7.7.25	tRNA adenylyltransferase.	ATP + {tRNA}(N) = diphosphate + {tRNA}(N+1).	\N	\N	\N	\N	\N
48924	2.3.2.8	Arginyltransferase.	L-arginyl-tRNA + protein = tRNA + L-arginyl-protein.	\N	\N	\N	\N	\N
48947	2.3.1.97	Glycylpeptide N-tetradecanoyltransferase.	Tetradecanoyl-CoA + glycyl-peptide = CoA + N-tetradecanoylglycyl- peptide.	\N	\N	\N	\N	\N
48955	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	  RNA polymerase	TRANSCRIPTION	REGULATORY
48955	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
48955	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
48977	1.1.1.102	3-dehydrosphinganine reductase.	Sphinganine + NADP(+) = 3-dehydrosphinganine + NADPH.	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
48983	2.7.2.3	Phosphoglycerate kinase.	ATP + 3-phospho-D-glycerate = ADP + 3-phospho-D-glyceroyl phosphate.	\N	Hemolytic anemia due to phosphoglycerate kinase deficiency; MIM:311800.	Carbon fixation	Energy Metabolism	METABOLIC
48983	2.7.2.3	Phosphoglycerate kinase.	ATP + 3-phospho-D-glycerate = ADP + 3-phospho-D-glyceroyl phosphate.	\N	Hemolytic anemia due to phosphoglycerate kinase deficiency; MIM:311800.	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
49040	3.6.1.-	In phosphorous-containing anhydrides.	\N	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
49040	3.6.1.-	In phosphorous-containing anhydrides.	\N	\N	\N	Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
49065	3.2.1.3	Glucan 1,4-alpha-glucosidase.	Hydrolysis of terminal 1,4-linked alpha-D-glucose residues successively from non-reducing ends of the chains with release of beta-D-glucose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
49098	2.7.1.40	Pyruvate kinase.	ATP + pyruvate = ADP + phosphoenolpyruvate.	\N	Hemolytic anemia due to pyruvate kinase deficiency; MIM:266200.	Purine metabolism	Nucleotide Metabolism	METABOLIC
49098	2.7.1.40	Pyruvate kinase.	ATP + pyruvate = ADP + phosphoenolpyruvate.	\N	Hemolytic anemia due to pyruvate kinase deficiency; MIM:266200.	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
49098	2.7.1.40	Pyruvate kinase.	ATP + pyruvate = ADP + phosphoenolpyruvate.	\N	Hemolytic anemia due to pyruvate kinase deficiency; MIM:266200.	Carbon fixation	Energy Metabolism	METABOLIC
49098	2.7.1.40	Pyruvate kinase.	ATP + pyruvate = ADP + phosphoenolpyruvate.	\N	Hemolytic anemia due to pyruvate kinase deficiency; MIM:266200.	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
49101	3.1.6.-	Sulfuric ester hydrolases.	\N	\N	\N	\N	\N	\N
49112	1.13.11.5	Homogentisate 1,2-dioxygenase.	Homogentisate + O(2) = 4-maleylacetoacetate.	Iron.	Alkaptonuria; MIM:203500.	Styrene degradation	Biodegradation of Xenobiotics	METABOLIC
49112	1.13.11.5	Homogentisate 1,2-dioxygenase.	Homogentisate + O(2) = 4-maleylacetoacetate.	Iron.	Alkaptonuria; MIM:203500.	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
49149	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
49149	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	  DNA polymerase	REPLICATION AND REPAIR	REGULATORY
49149	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
49189	2.5.1.18	Glutathione transferase.	RX + glutathione = HX + R-S-glutathione.	\N	\N	Glutathione metabolism	Metabolism of Other Amino Acids	METABOLIC
49212	6.3.2.-	Acid--D-amino-acid ligases (peptide synthases).	\N	\N	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
49212	6.3.2.-	Acid--D-amino-acid ligases (peptide synthases).	\N	\N	\N	Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
49223	3.4.21.-	Serine endopeptidases.	\N	\N	\N	\N	\N	\N
49225	5.2.1.8	Peptidylprolyl isomerase.	Peptidylproline (omega=180) = peptidylproline (omega=0).	\N	\N	\N	\N	\N
49229	6.3.4.3	Formate--tetrahydrofolate ligase.	ATP + formate + tetrahydrofolate = ADP + phosphate + 10-formyltetrahydrofolate.	\N	\N	Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
49229	6.3.4.3	Formate--tetrahydrofolate ligase.	ATP + formate + tetrahydrofolate = ADP + phosphate + 10-formyltetrahydrofolate.	\N	\N	Glyoxylate and dicarboxylate metabolism	Carbohydrate Metabolism	METABOLIC
