Gene ID	GO	KOG	ENZYME
ostta06g02900	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g02900" target="_blank">ostta06g02900</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0004156" target="_blank">dihydropteroate synthase activity (GO:0004156)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009396" target="_blank">folic acid-containing compound biosynthetic process (GO:0009396)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003848" target="_blank">2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity (GO:0003848)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0044237" target="_blank">cellular metabolic process (GO:0044237)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2544" target="_blank">KOG2544</a>	
ostta06g02920	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g02920" target="_blank">ostta06g02920</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0000166" target="_blank">nucleotide binding (GO:0000166)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004812" target="_blank">aminoacyl-tRNA ligase activity (GO:0004812)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005737" target="_blank">cytoplasm (GO:0005737)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006412" target="_blank">translation (GO:0006412)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006418" target="_blank">tRNA aminoacylation for protein translation (GO:0006418)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004831" target="_blank">tyrosine-tRNA ligase activity (GO:0004831)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2144" target="_blank">KOG2144</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=6.1.1.1" target="_blank">6.1.1.1</a>
ostta06g02940	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g02940" target="_blank">ostta06g02940</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0009058" target="_blank">biosynthetic process (GO:0009058)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009011" target="_blank">starch synthase activity (GO:0009011)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009250" target="_blank">glucan biosynthetic process (GO:0009250)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0033840" target="_blank">NDP-glucose-starch glucosyltransferase activity (GO:0033840)</a>		
ostta06g02960	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g02960" target="_blank">ostta06g02960</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0000228" target="_blank">nuclear chromosome (GO:0000228)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1213" target="_blank">KOG1213</a>	
ostta06g02970	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g02970" target="_blank">ostta06g02970</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0009058" target="_blank">biosynthetic process (GO:0009058)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016742" target="_blank">hydroxymethyl-, formyl- and related transferase activity (GO:0016742)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004644" target="_blank">phosphoribosylglycinamide formyltransferase activity (GO:0004644)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006189" target="_blank">'de novo' IMP biosynthetic process (GO:0006189)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3076" target="_blank">KOG3076</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.1.2.2" target="_blank">2.1.2.2</a>
ostta06g02990	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g02990" target="_blank">ostta06g02990</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005525" target="_blank">GTP binding (GO:0005525)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0007264" target="_blank">small GTPase mediated signal transduction (GO:0007264)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">intracellular (GO:0005622)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0015031" target="_blank">protein transport (GO:0015031)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0393" target="_blank">KOG0393</a>	
ostta06g03000	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03000" target="_blank">ostta06g03000</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0009168" target="_blank">purine ribonucleoside monophosphate biosynthetic process (GO:0009168)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0019239" target="_blank">deaminase activity (GO:0019239)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004000" target="_blank">adenosine deaminase activity (GO:0004000)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0046936" target="_blank">deoxyadenosine deaminase activity (GO:0046936)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1097" target="_blank">KOG1097</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.5.4.4" target="_blank">3.5.4.4</a>
ostta06g03010	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03010" target="_blank">ostta06g03010</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004386" target="_blank">helicase activity (GO:0004386)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008026" target="_blank">(GO:0008026)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016818" target="_blank">hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides (GO:0016818)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0948" target="_blank">KOG0948</a>	
ostta06g03020	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03020" target="_blank">ostta06g03020</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003735" target="_blank">structural constituent of ribosome (GO:0003735)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">intracellular (GO:0005622)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005840" target="_blank">ribosome (GO:0005840)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006412" target="_blank">translation (GO:0006412)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0015934" target="_blank">large ribosomal subunit (GO:0015934)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3353" target="_blank">KOG3353</a>	
ostta06g03060	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03060" target="_blank">ostta06g03060</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003677" target="_blank">DNA binding (GO:0003677)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006355" target="_blank">regulation of transcription, DNA-templated (GO:0006355)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3070" target="_blank">KOG3070</a>	
ostta06g03080	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03080" target="_blank">ostta06g03080</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0004722" target="_blank">protein serine/threonine phosphatase activity (GO:0004722)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006470" target="_blank">protein dephosphorylation (GO:0006470)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008287" target="_blank">protein serine/threonine phosphatase complex (GO:0008287)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0698" target="_blank">KOG0698</a>	
ostta06g03090	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03090" target="_blank">ostta06g03090</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">metabolic process (GO:0008152)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016597" target="_blank">amino acid binding (GO:0016597)</a>		
ostta06g03110	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03110" target="_blank">ostta06g03110</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">metabolic process (GO:0008152)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008967" target="_blank">phosphoglycolate phosphatase activity (GO:0008967)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008138" target="_blank">protein tyrosine/serine/threonine phosphatase activity (GO:0008138)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008330" target="_blank">protein tyrosine/threonine phosphatase activity (GO:0008330)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008579" target="_blank">JUN kinase phosphatase activity (GO:0008579)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016312" target="_blank">inositol bisphosphate phosphatase activity (GO:0016312)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0017017" target="_blank">MAP kinase tyrosine/serine/threonine phosphatase activity (GO:0017017)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0017161" target="_blank">inositol-1,3,4-trisphosphate 4-phosphatase activity (GO:0017161)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0019178" target="_blank">NADP phosphatase activity (GO:0019178)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0019198" target="_blank">transmembrane receptor protein phosphatase activity (GO:0019198)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0030351" target="_blank">inositol-1,3,4,5,6-pentakisphosphate 3-phosphatase activity (GO:0030351)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0030352" target="_blank">inositol-1,4,5,6-tetrakisphosphate 6-phosphatase activity (GO:0030352)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0043726" target="_blank">5-amino-6-(5-phosphoribitylamino)uracil phosphatase activity (GO:0043726)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0043812" target="_blank">phosphatidylinositol-4-phosphate phosphatase activity (GO:0043812)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0043813" target="_blank">phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity (GO:0043813)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3109" target="_blank">KOG3109</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.-" target="_blank">3.1.3.-</a>
ostta06g03120	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03120" target="_blank">ostta06g03120</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0000104" target="_blank">succinate dehydrogenase activity (GO:0000104)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006099" target="_blank">tricarboxylic acid cycle (GO:0006099)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">membrane (GO:0016020)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0045281" target="_blank">succinate dehydrogenase complex (GO:0045281)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0045282" target="_blank">plasma membrane succinate dehydrogenase complex (GO:0045282)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0449" target="_blank">KOG0449</a>	
ostta06g03140	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03140" target="_blank">ostta06g03140</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0004672" target="_blank">protein kinase activity (GO:0004672)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006468" target="_blank">protein phosphorylation (GO:0006468)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005634" target="_blank">nucleus (GO:0005634)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005643" target="_blank">nuclear pore (GO:0005643)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005737" target="_blank">cytoplasm (GO:0005737)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006886" target="_blank">intracellular protein transport (GO:0006886)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008565" target="_blank">(GO:0008565)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1235" target="_blank">KOG1235</a>	
ostta06g03150	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03150" target="_blank">ostta06g03150</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016779" target="_blank">nucleotidyltransferase activity (GO:0016779)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004652" target="_blank">polynucleotide adenylyltransferase activity (GO:0004652)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1906" target="_blank">KOG1906</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.7.7.19" target="_blank">2.7.7.19</a>
ostta06g03160	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03160" target="_blank">ostta06g03160</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0009058" target="_blank">biosynthetic process (GO:0009058)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG4809" target="_blank">KOG4809</a>	
ostta06g03170	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03170" target="_blank">ostta06g03170</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016021" target="_blank">integral component of membrane (GO:0016021)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016192" target="_blank">vesicle-mediated transport (GO:0016192)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006810" target="_blank">transport (GO:0006810)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0859" target="_blank">KOG0859</a>	
ostta06g03180	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03180" target="_blank">ostta06g03180</a>			
ostta06g03190	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03190" target="_blank">ostta06g03190</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008565" target="_blank">(GO:0008565)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0015031" target="_blank">protein transport (GO:0015031)</a>		
ostta06g03200	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03200" target="_blank">ostta06g03200</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006629" target="_blank">lipid metabolic process (GO:0006629)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">metabolic process (GO:0008152)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2214" target="_blank">KOG2214</a>	
ostta06g03220	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03220" target="_blank">ostta06g03220</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0009055" target="_blank">electron transfer activity (GO:0009055)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051536" target="_blank">iron-sulfur cluster binding (GO:0051536)</a>		
ostta06g03240	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03240" target="_blank">ostta06g03240</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2337" target="_blank">KOG2337</a>	
ostta06g03250	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03250" target="_blank">ostta06g03250</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005737" target="_blank">cytoplasm (GO:0005737)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006457" target="_blank">protein folding (GO:0006457)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051082" target="_blank">unfolded protein binding (GO:0051082)</a>		
ostta06g03260	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03260" target="_blank">ostta06g03260</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0004806" target="_blank">triglyceride lipase activity (GO:0004806)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006629" target="_blank">lipid metabolic process (GO:0006629)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2088" target="_blank">KOG2088</a>	
ostta06g03270	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03270" target="_blank">ostta06g03270</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003849" target="_blank">3-deoxy-7-phosphoheptulonate synthase activity (GO:0003849)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009073" target="_blank">aromatic amino acid family biosynthetic process (GO:0009073)</a>		
ostta06g03280	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03280" target="_blank">ostta06g03280</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0000166" target="_blank">nucleotide binding (GO:0000166)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0017111" target="_blank">nucleoside-triphosphatase activity (GO:0017111)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a>		
ostta06g03310	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03310" target="_blank">ostta06g03310</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">membrane (GO:0016020)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">protein binding (GO:0005515)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016192" target="_blank">vesicle-mediated transport (GO:0016192)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0809" target="_blank">KOG0809</a>	
ostta06g03320	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03320" target="_blank">ostta06g03320</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003774" target="_blank">motor activity (GO:0003774)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016459" target="_blank">myosin complex (GO:0016459)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003917" target="_blank">DNA topoisomerase type I (single strand cut, ATP-independent) activity (GO:0003917)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0160" target="_blank">KOG0160</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=5.99.1.2" target="_blank">5.99.1.2</a>
ostta06g03325	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03325" target="_blank">ostta06g03325</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003677" target="_blank">DNA binding (GO:0003677)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003917" target="_blank">DNA topoisomerase type I (single strand cut, ATP-independent) activity (GO:0003917)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005694" target="_blank">chromosome (GO:0005694)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006265" target="_blank">DNA topological change (GO:0006265)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003916" target="_blank">DNA topoisomerase activity (GO:0003916)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006268" target="_blank">DNA unwinding involved in DNA replication (GO:0006268)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006304" target="_blank">DNA modification (GO:0006304)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1957" target="_blank">KOG1957</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=5.99.1.2" target="_blank">5.99.1.2</a>
ostta06g03332	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03332" target="_blank">ostta06g03332</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003735" target="_blank">structural constituent of ribosome (GO:0003735)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">intracellular (GO:0005622)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005840" target="_blank">ribosome (GO:0005840)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006412" target="_blank">translation (GO:0006412)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3421" target="_blank">KOG3421</a>	
ostta06g03340	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03340" target="_blank">ostta06g03340</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">protein binding (GO:0005515)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0619" target="_blank">KOG0619</a>	
ostta06g03350	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03350" target="_blank">ostta06g03350</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003735" target="_blank">structural constituent of ribosome (GO:0003735)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">intracellular (GO:0005622)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005840" target="_blank">ribosome (GO:0005840)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006412" target="_blank">translation (GO:0006412)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003711" target="_blank">transcription elongation regulator activity (GO:0003711)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006355" target="_blank">regulation of transcription, DNA-templated (GO:0006355)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006357" target="_blank">regulation of transcription by RNA polymerase II (GO:0006357)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1999" target="_blank">KOG1999</a>	
ostta06g03370	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03370" target="_blank">ostta06g03370</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016491" target="_blank">oxidoreductase activity (GO:0016491)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004729" target="_blank">oxygen-dependent protoporphyrinogen oxidase activity (GO:0004729)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006779" target="_blank">porphyrin-containing compound biosynthetic process (GO:0006779)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1276" target="_blank">KOG1276</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=1.3.3.4" target="_blank">1.3.3.4</a>
ostta06g03380	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03380" target="_blank">ostta06g03380</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004527" target="_blank">exonuclease activity (GO:0004527)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">intracellular (GO:0005622)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000175" target="_blank">3'-5'-exoribonuclease activity (GO:0000175)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004534" target="_blank">5'-3' exoribonuclease activity (GO:0004534)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2045" target="_blank">KOG2045</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.1.13.-" target="_blank">3.1.13.-</a>
ostta06g03390	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03390" target="_blank">ostta06g03390</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0009507" target="_blank">chloroplast (GO:0009507)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009579" target="_blank">thylakoid (GO:0009579)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0015979" target="_blank">photosynthesis (GO:0015979)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016021" target="_blank">integral component of membrane (GO:0016021)</a>		
ostta06g03420	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03420" target="_blank">ostta06g03420</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0009982" target="_blank">pseudouridine synthase activity (GO:0009982)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2553" target="_blank">KOG2553</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=5.4.99.12" target="_blank">5.4.99.12</a>
ostta06g03440	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03440" target="_blank">ostta06g03440</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006810" target="_blank">transport (GO:0006810)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0015662" target="_blank">ion transmembrane transporter activity, phosphorylative mechanism (GO:0015662)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">membrane (GO:0016020)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000287" target="_blank">magnesium ion binding (GO:0000287)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004012" target="_blank">(GO:0004012)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0015914" target="_blank">phospholipid transport (GO:0015914)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016021" target="_blank">integral component of membrane (GO:0016021)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0206" target="_blank">KOG0206</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.6.3.1" target="_blank">3.6.3.1</a>
ostta06g03450	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03450" target="_blank">ostta06g03450</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0004222" target="_blank">metalloendopeptidase activity (GO:0004222)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006508" target="_blank">proteolysis (GO:0006508)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008270" target="_blank">zinc ion binding (GO:0008270)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0046872" target="_blank">metal ion binding (GO:0046872)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008237" target="_blank">metallopeptidase activity (GO:0008237)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2019" target="_blank">KOG2019</a>	
