Gene ID	GO	KOG	ENZYME
Naga_100014g76	<a href="http://www.nannochloropsis.org/gene/Naga_100014g76" target="_blank">Naga_100014g76</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006108" target="_blank">malate metabolic process (GO:0006108)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004470" target="_blank">malic enzyme activity (GO:0004470)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016616" target="_blank">oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0016616)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051287" target="_blank">NAD binding (GO:0051287)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004473" target="_blank">malate dehydrogenase (decarboxylating) (NADP+) activity (GO:0004473)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1257" target="_blank">KOG1257</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=1.1.1.40" target="_blank">1.1.1.40</a>
Naga_100014g80	<a href="http://www.nannochloropsis.org/gene/Naga_100014g80" target="_blank">Naga_100014g80</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0009107" target="_blank">lipoate biosynthetic process (GO:0009107)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006464" target="_blank">cellular protein modification process (GO:0006464)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0033819" target="_blank">lipoyl(octanoyl) transferase activity (GO:0033819)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0325" target="_blank">KOG0325</a>	
Naga_100014g83	<a href="http://www.nannochloropsis.org/gene/Naga_100014g83" target="_blank">Naga_100014g83</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008270" target="_blank">zinc ion binding (GO:0008270)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005634" target="_blank">nucleus (GO:0005634)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2845" target="_blank">KOG2845</a>	
Naga_101239g1	<a href="http://www.nannochloropsis.org/gene/Naga_101239g1" target="_blank">Naga_101239g1</a>			
Naga_100278g1	<a href="http://www.nannochloropsis.org/gene/Naga_100278g1" target="_blank">Naga_100278g1</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006412" target="_blank">translation (GO:0006412)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005840" target="_blank">ribosome (GO:0005840)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">intracellular (GO:0005622)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003735" target="_blank">structural constituent of ribosome (GO:0003735)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1715" target="_blank">KOG1715</a>	
Naga_101136g1	<a href="http://www.nannochloropsis.org/gene/Naga_101136g1" target="_blank">Naga_101136g1</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">metabolic process (GO:0008152)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0235" target="_blank">KOG0235</a>	
Naga_101472g1	<a href="http://www.nannochloropsis.org/gene/Naga_101472g1" target="_blank">Naga_101472g1</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016491" target="_blank">oxidoreductase activity (GO:0016491)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0430" target="_blank">KOG0430</a>	
Naga_101742g1	<a href="http://www.nannochloropsis.org/gene/Naga_101742g1" target="_blank">Naga_101742g1</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005681" target="_blank">spliceosomal complex (GO:0005681)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000398" target="_blank">mRNA splicing, via spliceosome (GO:0000398)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1795" target="_blank">KOG1795</a>	
Naga_102481g1	<a href="http://www.nannochloropsis.org/gene/Naga_102481g1" target="_blank">Naga_102481g1</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005681" target="_blank">spliceosomal complex (GO:0005681)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000398" target="_blank">mRNA splicing, via spliceosome (GO:0000398)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1795" target="_blank">KOG1795</a>	
Naga_102454g1	<a href="http://www.nannochloropsis.org/gene/Naga_102454g1" target="_blank">Naga_102454g1</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1795" target="_blank">KOG1795</a>	
Naga_102178g1	<a href="http://www.nannochloropsis.org/gene/Naga_102178g1" target="_blank">Naga_102178g1</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1795" target="_blank">KOG1795</a>	
Naga_100526g3	<a href="http://www.nannochloropsis.org/gene/Naga_100526g3" target="_blank">Naga_100526g3</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006464" target="_blank">cellular protein modification process (GO:0006464)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">intracellular (GO:0005622)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004842" target="_blank">ubiquitin-protein transferase activity (GO:0004842)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051444" target="_blank">negative regulation of ubiquitin-protein transferase activity (GO:0051444)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051443" target="_blank">positive regulation of ubiquitin-protein transferase activity (GO:0051443)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051438" target="_blank">regulation of ubiquitin-protein transferase activity (GO:0051438)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0940" target="_blank">KOG0940</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=6.3.2.19" target="_blank">6.3.2.19</a>
Naga_102168g1	<a href="http://www.nannochloropsis.org/gene/Naga_102168g1" target="_blank">Naga_102168g1</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0004842" target="_blank">ubiquitin-protein transferase activity (GO:0004842)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">intracellular (GO:0005622)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006464" target="_blank">cellular protein modification process (GO:0006464)</a>		
Naga_101277g1	<a href="http://www.nannochloropsis.org/gene/Naga_101277g1" target="_blank">Naga_101277g1</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a>		
Naga_101291g1	<a href="http://www.nannochloropsis.org/gene/Naga_101291g1" target="_blank">Naga_101291g1</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003677" target="_blank">DNA binding (GO:0003677)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0015074" target="_blank">DNA integration (GO:0015074)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0017" target="_blank">KOG0017</a>	
Naga_101577g2	<a href="http://www.nannochloropsis.org/gene/Naga_101577g2" target="_blank">Naga_101577g2</a>			
Naga_101577g1	<a href="http://www.nannochloropsis.org/gene/Naga_101577g1" target="_blank">Naga_101577g1</a>			
Naga_101763g1	<a href="http://www.nannochloropsis.org/gene/Naga_101763g1" target="_blank">Naga_101763g1</a>			
Naga_102327g1	<a href="http://www.nannochloropsis.org/gene/Naga_102327g1" target="_blank">Naga_102327g1</a>			
Naga_102997g1	<a href="http://www.nannochloropsis.org/gene/Naga_102997g1" target="_blank">Naga_102997g1</a>			
Naga_100473g2	<a href="http://www.nannochloropsis.org/gene/Naga_100473g2" target="_blank">Naga_100473g2</a>			
Naga_100473g3	<a href="http://www.nannochloropsis.org/gene/Naga_100473g3" target="_blank">Naga_100473g3</a>			
Naga_101705g1	<a href="http://www.nannochloropsis.org/gene/Naga_101705g1" target="_blank">Naga_101705g1</a>			
Naga_100901g2	<a href="http://www.nannochloropsis.org/gene/Naga_100901g2" target="_blank">Naga_100901g2</a>			
Naga_100901g1	<a href="http://www.nannochloropsis.org/gene/Naga_100901g1" target="_blank">Naga_100901g1</a>			
Naga_101559g1	<a href="http://www.nannochloropsis.org/gene/Naga_101559g1" target="_blank">Naga_101559g1</a>			
Naga_101559g2	<a href="http://www.nannochloropsis.org/gene/Naga_101559g2" target="_blank">Naga_101559g2</a>			
Naga_101244g1	<a href="http://www.nannochloropsis.org/gene/Naga_101244g1" target="_blank">Naga_101244g1</a>			
Naga_101244g2	<a href="http://www.nannochloropsis.org/gene/Naga_101244g2" target="_blank">Naga_101244g2</a>			
Naga_101408g3	<a href="http://www.nannochloropsis.org/gene/Naga_101408g3" target="_blank">Naga_101408g3</a>			
Naga_101853g1	<a href="http://www.nannochloropsis.org/gene/Naga_101853g1" target="_blank">Naga_101853g1</a>			
Naga_102191g1	<a href="http://www.nannochloropsis.org/gene/Naga_102191g1" target="_blank">Naga_102191g1</a>			
Naga_103446g1	<a href="http://www.nannochloropsis.org/gene/Naga_103446g1" target="_blank">Naga_103446g1</a>			
Naga_101784g2	<a href="http://www.nannochloropsis.org/gene/Naga_101784g2" target="_blank">Naga_101784g2</a>			
Naga_101784g1	<a href="http://www.nannochloropsis.org/gene/Naga_101784g1" target="_blank">Naga_101784g1</a>			
Naga_101453g1	<a href="http://www.nannochloropsis.org/gene/Naga_101453g1" target="_blank">Naga_101453g1</a>			
Naga_102006g2	<a href="http://www.nannochloropsis.org/gene/Naga_102006g2" target="_blank">Naga_102006g2</a>			
Naga_102006g1	<a href="http://www.nannochloropsis.org/gene/Naga_102006g1" target="_blank">Naga_102006g1</a>			
Naga_101208g2	<a href="http://www.nannochloropsis.org/gene/Naga_101208g2" target="_blank">Naga_101208g2</a>			
Naga_102399g1	<a href="http://www.nannochloropsis.org/gene/Naga_102399g1" target="_blank">Naga_102399g1</a>			
Naga_102963g1	<a href="http://www.nannochloropsis.org/gene/Naga_102963g1" target="_blank">Naga_102963g1</a>			
Naga_100571g3	<a href="http://www.nannochloropsis.org/gene/Naga_100571g3" target="_blank">Naga_100571g3</a>			
Naga_100571g2	<a href="http://www.nannochloropsis.org/gene/Naga_100571g2" target="_blank">Naga_100571g2</a>			
Naga_101074g1	<a href="http://www.nannochloropsis.org/gene/Naga_101074g1" target="_blank">Naga_101074g1</a>			
Naga_100089g2	<a href="http://www.nannochloropsis.org/gene/Naga_100089g2" target="_blank">Naga_100089g2</a>			
Naga_100089g3	<a href="http://www.nannochloropsis.org/gene/Naga_100089g3" target="_blank">Naga_100089g3</a>			
Naga_100089g4	<a href="http://www.nannochloropsis.org/gene/Naga_100089g4" target="_blank">Naga_100089g4</a>			
Naga_100089g5	<a href="http://www.nannochloropsis.org/gene/Naga_100089g5" target="_blank">Naga_100089g5</a>			
Naga_100089g8	<a href="http://www.nannochloropsis.org/gene/Naga_100089g8" target="_blank">Naga_100089g8</a>			
Naga_100089g10	<a href="http://www.nannochloropsis.org/gene/Naga_100089g10" target="_blank">Naga_100089g10</a>			
Naga_100089g13	<a href="http://www.nannochloropsis.org/gene/Naga_100089g13" target="_blank">Naga_100089g13</a>			
Naga_100089g16	<a href="http://www.nannochloropsis.org/gene/Naga_100089g16" target="_blank">Naga_100089g16</a>			
Naga_100089g17	<a href="http://www.nannochloropsis.org/gene/Naga_100089g17" target="_blank">Naga_100089g17</a>			
Naga_100089g18	<a href="http://www.nannochloropsis.org/gene/Naga_100089g18" target="_blank">Naga_100089g18</a>			
Naga_100354g7	<a href="http://www.nannochloropsis.org/gene/Naga_100354g7" target="_blank">Naga_100354g7</a>			
Naga_100354g6	<a href="http://www.nannochloropsis.org/gene/Naga_100354g6" target="_blank">Naga_100354g6</a>			
Naga_100354g5	<a href="http://www.nannochloropsis.org/gene/Naga_100354g5" target="_blank">Naga_100354g5</a>			
Naga_100354g4	<a href="http://www.nannochloropsis.org/gene/Naga_100354g4" target="_blank">Naga_100354g4</a>			
Naga_100354g3	<a href="http://www.nannochloropsis.org/gene/Naga_100354g3" target="_blank">Naga_100354g3</a>			
Naga_102113g1	<a href="http://www.nannochloropsis.org/gene/Naga_102113g1" target="_blank">Naga_102113g1</a>			
Naga_103136g1	<a href="http://www.nannochloropsis.org/gene/Naga_103136g1" target="_blank">Naga_103136g1</a>			
Naga_100648g2	<a href="http://www.nannochloropsis.org/gene/Naga_100648g2" target="_blank">Naga_100648g2</a>			
Naga_100648g1	<a href="http://www.nannochloropsis.org/gene/Naga_100648g1" target="_blank">Naga_100648g1</a>			
Naga_102088g1	<a href="http://www.nannochloropsis.org/gene/Naga_102088g1" target="_blank">Naga_102088g1</a>			
Naga_100912g1	<a href="http://www.nannochloropsis.org/gene/Naga_100912g1" target="_blank">Naga_100912g1</a>			
Naga_100912g2	<a href="http://www.nannochloropsis.org/gene/Naga_100912g2" target="_blank">Naga_100912g2</a>			
Naga_100725g2	<a href="http://www.nannochloropsis.org/gene/Naga_100725g2" target="_blank">Naga_100725g2</a>			
Naga_100725g1	<a href="http://www.nannochloropsis.org/gene/Naga_100725g1" target="_blank">Naga_100725g1</a>			
Naga_102211g1	<a href="http://www.nannochloropsis.org/gene/Naga_102211g1" target="_blank">Naga_102211g1</a>			
Naga_101282g1	<a href="http://www.nannochloropsis.org/gene/Naga_101282g1" target="_blank">Naga_101282g1</a>			
Naga_101037g1	<a href="http://www.nannochloropsis.org/gene/Naga_101037g1" target="_blank">Naga_101037g1</a>			
Naga_101342g2	<a href="http://www.nannochloropsis.org/gene/Naga_101342g2" target="_blank">Naga_101342g2</a>			
Naga_101342g1	<a href="http://www.nannochloropsis.org/gene/Naga_101342g1" target="_blank">Naga_101342g1</a>			
Naga_100446g1	<a href="http://www.nannochloropsis.org/gene/Naga_100446g1" target="_blank">Naga_100446g1</a>			
Naga_100446g2	<a href="http://www.nannochloropsis.org/gene/Naga_100446g2" target="_blank">Naga_100446g2</a>			
Naga_100446g3	<a href="http://www.nannochloropsis.org/gene/Naga_100446g3" target="_blank">Naga_100446g3</a>			
Naga_100446g4	<a href="http://www.nannochloropsis.org/gene/Naga_100446g4" target="_blank">Naga_100446g4</a>			
Naga_100446g5	<a href="http://www.nannochloropsis.org/gene/Naga_100446g5" target="_blank">Naga_100446g5</a>			
Naga_102058g1	<a href="http://www.nannochloropsis.org/gene/Naga_102058g1" target="_blank">Naga_102058g1</a>			
Naga_100255g1	<a href="http://www.nannochloropsis.org/gene/Naga_100255g1" target="_blank">Naga_100255g1</a>			
Naga_100255g5	<a href="http://www.nannochloropsis.org/gene/Naga_100255g5" target="_blank">Naga_100255g5</a>			
Naga_100255g6	<a href="http://www.nannochloropsis.org/gene/Naga_100255g6" target="_blank">Naga_100255g6</a>			
Naga_100255g7	<a href="http://www.nannochloropsis.org/gene/Naga_100255g7" target="_blank">Naga_100255g7</a>			
Naga_100255g8	<a href="http://www.nannochloropsis.org/gene/Naga_100255g8" target="_blank">Naga_100255g8</a>			
Naga_101200g2	<a href="http://www.nannochloropsis.org/gene/Naga_101200g2" target="_blank">Naga_101200g2</a>			
Naga_100612g6	<a href="http://www.nannochloropsis.org/gene/Naga_100612g6" target="_blank">Naga_100612g6</a>			
Naga_100612g4	<a href="http://www.nannochloropsis.org/gene/Naga_100612g4" target="_blank">Naga_100612g4</a>			
Naga_100612g3	<a href="http://www.nannochloropsis.org/gene/Naga_100612g3" target="_blank">Naga_100612g3</a>			
Naga_100292g6	<a href="http://www.nannochloropsis.org/gene/Naga_100292g6" target="_blank">Naga_100292g6</a>			
Naga_100292g5	<a href="http://www.nannochloropsis.org/gene/Naga_100292g5" target="_blank">Naga_100292g5</a>			
Naga_100292g3	<a href="http://www.nannochloropsis.org/gene/Naga_100292g3" target="_blank">Naga_100292g3</a>			
Naga_100292g2	<a href="http://www.nannochloropsis.org/gene/Naga_100292g2" target="_blank">Naga_100292g2</a>			
Naga_100922g1	<a href="http://www.nannochloropsis.org/gene/Naga_100922g1" target="_blank">Naga_100922g1</a>			
Naga_100898g2	<a href="http://www.nannochloropsis.org/gene/Naga_100898g2" target="_blank">Naga_100898g2</a>			
Naga_100825g1	<a href="http://www.nannochloropsis.org/gene/Naga_100825g1" target="_blank">Naga_100825g1</a>			
Naga_100825g2	<a href="http://www.nannochloropsis.org/gene/Naga_100825g2" target="_blank">Naga_100825g2</a>			
Naga_100513g1	<a href="http://www.nannochloropsis.org/gene/Naga_100513g1" target="_blank">Naga_100513g1</a>			
Naga_100513g2	<a href="http://www.nannochloropsis.org/gene/Naga_100513g2" target="_blank">Naga_100513g2</a>			
Naga_100513g3	<a href="http://www.nannochloropsis.org/gene/Naga_100513g3" target="_blank">Naga_100513g3</a>			
Naga_101138g2	<a href="http://www.nannochloropsis.org/gene/Naga_101138g2" target="_blank">Naga_101138g2</a>			
Naga_101138g1	<a href="http://www.nannochloropsis.org/gene/Naga_101138g1" target="_blank">Naga_101138g1</a>			
Naga_101682g1	<a href="http://www.nannochloropsis.org/gene/Naga_101682g1" target="_blank">Naga_101682g1</a>			
Naga_101682g2	<a href="http://www.nannochloropsis.org/gene/Naga_101682g2" target="_blank">Naga_101682g2</a>			
Naga_101149g1	<a href="http://www.nannochloropsis.org/gene/Naga_101149g1" target="_blank">Naga_101149g1</a>			
Naga_100272g3	<a href="http://www.nannochloropsis.org/gene/Naga_100272g3" target="_blank">Naga_100272g3</a>			
Naga_100272g4	<a href="http://www.nannochloropsis.org/gene/Naga_100272g4" target="_blank">Naga_100272g4</a>			
Naga_100272g5	<a href="http://www.nannochloropsis.org/gene/Naga_100272g5" target="_blank">Naga_100272g5</a>			
Naga_100272g7	<a href="http://www.nannochloropsis.org/gene/Naga_100272g7" target="_blank">Naga_100272g7</a>			
Naga_103833g1	<a href="http://www.nannochloropsis.org/gene/Naga_103833g1" target="_blank">Naga_103833g1</a>			
Naga_100459g5	<a href="http://www.nannochloropsis.org/gene/Naga_100459g5" target="_blank">Naga_100459g5</a>			
Naga_100459g3	<a href="http://www.nannochloropsis.org/gene/Naga_100459g3" target="_blank">Naga_100459g3</a>			
Naga_100180g1	<a href="http://www.nannochloropsis.org/gene/Naga_100180g1" target="_blank">Naga_100180g1</a>			
Naga_100180g3	<a href="http://www.nannochloropsis.org/gene/Naga_100180g3" target="_blank">Naga_100180g3</a>			
Naga_100180g8	<a href="http://www.nannochloropsis.org/gene/Naga_100180g8" target="_blank">Naga_100180g8</a>			
Naga_100180g9	<a href="http://www.nannochloropsis.org/gene/Naga_100180g9" target="_blank">Naga_100180g9</a>			
Naga_100180g10	<a href="http://www.nannochloropsis.org/gene/Naga_100180g10" target="_blank">Naga_100180g10</a>			
Naga_100978g2	<a href="http://www.nannochloropsis.org/gene/Naga_100978g2" target="_blank">Naga_100978g2</a>			
Naga_100978g4	<a href="http://www.nannochloropsis.org/gene/Naga_100978g4" target="_blank">Naga_100978g4</a>			
Naga_101966g1	<a href="http://www.nannochloropsis.org/gene/Naga_101966g1" target="_blank">Naga_101966g1</a>			
Naga_101823g1	<a href="http://www.nannochloropsis.org/gene/Naga_101823g1" target="_blank">Naga_101823g1</a>			
Naga_100076g23	<a href="http://www.nannochloropsis.org/gene/Naga_100076g23" target="_blank">Naga_100076g23</a>			
Naga_100076g19	<a href="http://www.nannochloropsis.org/gene/Naga_100076g19" target="_blank">Naga_100076g19</a>			
Naga_100076g16	<a href="http://www.nannochloropsis.org/gene/Naga_100076g16" target="_blank">Naga_100076g16</a>			
Naga_100076g15	<a href="http://www.nannochloropsis.org/gene/Naga_100076g15" target="_blank">Naga_100076g15</a>			
Naga_100076g8	<a href="http://www.nannochloropsis.org/gene/Naga_100076g8" target="_blank">Naga_100076g8</a>			
Naga_100076g6	<a href="http://www.nannochloropsis.org/gene/Naga_100076g6" target="_blank">Naga_100076g6</a>			
Naga_100076g4	<a href="http://www.nannochloropsis.org/gene/Naga_100076g4" target="_blank">Naga_100076g4</a>			
Naga_100076g2	<a href="http://www.nannochloropsis.org/gene/Naga_100076g2" target="_blank">Naga_100076g2</a>			
Naga_100076g1	<a href="http://www.nannochloropsis.org/gene/Naga_100076g1" target="_blank">Naga_100076g1</a>			
Naga_100839g1	<a href="http://www.nannochloropsis.org/gene/Naga_100839g1" target="_blank">Naga_100839g1</a>			
Naga_100123g17	<a href="http://www.nannochloropsis.org/gene/Naga_100123g17" target="_blank">Naga_100123g17</a>			
Naga_100123g16	<a href="http://www.nannochloropsis.org/gene/Naga_100123g16" target="_blank">Naga_100123g16</a>			
Naga_100123g13	<a href="http://www.nannochloropsis.org/gene/Naga_100123g13" target="_blank">Naga_100123g13</a>			
Naga_100123g10	<a href="http://www.nannochloropsis.org/gene/Naga_100123g10" target="_blank">Naga_100123g10</a>			
Naga_100123g5	<a href="http://www.nannochloropsis.org/gene/Naga_100123g5" target="_blank">Naga_100123g5</a>			
Naga_100123g3	<a href="http://www.nannochloropsis.org/gene/Naga_100123g3" target="_blank">Naga_100123g3</a>			
Naga_100123g1	<a href="http://www.nannochloropsis.org/gene/Naga_100123g1" target="_blank">Naga_100123g1</a>			
Naga_100055g36	<a href="http://www.nannochloropsis.org/gene/Naga_100055g36" target="_blank">Naga_100055g36</a>			
Naga_100055g34	<a href="http://www.nannochloropsis.org/gene/Naga_100055g34" target="_blank">Naga_100055g34</a>			
Naga_100055g33	<a href="http://www.nannochloropsis.org/gene/Naga_100055g33" target="_blank">Naga_100055g33</a>			
Naga_100055g32	<a href="http://www.nannochloropsis.org/gene/Naga_100055g32" target="_blank">Naga_100055g32</a>			
Naga_100055g31	<a href="http://www.nannochloropsis.org/gene/Naga_100055g31" target="_blank">Naga_100055g31</a>			
Naga_100055g29	<a href="http://www.nannochloropsis.org/gene/Naga_100055g29" target="_blank">Naga_100055g29</a>			
Naga_100055g26	<a href="http://www.nannochloropsis.org/gene/Naga_100055g26" target="_blank">Naga_100055g26</a>			
Naga_100055g22	<a href="http://www.nannochloropsis.org/gene/Naga_100055g22" target="_blank">Naga_100055g22</a>			
Naga_100055g21	<a href="http://www.nannochloropsis.org/gene/Naga_100055g21" target="_blank">Naga_100055g21</a>			
Naga_100055g20	<a href="http://www.nannochloropsis.org/gene/Naga_100055g20" target="_blank">Naga_100055g20</a>			
Naga_100055g18	<a href="http://www.nannochloropsis.org/gene/Naga_100055g18" target="_blank">Naga_100055g18</a>			
Naga_100055g17	<a href="http://www.nannochloropsis.org/gene/Naga_100055g17" target="_blank">Naga_100055g17</a>			
Naga_100055g12	<a href="http://www.nannochloropsis.org/gene/Naga_100055g12" target="_blank">Naga_100055g12</a>			
Naga_100055g11	<a href="http://www.nannochloropsis.org/gene/Naga_100055g11" target="_blank">Naga_100055g11</a>			
Naga_100055g5	<a href="http://www.nannochloropsis.org/gene/Naga_100055g5" target="_blank">Naga_100055g5</a>			
Naga_100055g8	<a href="http://www.nannochloropsis.org/gene/Naga_100055g8" target="_blank">Naga_100055g8</a>			
Naga_100055g4	<a href="http://www.nannochloropsis.org/gene/Naga_100055g4" target="_blank">Naga_100055g4</a>			
Naga_100055g3	<a href="http://www.nannochloropsis.org/gene/Naga_100055g3" target="_blank">Naga_100055g3</a>			
Naga_100055g2	<a href="http://www.nannochloropsis.org/gene/Naga_100055g2" target="_blank">Naga_100055g2</a>			
Naga_100055g1	<a href="http://www.nannochloropsis.org/gene/Naga_100055g1" target="_blank">Naga_100055g1</a>			
Naga_100117g18	<a href="http://www.nannochloropsis.org/gene/Naga_100117g18" target="_blank">Naga_100117g18</a>			
Naga_100117g17	<a href="http://www.nannochloropsis.org/gene/Naga_100117g17" target="_blank">Naga_100117g17</a>			
Naga_100117g16	<a href="http://www.nannochloropsis.org/gene/Naga_100117g16" target="_blank">Naga_100117g16</a>			
Naga_100117g15	<a href="http://www.nannochloropsis.org/gene/Naga_100117g15" target="_blank">Naga_100117g15</a>			
Naga_100117g12	<a href="http://www.nannochloropsis.org/gene/Naga_100117g12" target="_blank">Naga_100117g12</a>			
Naga_100117g11	<a href="http://www.nannochloropsis.org/gene/Naga_100117g11" target="_blank">Naga_100117g11</a>			
Naga_100117g9	<a href="http://www.nannochloropsis.org/gene/Naga_100117g9" target="_blank">Naga_100117g9</a>			
Naga_100117g3	<a href="http://www.nannochloropsis.org/gene/Naga_100117g3" target="_blank">Naga_100117g3</a>			
Naga_100117g2	<a href="http://www.nannochloropsis.org/gene/Naga_100117g2" target="_blank">Naga_100117g2</a>			
Naga_100117g1	<a href="http://www.nannochloropsis.org/gene/Naga_100117g1" target="_blank">Naga_100117g1</a>			
Naga_100926g1	<a href="http://www.nannochloropsis.org/gene/Naga_100926g1" target="_blank">Naga_100926g1</a>			
Naga_103392g1	<a href="http://www.nannochloropsis.org/gene/Naga_103392g1" target="_blank">Naga_103392g1</a>			
Naga_100171g10	<a href="http://www.nannochloropsis.org/gene/Naga_100171g10" target="_blank">Naga_100171g10</a>			
Naga_100171g5	<a href="http://www.nannochloropsis.org/gene/Naga_100171g5" target="_blank">Naga_100171g5</a>			
Naga_100171g3	<a href="http://www.nannochloropsis.org/gene/Naga_100171g3" target="_blank">Naga_100171g3</a>			
Naga_100171g2	<a href="http://www.nannochloropsis.org/gene/Naga_100171g2" target="_blank">Naga_100171g2</a>			
Naga_100062g5	<a href="http://www.nannochloropsis.org/gene/Naga_100062g5" target="_blank">Naga_100062g5</a>			
Naga_100062g6	<a href="http://www.nannochloropsis.org/gene/Naga_100062g6" target="_blank">Naga_100062g6</a>			
Naga_100062g9	<a href="http://www.nannochloropsis.org/gene/Naga_100062g9" target="_blank">Naga_100062g9</a>			
Naga_100062g11	<a href="http://www.nannochloropsis.org/gene/Naga_100062g11" target="_blank">Naga_100062g11</a>			
Naga_100062g14	<a href="http://www.nannochloropsis.org/gene/Naga_100062g14" target="_blank">Naga_100062g14</a>			
Naga_100062g15	<a href="http://www.nannochloropsis.org/gene/Naga_100062g15" target="_blank">Naga_100062g15</a>			
Naga_100062g20	<a href="http://www.nannochloropsis.org/gene/Naga_100062g20" target="_blank">Naga_100062g20</a>			
Naga_100062g24	<a href="http://www.nannochloropsis.org/gene/Naga_100062g24" target="_blank">Naga_100062g24</a>			
Naga_100062g25	<a href="http://www.nannochloropsis.org/gene/Naga_100062g25" target="_blank">Naga_100062g25</a>			
Naga_100062g26	<a href="http://www.nannochloropsis.org/gene/Naga_100062g26" target="_blank">Naga_100062g26</a>			
Naga_100062g31	<a href="http://www.nannochloropsis.org/gene/Naga_100062g31" target="_blank">Naga_100062g31</a>			
Naga_100062g33	<a href="http://www.nannochloropsis.org/gene/Naga_100062g33" target="_blank">Naga_100062g33</a>			
Naga_100462g4	<a href="http://www.nannochloropsis.org/gene/Naga_100462g4" target="_blank">Naga_100462g4</a>			
Naga_100462g1	<a href="http://www.nannochloropsis.org/gene/Naga_100462g1" target="_blank">Naga_100462g1</a>			
Naga_100140g14	<a href="http://www.nannochloropsis.org/gene/Naga_100140g14" target="_blank">Naga_100140g14</a>			
Naga_100140g13	<a href="http://www.nannochloropsis.org/gene/Naga_100140g13" target="_blank">Naga_100140g13</a>			
Naga_100140g9	<a href="http://www.nannochloropsis.org/gene/Naga_100140g9" target="_blank">Naga_100140g9</a>			
Naga_100140g4	<a href="http://www.nannochloropsis.org/gene/Naga_100140g4" target="_blank">Naga_100140g4</a>			
