#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline
30777289	Cre16.g650700	Cre16.g650700.t1.1	Cre16.g650700.t1.1									
30777927	Cre16.g650750	Cre16.g650750.t1.1	Cre16.g650750.t1.1	PF13499	PTHR10891	KOG0027				AT4G03290.1		EF hand calcium-binding protein family
30777460	Cre16.g650800	Cre16.g650800.t1.1	Cre16.g650800.t1.1	PF02953	PTHR19338	KOG1733		K17781		AT1G61570.1	TIM13	translocase of the inner mitochondrial membrane 13
30777924	Cre16.g650850	Cre16.g650850.t1.2	Cre16.g650850.t1.2		PTHR32166,PTHR32166:SF32	KOG1121						
30777462	Cre16.g650900	Cre16.g650900.t1.1	Cre16.g650900.t1.1		PTHR32074,PTHR32074:SF2		2.1.1.43			AT5G48090.1	ELP1	EDM2-like protein1
30776974	Cre16.g650950	Cre16.g650950.t1.1	Cre16.g650950.t1.1	PF01931	PTHR34699,PTHR34699:SF2							
30777595	Cre16.g651000	Cre16.g651000.t1.2	Cre16.g651000.t1.2	PF04057,PF16900,PF08646	PTHR23273,PTHR23273:SF4			K07466	GO:0006260,GO:0005634,GO:0003677	AT5G61000.1	ATRPA70D,RPA70D	Replication factor-A protein 1-related
30778182	Cre16.g651050	Cre16.g651050.t1.2	Cre16.g651050.t1.2	PF13442	PTHR34688,PTHR34688:SF2			K08906	GO:0020037,GO:0009055	AT5G45040.1		Cytochrome c
30777411	Cre16.g651100	Cre16.g651100.t1.1	Cre16.g651100.t1.1									
30777223	Cre16.g651150	Cre16.g651150.t1.1	Cre16.g651150.t1.1									
30777224	Cre16.g651150	Cre16.g651150.t2.1	Cre16.g651150.t2.1									
30777225	Cre16.g651150	Cre16.g651150.t3.1	Cre16.g651150.t3.1									
30777868	Cre16.g651200	Cre16.g651200.t1.2	Cre16.g651200.t1.2									
30776896	Cre16.g651250	Cre16.g651250.t1.2	Cre16.g651250.t1.2									
30777559	Cre16.g651300	Cre16.g651300.t1.2	Cre16.g651300.t1.2									
30777652	Cre16.g651350	Cre16.g651350.t1.1	Cre16.g651350.t1.1	PF04108	PTHR13222,PTHR13222:SF1				GO:0006914	AT4G30790.1		
30776843	Cre16.g651400	Cre16.g651400.t1.2	Cre16.g651400.t1.2	PF13639	PTHR22765,PTHR22765:SF5				GO:0008270,GO:0005515	AT2G27940.1		RING/U-box superfamily protein
30776844	Cre16.g651400	Cre16.g651400.t2.1	Cre16.g651400.t2.1	PF13639	PTHR22765,PTHR22765:SF5				GO:0008270,GO:0005515	AT2G27940.1		RING/U-box superfamily protein
30777328	Cre16.g651450	Cre16.g651450.t1.1	Cre16.g651450.t1.1	PF12359,PF12340	PTHR13367,PTHR13367:SF8							
30777980	Cre16.g651500	Cre16.g651500.t1.2	Cre16.g651500.t1.2		PTHR15350	KOG3250		K12180		AT1G02090.1	ATCSN7,COP15,CSN7,FUS5	Proteasome component (PCI) domain protein
30777627	Cre16.g651550	Cre16.g651550.t1.2	Cre16.g651550.t1.2	PF02536					GO:0006355,GO:0005739,GO:0003690	AT1G74120.1		Mitochondrial transcription termination factor family protein
30776820	Cre16.g651600	Cre16.g651600.t1.1	Cre16.g651600.t1.1									
30777432	Cre16.g651650	Cre16.g651650.t1.1	Cre16.g651650.t1.1	PF09334,PF02536	PTHR11946,PTHR11946:SF73		6.1.1.5		GO:0006418,GO:0005524,GO:0004812,GO:0000166,GO:0006355,GO:0005739,GO:0003690	AT4G10320.1		tRNA synthetase class I (I, L, M and V) family protein
30777913	Cre16.g651700	Cre16.g651700.t1.1	Cre16.g651700.t1.1									
30777803	Cre16.g651750	Cre16.g651750.t1.2	Cre16.g651750.t1.2	PF08264,PF00133	PTHR11946,PTHR11946:SF73		6.1.1.5	K01870	GO:0006418,GO:0000166,GO:0005524,GO:0004812	AT4G10320.1		tRNA synthetase class I (I, L, M and V) family protein
30776987	Cre16.g651801	Cre16.g651801.t1.1	Cre16.g651801.t1.1									
30777100	Cre16.g651850	Cre16.g651850.t1.1	Cre16.g651850.t1.1	PF12359,PF12340	PTHR13367,PTHR13367:SF8							
30777578	Cre16.g651900	Cre16.g651900.t1.1	Cre16.g651900.t1.1									
30776797	Cre16.g651923	Cre16.g651923.t1.2	Cre16.g651923.t1.2	PF01593	PTHR10668,PTHR10668:SF5	KOG4254	5.2.1.13		GO:0055114,GO:0016491	AT1G06820.1	CCR2,CRTISO	carotenoid isomerase
30777815	Cre16.g651950	Cre16.g651950.t1.2	Cre16.g651950.t1.2									
30777113	Cre16.g652000	Cre16.g652000.t1.1	Cre16.g652000.t1.1									
30777755	Cre16.g652050	Cre16.g652050.t1.2	Cre16.g652050.t1.2	PF01494	PTHR13789,PTHR13789:SF234	KOG2614			GO:0071949	AT2G35660.1	CTF2A	FAD/NAD(P)-binding oxidoreductase family protein
30776836	Cre16.g652100	Cre16.g652100.t1.2	Cre16.g652100.t1.2	PF00557	PTHR10804,PTHR10804:SF9		3.4.11.18	K01265	GO:0008235,GO:0006508,GO:0004177	AT3G59990.4	MAP2B	methionine aminopeptidase 2B
30777732	Cre16.g652150	Cre16.g652150.t1.2	Cre16.g652150.t1.2	PF00300,PF01591	PTHR10606	KOG0234	2.7.1.105,3.1.3.46	K01103	GO:0006000,GO:0005524,GO:0003873,GO:0006003,GO:0003824	AT1G07110.1	ATF2KP,F2KP,FKFBP	fructose-2,6-bisphosphatase
30778162	Cre16.g652200	Cre16.g652200.t1.2	Cre16.g652200.t1.2	PF05548								
30777644	Cre16.g652226	Cre16.g652226.t1.1	Cre16.g652226.t1.1									
30777943	Cre16.g652250	Cre16.g652250.t1.2	Cre16.g652250.t1.2									
30777510	Cre16.g652300	Cre16.g652300.t1.1	Cre16.g652300.t1.1									
30777700	Cre16.g652350	Cre16.g652350.t1.2	Cre16.g652350.t1.2									
30777056	Cre16.g652400	Cre16.g652400.t1.2	Cre16.g652400.t1.2	PF13202		KOG0027			GO:0005509			
30776810	Cre16.g652450	Cre16.g652450.t1.1	Cre16.g652450.t1.1									
30777455	Cre16.g652483	Cre16.g652483.t1.1	Cre16.g652483.t1.1									
30777456	Cre16.g652483	Cre16.g652483.t2.1	Cre16.g652483.t2.1									
30778177	Cre16.g652550	Cre16.g652550.t1.2	Cre16.g652550.t1.2	PF00467	PTHR12903,PTHR12903:SF1			K02895	GO:0006412,GO:0005840,GO:0005622,GO:0003735	AT5G54600.1		Translation protein SH3-like family protein
30777296	Cre16.g652600	Cre16.g652600.t1.1	Cre16.g652600.t1.1									
30777297	Cre16.g652600	Cre16.g652600.t2.1	Cre16.g652600.t2.1									
30777928	Cre16.g652650	Cre16.g652650.t1.1	Cre16.g652650.t1.1									
30777938	Cre16.g652700	Cre16.g652700.t1.1	Cre16.g652700.t1.1		PTHR10157				GO:0055114			
30777687	Cre16.g652750	Cre16.g652750.t1.2	Cre16.g652750.t1.2	PF00743	PTHR23023,PTHR23023:SF130	KOG1399	1.14.13.8		GO:0055114,GO:0050661,GO:0050660,GO:0004499	AT5G45180.1		Flavin-binding monooxygenase family protein
30776863	Cre16.g652800	Cre16.g652800.t1.2	Cre16.g652800.t1.2		PTHR36974							
30777507	Cre16.g652850	Cre16.g652850.t1.2	Cre16.g652850.t1.2	PF00535	PTHR10859,PTHR10859:SF91	KOG2977	2.4.1.117	K00729		AT2G39630.1		Nucleotide-diphospho-sugar transferases superfamily protein
30778130	Cre16.g652900	Cre16.g652900.t1.1	Cre16.g652900.t1.1	PF00076	PTHR24012	KOG0131			GO:0003676	AT1G49600.1	ATRBP47A,RBP47A	RNA-binding protein 47A
30777774	Cre16.g652950	Cre16.g652950.t1.2	Cre16.g652950.t1.2	PF00400,PF12341	PTHR19932,PTHR19932:SF10	KOG1274		K11274	GO:0005515	AT3G42660.1		transducin family protein / WD-40 repeat family protein
30776969	Cre16.g653000	Cre16.g653000.t1.1	Cre16.g653000.t1.1	PF08585	PTHR13681			K18404		AT5G19950.1		Domain of unknown function (DUF1767)
30778168	Cre16.g653050	Cre16.g653050.t1.1	Cre16.g653050.t1.1	PF00588	PTHR12029		2.1.1.200		GO:0008173,GO:0006396,GO:0003723			
30777407	Cre16.g653100	Cre16.g653100.t1.1	Cre16.g653100.t1.1									
30778227	Cre16.g653150	Cre16.g653150.t1.2	Cre16.g653150.t1.2	PF01841	PTHR35532,PTHR35532:SF2							
30778228	Cre16.g653150	Cre16.g653150.t2.1	Cre16.g653150.t2.1	PF01841	PTHR35532,PTHR35532:SF2							
30777191	Cre16.g653200	Cre16.g653200.t1.1	Cre16.g653200.t1.1		PTHR12197							
30777935	Cre16.g653250	Cre16.g653250.t1.1	Cre16.g653250.t1.1									
30777871	Cre16.g653258	Cre16.g653258.t1.2	Cre16.g653258.t1.2	PF00651	PTHR26379				GO:0005515	AT5G19330.1	ARIA	ARM repeat protein interacting with  ABF2
30776891	Cre16.g653300	Cre16.g653300.t1.2	Cre16.g653300.t1.2		PTHR33694,PTHR33694:SF1							
30777663	Cre16.g653338	Cre16.g653338.t1.1	Cre16.g653338.t1.1									
30776868	Cre16.g653350	Cre16.g653350.t1.2	Cre16.g653350.t1.2	PF03331	PTHR33694,PTHR33694:SF1		3.5.1.108		GO:0009245,GO:0008759	AT1G24880.1		UDP-3-O-acyl N-acetylglycosamine deacetylase family protein
30777476	Cre16.g653400	Cre16.g653400.t1.1	Cre16.g653400.t1.1									
30776819	Cre16.g653450	Cre16.g653450.t1.2	Cre16.g653450.t1.2	PF03114					GO:0005737,GO:0005515			
30777662	Cre16.g653500	Cre16.g653500.t1.1	Cre16.g653500.t1.1									
30776988	Cre16.g653550	Cre16.g653550.t1.2	Cre16.g653550.t1.2									
30778005	Cre16.g653601	Cre16.g653601.t1.1	Cre16.g653601.t1.1	PF00471	PTHR15238	KOG3505		K02913	GO:0006412,GO:0005840,GO:0005622,GO:0003735	AT5G18790.1		Ribosomal protein L33 family protein
30776949	Cre16.g653650	Cre16.g653650.t1.1	Cre16.g653650.t1.1									
30777160	Cre16.g653651	Cre16.g653651.t1.1	Cre16.g653651.t1.1									
30777599	Cre16.g653700	Cre16.g653700.t1.1	Cre16.g653700.t1.1	PF01237	PTHR10972,PTHR10972:SF71	KOG2209				AT2G31020.1	ORP1A	OSBP(oxysterol binding protein)-related protein 1A
30777469	Cre16.g653750	Cre16.g653750.t1.2	Cre16.g653750.t1.2									
30776936	Cre16.g653800	Cre16.g653800.t1.1	Cre16.g653800.t1.1									
30777593	Cre16.g653850	Cre16.g653850.t1.1	Cre16.g653850.t1.1	PF05207	PTHR21454	KOG2923		K15455		AT2G15910.2		CSL zinc finger domain-containing protein
30776918	Cre16.g653900	Cre16.g653900.t1.1	Cre16.g653900.t1.1									
30777237	Cre16.g653934	Cre16.g653934.t1.1	Cre16.g653934.t1.1									
30777238	Cre16.g653934	Cre16.g653934.t2.1	Cre16.g653934.t2.1									
30778233	Cre16.g654000	Cre16.g654000.t1.2	Cre16.g654000.t1.2	PF07714			2.7.11.1		GO:0006468,GO:0004672	AT5G42440.1		Protein kinase superfamily protein
30777708	Cre16.g654050	Cre16.g654050.t1.1	Cre16.g654050.t1.1									
30777226	Cre16.g654100	Cre16.g654100.t1.1	Cre16.g654100.t1.1	PF12851								
30777227	Cre16.g654100	Cre16.g654100.t2.1	Cre16.g654100.t2.1	PF12851								
30777854	Cre16.g654150	Cre16.g654150.t1.1	Cre16.g654150.t1.1									
30777087	Cre16.g654250	Cre16.g654250.t1.2	Cre16.g654250.t1.2		PTHR10681,PTHR10681:SF17							
30777085	Cre16.g654250	Cre16.g654250.t2.1	Cre16.g654250.t2.1		PTHR10681,PTHR10681:SF17							
30777086	Cre16.g654250	Cre16.g654250.t3.1	Cre16.g654250.t3.1		PTHR10681,PTHR10681:SF17							
30778202	Cre16.g654300	Cre16.g654300.t1.2	Cre16.g654300.t1.2	PF05186,PF00612,PF00334	PTHR11349	KOG0888	2.7.4.6	K00940	GO:0005515,GO:0006241,GO:0006228,GO:0006183,GO:0006165,GO:0004550	AT1G17410.1		Nucleoside diphosphate kinase family protein
30777701	Cre16.g654350	Cre16.g654350.t1.1	Cre16.g654350.t1.1	PF10357	PTHR12805	KOG2837		K13102		AT1G55460.1		DNA/RNA-binding protein Kin17, conserved region
30777319	Cre16.g654400	Cre16.g654400.t1.1	Cre16.g654400.t1.1				2.7.11.1					
30777019	Cre16.g654450	Cre16.g654450.t1.2	Cre16.g654450.t1.2									
30777505	Cre16.g654500	Cre16.g654500.t1.1	Cre16.g654500.t1.1	PF13012,PF01398	PTHR10540,PTHR10540:SF6	KOG2975	3.4.19.12	K03249	GO:0005515	AT2G39990.1	AteIF3f,EIF2,eIF3F	eukaryotic translation initiation factor 2
30777950	Cre16.g654526	Cre16.g654526.t1.1	Cre16.g654526.t1.1				6.3.1.2					
30776857	Cre16.g654550	Cre16.g654550.t1.2	Cre16.g654550.t1.2	PF02373			1.14.11.27			AT3G48430.1	REF6	relative of early flowering 6
30777676	Cre16.g654600	Cre16.g654600.t1.1	Cre16.g654600.t1.1	PF12499		KOG4462						
30777884	Cre16.g654700	Cre16.g654700.t1.1	Cre16.g654700.t1.1	PF12499		KOG0845						
30776970	Cre16.g654750	Cre16.g654750.t1.2	Cre16.g654750.t1.2									
30777589	Cre16.g654800	Cre16.g654800.t1.1	Cre16.g654800.t1.1	PF12796	PTHR24198,PTHR24198:SF25					AT2G28840.1	XBAT31	XB3 ortholog 1 in Arabidopsis thaliana
30777988	Cre16.g654850	Cre16.g654850.t1.1	Cre16.g654850.t1.1	PF00069	PTHR23257,PTHR23257:SF513	KOG0192	2.7.11.25		GO:0006468,GO:0005524,GO:0004672	AT5G49470.3		PAS domain-containing protein tyrosine kinase family protein
30777367	Cre16.g654900	Cre16.g654900.t1.1	Cre16.g654900.t1.1	PF00069	PTHR23257,PTHR23257:SF513	KOG0192	2.7.12.1		GO:0006468,GO:0005524,GO:0004672	AT5G49470.3		PAS domain-containing protein tyrosine kinase family protein
30778203	Cre16.g654950	Cre16.g654950.t1.1	Cre16.g654950.t1.1	PF00530	PTHR19862,PTHR19862:SF14				GO:0016020,GO:0005044			
30776867	Cre16.g654992	Cre16.g654992.t1.1	Cre16.g654992.t1.1	PF11722,PF05253,PF05206	PTHR12998		2.1.1.225	K15446	GO:0008168,GO:0008033	AT4G01880.1		methyltransferases
30776859	Cre16.g655000	Cre16.g655000.t1.1	Cre16.g655000.t1.1	PF04720	PTHR31579					AT2G39650.1		Protein of unknown function (DUF506) 
30777711	Cre16.g655050	Cre16.g655050.t1.2	Cre16.g655050.t1.2									
30777091	Cre16.g655100	Cre16.g655100.t1.1	Cre16.g655100.t1.1	PF04266	PTHR12963					AT2G20410.1		RNA-binding ASCH domain protein
30777204	Cre16.g655150	Cre16.g655150.t1.2	Cre16.g655150.t1.2	PF13599	PTHR14136,PTHR14136:SF11					AT5G53490.3		Tetratricopeptide repeat (TPR)-like superfamily protein
30777215	Cre16.g655200	Cre16.g655200.t1.2	Cre16.g655200.t1.2	PF01384	PTHR11101,PTHR11101:SF58	KOG2493		K14640	GO:0016020,GO:0006817,GO:0005315	AT3G26570.2	ORF02,PHT2;1	phosphate transporter 2;1
30777216	Cre16.g655200	Cre16.g655200.t2.1	Cre16.g655200.t2.1	PF01384	PTHR11101,PTHR11101:SF58	KOG2493		K14640	GO:0016020,GO:0006817,GO:0005315	AT3G26570.2	ORF02,PHT2;1	phosphate transporter 2;1
30778046	Cre16.g655250	Cre16.g655250.t1.2	Cre16.g655250.t1.2									
30777055	Cre16.g655283	Cre16.g655283.t1.1	Cre16.g655283.t1.1									
30777664	Cre16.g655316	Cre16.g655316.t1.1	Cre16.g655316.t1.1									
30776888	Cre16.g655350	Cre16.g655350.t1.1	Cre16.g655350.t1.1									
30777536	Cre16.g655400	Cre16.g655400.t1.1	Cre16.g655400.t1.1		PTHR22874			K17985		AT5G43930.2		Transducin family protein / WD-40 repeat family protein
30777282	Cre16.g655430	Cre16.g655430.t1.2	Cre16.g655430.t1.2									
30777961	Cre16.g655450	Cre16.g655450.t1.1	Cre16.g655450.t1.1	PF00005,PF01061	PTHR19241,PTHR19241:SF307				GO:0016887,GO:0005524,GO:0016020	AT2G29940.1	ATPDR3,PDR3	pleiotropic drug resistance 3
30777962	Cre16.g655450	Cre16.g655450.t2.1	Cre16.g655450.t2.1	PF00005,PF01061	PTHR19241,PTHR19241:SF307				GO:0016887,GO:0005524,GO:0016020	AT2G29940.1	ATPDR3,PDR3	pleiotropic drug resistance 3
30777135	Cre16.g655500	Cre16.g655500.t1.1	Cre16.g655500.t1.1									
30777776	Cre16.g655515	Cre16.g655515.t1.2	Cre16.g655515.t1.2									
30777773	Cre16.g655550	Cre16.g655550.t1.1	Cre16.g655550.t1.1									
30776890	Cre16.g655600	Cre16.g655600.t1.2	Cre16.g655600.t1.2	PF16016	PTHR23319							
30778124	Cre16.g655650	Cre16.g655650.t1.1	Cre16.g655650.t1.1	PF07366								
30776791	Cre16.g655700	Cre16.g655700.t1.1	Cre16.g655700.t1.1									
30777911	Cre16.g655750	Cre16.g655750.t1.2	Cre16.g655750.t1.2	PF03148	PTHR19960,PTHR19960:SF25	KOG2685						
30777395	Cre16.g655800	Cre16.g655800.t1.1	Cre16.g655800.t1.1									
30776990	Cre16.g655850	Cre16.g655850.t1.1	Cre16.g655850.t1.1									
30777203	Cre16.g655900	Cre16.g655900.t1.2	Cre16.g655900.t1.2	PF04072	PTHR13600				GO:0032259,GO:0008168			
30776784	Cre16.g655950	Cre16.g655950.t1.1	Cre16.g655950.t1.1	PF00520,PF12796		KOG0510	2.7.11.1		GO:0055085,GO:0016020,GO:0006811,GO:0005216			
30776785	Cre16.g655950	Cre16.g655950.t2.1	Cre16.g655950.t2.1	PF00520,PF12796		KOG0510	2.7.11.1		GO:0055085,GO:0016020,GO:0006811,GO:0005216			
30776787	Cre16.g655950	Cre16.g655950.t3.1	Cre16.g655950.t3.1				3.6.3.16					
30776786	Cre16.g655950	Cre16.g655950.t4.1	Cre16.g655950.t4.1	PF00520			2.7.11.1		GO:0055085,GO:0016020,GO:0006811,GO:0005216			
30777812	Cre16.g656000	Cre16.g656000.t1.2	Cre16.g656000.t1.2		PTHR12393,PTHR12393:SF6							
30776799	Cre16.g656050	Cre16.g656050.t1.2	Cre16.g656050.t1.2									
30777819	Cre16.g656100	Cre16.g656100.t1.1	Cre16.g656100.t1.1	PF07444								
30777922	Cre16.g656150	Cre16.g656150.t1.2	Cre16.g656150.t1.2	PF07690	PTHR23504,PTHR23504:SF1	KOG2615			GO:0055085,GO:0016021	AT2G16970.1	MEE15	Major facilitator superfamily protein
30777035	Cre16.g656200	Cre16.g656200.t1.2	Cre16.g656200.t1.2	PF00612,PF13424	PTHR19959				GO:0005515	AT3G52140.4		tetratricopeptide repeat (TPR)-containing protein
30778170	Cre16.g656250	Cre16.g656250.t1.1	Cre16.g656250.t1.1	PF12220,PF00076	PTHR13952,PTHR13952:SF5	KOG0113		K11093	GO:0003676	AT3G50670.1	U1-70K,U1SNRNP	U1 small nuclear ribonucleoprotein-70K
30777492	Cre16.g656300	Cre16.g656300.t1.1	Cre16.g656300.t1.1	PF05173,PF01113	PTHR20836,PTHR20836:SF0		1.17.1.8	K00215	GO:0055114,GO:0009089,GO:0008839	AT2G44040.1		Dihydrodipicolinate reductase, bacterial/plant
30777626	Cre16.g656350	Cre16.g656350.t1.1	Cre16.g656350.t1.1									
30778098	Cre16.g656400	Cre16.g656400.t1.2	Cre16.g656400.t1.2	PF01370	PTHR10366,PTHR10366:SF337	KOG1371	3.13.1.1	K06118	GO:0050662,GO:0003824	AT4G33030.1	SQD1	sulfoquinovosyldiacylglycerol 1
30777750	Cre16.g656433	Cre16.g656433.t1.1	Cre16.g656433.t1.1	PF07282	PTHR15535							
30777123	Cre16.g656466	Cre16.g656466.t1.1	Cre16.g656466.t1.1									
30777185	Cre16.g656500	Cre16.g656500.t1.1	Cre16.g656500.t1.1	PF00122,PF12710,PF16209,PF16212	PTHR24092,PTHR24092:SF55		3.6.3.1	K01530	GO:0046872,GO:0000166,GO:0016021,GO:0015914,GO:0005524,GO:0004012,GO:0000287	AT1G59820.1	ALA3	aminophospholipid ATPase 3
30777186	Cre16.g656500	Cre16.g656500.t2.1	Cre16.g656500.t2.1	PF00122,PF12710,PF16209,PF16212	PTHR24092,PTHR24092:SF55		3.6.3.1	K01530	GO:0046872,GO:0000166,GO:0016021,GO:0015914,GO:0005524,GO:0004012,GO:0000287	AT1G59820.1	ALA3	aminophospholipid ATPase 3
30778241	Cre16.g656551	Cre16.g656551.t1.1	Cre16.g656551.t1.1	PF00085	PTHR18929		5.3.4.1		GO:0045454	AT1G07960.1	ATPDIL5-1,PDIL5-1	PDI-like 5-1
30777628	Cre16.g656600	Cre16.g656600.t1.2	Cre16.g656600.t1.2	PF00085	PTHR10438	KOG0907	1.8.1.8	K03671	GO:0045454,GO:0015035,GO:0006662	AT1G43560.1	Aty2,ty2	thioredoxin Y2
30776945	Cre16.g656650	Cre16.g656650.t1.1	Cre16.g656650.t1.1	PF13419	PTHR18901,PTHR18901:SF30	KOG2914	3.1.3.58			AT4G39970.1		Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
30777807	Cre16.g656700	Cre16.g656700.t1.2	Cre16.g656700.t1.2	PF00225	PTHR24115,PTHR24115:SF464	KOG0239	3.6.4.5	K10405	GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871	AT4G05190.1	ATK5	kinesin 5
30777969	Cre16.g656750	Cre16.g656750.t1.1	Cre16.g656750.t1.1	PF03031	PTHR12210,PTHR12210:SF70							
30777481	Cre16.g656800	Cre16.g656800.t1.2	Cre16.g656800.t1.2	PF03031	PTHR12210,PTHR12210:SF70							
30777576	Cre16.g656851	Cre16.g656851.t1.1	Cre16.g656851.t1.1	PF07856	PTHR12210,PTHR12210:SF49							
30776925	Cre16.g656900	Cre16.g656900.t1.2	Cre16.g656900.t1.2									
30777873	Cre16.g656950	Cre16.g656950.t1.1	Cre16.g656950.t1.1		PTHR13140,PTHR13140:SF300	KOG4674	2.7.11.1					
30777874	Cre16.g656950	Cre16.g656950.t2.1	Cre16.g656950.t2.1		PTHR13140,PTHR13140:SF300	KOG4674	2.7.11.1					
30777906	Cre16.g657000	Cre16.g657000.t1.2	Cre16.g657000.t1.2	PF03540	PTHR21242,PTHR21242:SF0			K03134	GO:0006352,GO:0005634	AT4G31720.2	STG1,TAF10,TAFII15	TBP-associated factor II 15
30777249	Cre16.g657050	Cre16.g657050.t1.2	Cre16.g657050.t1.2									
30777399	Cre16.g657100	Cre16.g657100.t1.1	Cre16.g657100.t1.1									
30778068	Cre16.g657150	Cre16.g657150.t1.1	Cre16.g657150.t1.1	PF00583	PTHR23091,PTHR23091:SF253				GO:0008080	AT1G24040.2		Acyl-CoA N-acyltransferases (NAT) superfamily protein
30777228	Cre16.g657200	Cre16.g657200.t1.1	Cre16.g657200.t1.1	PF07250,PF09118	PTHR32208,PTHR32208:SF21		1.1.3.9			AT1G67290.1		glyoxal oxidase-related protein
30777851	Cre16.g657250	Cre16.g657250.t1.2	Cre16.g657250.t1.2	PF07250,PF09118	PTHR32208,PTHR32208:SF21		1.1.3.9			AT1G67290.1		glyoxal oxidase-related protein
30777875	Cre16.g657300	Cre16.g657300.t1.2	Cre16.g657300.t1.2		PTHR35136,PTHR35136:SF1		5.5.1.9	K08246		AT5G50375.1	CPI1	cyclopropyl isomerase
30777233	Cre16.g657350	Cre16.g657350.t1.2	Cre16.g657350.t1.2	PF00069	PTHR24343,PTHR24343:SF167	KOG0583	2.7.11.1		GO:0006468,GO:0005524,GO:0004672	AT1G78290.3	SNRK2-8,SNRK2.8,SRK2C	Protein kinase superfamily protein
30778062	Cre16.g657400	Cre16.g657400.t1.1	Cre16.g657400.t1.1	PF00226	PTHR24078					AT2G41000.2		Chaperone DnaJ-domain superfamily protein
30777335	Cre16.g657450	Cre16.g657450.t1.1	Cre16.g657450.t1.1	PF00149			3.6.1.16,3.6.1.53,3.6.1.13		GO:0016787			
30778267	Cre16.g657500	Cre16.g657500.t1.2	Cre16.g657500.t1.2									
30777544	Cre16.g657550	Cre16.g657550.t1.1	Cre16.g657550.t1.1	PF08553	PTHR31913	KOG2395				AT4G33400.1		Vacuolar import/degradation, Vid27-related protein
30777064	Cre16.g657600	Cre16.g657600.t1.1	Cre16.g657600.t1.1									
30777065	Cre16.g657600	Cre16.g657600.t2.1	Cre16.g657600.t2.1									
30777545	Cre16.g657650	Cre16.g657650.t1.2	Cre16.g657650.t1.2									
30777968	Cre16.g657700	Cre16.g657700.t1.1	Cre16.g657700.t1.1	PF13661								
30777299	Cre16.g657750	Cre16.g657750.t1.2	Cre16.g657750.t1.2	PF03055			1.13.11.75					
30777499	Cre16.g657800	Cre16.g657800.t1.1	Cre16.g657800.t1.1	PF03055	PTHR10543,PTHR10543:SF36	KOG1285	1.13.11.75	K00464		AT1G78390.1	ATNCED9,NCED9	nine-cis-epoxycarotenoid dioxygenase 9
30777937	Cre16.g657850	Cre16.g657850.t1.2	Cre16.g657850.t1.2	PF02889,PF00226	PTHR24075,PTHR24075:SF0	KOG0951,KOG4434		K09540	GO:0031204,GO:0008565	AT1G79940.1	ATERDJ2A	DnaJ / Sec63 Brl domains-containing protein
30776889	Cre16.g657900	Cre16.g657900.t1.2	Cre16.g657900.t1.2									
30778167	Cre16.g657950	Cre16.g657950.t1.1	Cre16.g657950.t1.1	PF01130	PTHR11923			K06259	GO:0016020,GO:0007155			
30777591	Cre16.g657964	Cre16.g657964.t1.1	Cre16.g657964.t1.1	PF00293			3.6.1.13,3.6.1.58		GO:0016787			
30778039	Cre16.g657979	Cre16.g657979.t1.2	Cre16.g657979.t1.2				3.6.4.5	K10406				
30778040	Cre16.g657979	Cre16.g657979.t2.1	Cre16.g657979.t2.1				3.6.4.5	K10406				
30776993	Cre16.g658000	Cre16.g658000.t1.1	Cre16.g658000.t1.1	PF02492	PTHR13748					AT1G80480.1	PTAC17	plastid transcriptionally active 17
30777840	Cre16.g658075	Cre16.g658075.t1.1	Cre16.g658075.t1.1	PF00293	PTHR11839	KOG2839	3.6.1.13	K01515	GO:0016787			
30777917	Cre16.g658150	Cre16.g658150.t1.2	Cre16.g658150.t1.2		PTHR32523,PTHR32523:SF8							
30777278	Cre16.g658200	Cre16.g658200.t1.1	Cre16.g658200.t1.1	PF13020	PTHR32387					AT4G13750.1	NOV	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase family protein
30778112	Cre16.g658250	Cre16.g658250.t1.1	Cre16.g658250.t1.1									
30778113	Cre16.g658250	Cre16.g658250.t2.1	Cre16.g658250.t2.1									
30777441	Cre16.g658300	Cre16.g658300.t1.1	Cre16.g658300.t1.1									
30777442	Cre16.g658300	Cre16.g658300.t2.1	Cre16.g658300.t2.1									
30777443	Cre16.g658300	Cre16.g658300.t3.1	Cre16.g658300.t3.1									
30778109	Cre16.g658350	Cre16.g658350.t1.1	Cre16.g658350.t1.1									
30777444	Cre16.g658400	Cre16.g658400.t1.2	Cre16.g658400.t1.2	PF00111	PTHR19370,PTHR19370:SF127			K02639	GO:0051536,GO:0009055	AT1G60950.1	ATFD2,FED A	2Fe-2S ferredoxin-like superfamily protein
30777563	Cre16.g658450	Cre16.g658450.t1.2	Cre16.g658450.t1.2	PF01926,PF14714	PTHR11649,PTHR11649:SF60			K03977	GO:0005525	AT3G12080.1	emb2738	GTP-binding family protein
30776937	Cre16.g658526	Cre16.g658526.t1.1	Cre16.g658526.t1.1	PF01926,PF00005	PTHR24220,PTHR24220:SF441				GO:0005525,GO:0016887,GO:0005524	AT1G65410.1	ATNAP11,NAP11,TGD3	non-intrinsic ABC protein 11
