Cre01.g000050.t1.1	RWP14
Cre06.g299700.t1.2	SOUL1
Cre06.g299800.t1.2	LCL1
Cre06.g299850.t1.1	HLM10
Cre06.g300050.t1.1	OPR27
Cre06.g300100.t1.2	PIGL
Cre06.g300250.t1.1	TTL10
Cre06.g300800.t1.2	PRPL27
Cre06.g301050.t1.2	ARL13
Cre06.g301550.t1.2	MFT18
Cre06.g301600.t1.1	MAN2
Cre06.g301800.t1.1	MFT19
Cre06.g301800.t2.1	MFT19
Cre06.g301806.t1.2	PHC76
Cre06.g302000.t1.1	MFP31
Cre06.g302000.t2.1	MFP31
Cre06.g302050.t1.2	GSL2
Cre06.g302200.t1.1	EFH3
Cre06.g302400.t1.1	CSB31
Cre06.g302650.t1.2	RRM5
Cre06.g303050.t1.2	NIT3
Cre06.g303150.t1.1	PTK4
Cre06.g303200.t1.1	MAW7
Cre06.g303300.t1.2	CYN37
Cre06.g303400.t1.1	FAP16	ADF3
Cre06.g304050.t1.1	PKC1
Cre06.g304250.t1.1	RLS2
Cre06.g304300.t1.2	POA6
Cre06.g304350.t1.2	COX12
Cre06.g304400.t1.1	SOUL4
Cre06.g304500.t1.2	ZYS4
Cre06.g304550.t1.1	PAR1
Cre06.g304650.t1.1	PIK3
Cre06.g305050.t1.1	CGL45
Cre06.g305600.t1.2	ADH9
Cre06.g305900.t1.1	CPLD22
Cre06.g305950.t1.2	CSB32
Cre06.g306000.t1.1	GOX3
Cre06.g306300.t1.2	CHLI1
Cre06.g306350.t1.2	FDX3
Cre06.g306601.t1.1	ANS1
Cre06.g306750.t1.2	FAP290
Cre06.g306800.t1.2	CGL126
Cre06.g306850.t1.2	HEL31
Cre06.g306900.t1.1	SRR9
Cre06.g307100.t1.1	AKC2
Cre06.g307150.t1.1	AMYB1	AMB1
Cre06.g307300.t1.1	ANT2
Cre06.g307400.t1.2	CCR5
Cre06.g307400.t2.1	CCR5
Cre06.g307500.t1.1	LCIC
Cre06.g307800.t1.2	CYN49
Cre06.g307900.t1.2	FAP141
Cre06.g308000.t1.2	FAP331
Cre06.g308150.t1.2	DNJ23
Cre06.g308250.t1.2	RPS4
Cre06.g308400.t1.2	PTN1
Cre06.g308400.t2.1	PTN1
Cre06.g308500.t1.2	CMP2
Cre06.g308533.t1.1	PSRP6
Cre06.g308533.t2.1	PSRP6
Cre06.g308850.t1.2	EIF3X
Cre06.g308900.t1.2	TOB55
Cre06.g309000.t1.2	NAR1.2	LCIA
Cre06.g309050.t1.2	NOT2
Cre06.g309100.t1.2	CPN60C
Cre06.g309150.t1.2	ROC56
Cre06.g309350.t1.2	ERD2C
Cre06.g309500.t1.1	OPR28
Cre06.g309800.t1.1	MOT2
Cre06.g309900.t1.2	MST2
Cre06.g310000.t1.2	AP4E1
Cre06.g310050.t1.1	CPL13
Cre06.g310550.t1.2	HY5
Cre06.g310700.t1.2	RPL36A
Cre06.g310700.t2.1	RPL36A
Cre06.g310750.t1.2	COPG1
Cre06.g311000.t1.1	FBT2
Cre06.g311150.t1.1	MFT20
Cre06.g311200.t1.1	MFT21
Cre06.g311600.t1.2	RFK3
Cre06.g311650.t1.1	IRK1
Cre06.g311700.t1.2	FAP349
Cre06.g311850.t1.1	HAD1
Cre06.g311900.t1.2	RAB7
Cre06.g311950.t1.1	ELG3
Cre07.g312350.t1.1	POLA4
Cre07.g312400.t1.1	KDG1
Cre07.g312750.t1.2	CSL4
Cre07.g312950.t1.1	HEL32
Cre07.g313600.t1.2	CGL33A
Cre07.g313700.t1.1	TSE2
Cre07.g313800.t1.2	CGL138
Cre07.g314150.t1.2	ZDS1
Cre07.g314450.t1.1	CGL33B
Cre07.g314600.t1.2	RPI2
Cre07.g314650.t1.2	RECA
Cre07.g314866.t1.1	EBM4
Cre07.g314900.t1.1	HEL34
Cre07.g314950.t1.2	RPC34
Cre07.g315000.t1.1	CSG6
Cre07.g315050.t1.1	GGH1
Cre07.g315050.t2.1	GGH1
Cre07.g315150.t1.2	RBD1
Cre07.g315200.t1.1	RET1
Cre07.g315250.t1.2	CSG5
Cre07.g315300.t1.2	CSG4
Cre07.g315400.t1.1	NOA2
Cre07.g315432.t1.2	CSG3
Cre07.g315450.t1.1	CSG2
Cre07.g315700.t1.2	FKB16-1
Cre07.g316050.t1.2	CDJ2
Cre07.g316350.t1.2	CSG1
Cre07.g316600.t1.2	MKP5
Cre07.g316850.t1.2	MCM4
Cre07.g317050.t1.2	UBQ6
Cre07.g317150.t1.2	MKP7
Cre07.g317250.t1.1	CHI5
Cre07.g317300.t1.1	MAPKKKK1
Cre07.g317850.t1.2	FBB10
Cre07.g318200.t1.1	CGLD34
Cre07.g318250.t1.1	HLM12
Cre07.g318250.t2.1	HLM12
Cre07.g318350.t1.2	CGL64
Cre07.g318450.t1.2	SEC61B
Cre07.g318551.t1.1	CYA8
Cre07.g318600.t1.2	HSP22H
Cre07.g318651.t1.1	AOF4
Cre07.g318750.t1.2	PURM
Cre07.g318800.t1.2	HSP22A
Cre07.g318850.t1.2	HSP22B
Cre07.g318850.t2.1	HSP22B
Cre07.g318900.t1.1	DNJ2
Cre07.g319100.t1.1	TEF18
Cre07.g319150.t1.2	PTP4
Cre07.g319300.t1.1	GWD1
Cre07.g319452.t1.1	PHC73
Cre07.g319600.t1.2	FAE3
Cre07.g319650.t1.1	FXL4
Cre07.g319750.t1.2	HEL35
Cre07.g319900.t1.1	RRP40
Cre07.g320050.t1.1	PTK1
Cre07.g320150.t1.2	ERJ1
Cre07.g320350.t1.2	CDJ5
Cre07.g320400.t1.2	ELIP4
Cre07.g320500.t1.2	OPR29
Cre07.g320550.t1.2	FAE4
Cre07.g320650.t1.1	PIGV
Cre07.g320700.t1.1	CYG11
Cre07.g320750.t1.1	CYG12
Cre07.g321000.t1.1	CYG14
Cre07.g321150.t1.1	CYG15
Cre07.g321400.t1.1	FAP113	MAW6
Cre07.g321650.t1.2	CYCL1
Cre07.g321700.t1.2	ADH3
Cre07.g321951.t1.1	NRAMP2
Cre07.g322000.t1.2	CSD2
Cre07.g322100.t1.1	UBQ5
Cre07.g322250.t1.2	CNX6
Cre07.g322300.t1.1	XPD4
Cre07.g322500.t1.2	MRPL19
Cre07.g322550.t1.2	FAP240
Cre07.g322950.t1.2	NADK1
Cre07.g323000.t1.2	DP1
Cre07.g323050.t1.2	PEN2
Cre07.g323150.t1.2	TEH4
Cre07.g323550.t1.2	PUS8
Cre07.g323950.t1.2	PHX23
Cre07.g324050.t1.2	CUL1
Cre07.g324200.t1.2	BTA1
Cre07.g324400.t1.2	VPS24
Cre07.g324500.t1.2	MMP22
Cre07.g324550.t1.1	LDH1
Cre07.g324600.t1.2	AP2S2
Cre07.g324800.t1.2	SNE6
Cre07.g325000.t1.1	CYP738A1
Cre07.g325050.t1.1	ELG15
Cre07.g325150.t1.1	TGL12
Cre07.g325350.t1.1	KIN10-1
Cre07.g325400.t1.2	LEU3
Cre07.g325500.t1.1	CHLH1
Cre07.g325550.t1.1	KDG3
Cre07.g325600.t1.1	GRX5
Cre07.g325716.t1.1	DNL1
Cre07.g325723.t1.1	ADK1
Cre07.g325724.t1.1	PTP1
Cre07.g325724.t2.1	PTP1
Cre07.g325732.t1.1	OPR109
Cre07.g325734.t1.1	FAP340
Cre07.g325740.t1.1	PTB3
Cre07.g325741.t1.1	PTB2
Cre07.g325743.t1.1	GRX3
Cre07.g325746.t1.1	RPL38
Cre07.g325751.t1.1	FAP258
Cre07.g325760.t1.1	MAW10
Cre07.g325762.t1.1	DRC11
Cre07.g325812.t1.1	MAW1
Cre07.g325850.t1.1	MAW8
Cre07.g325950.t1.2	ZSP1
Cre07.g326050.t1.1	KIL8
Cre07.g326450.t1.1	VPS5B
Cre07.g326600.t1.2	PDI6
Cre07.g327350.t1.2	CDPK8
Cre07.g327400.t1.1	NUO9
Cre07.g327450.t1.2	DNJ34
Cre07.g327950.t1.1	MAW9
Cre07.g328150.t1.1	PDI4
Cre07.g328150.t2.1	PDI4
Cre07.g328200.t1.2	PSBP6
Cre07.g328350.t1.2	FAP207
Cre07.g328500.t1.1	ARS17
Cre07.g328550.t1.1	VPS18
Cre07.g328800.t1.1	NSG13
Cre07.g328850.t1.2	CNK8
Cre07.g328900.t1.2	CDPK9
Cre07.g329000.t1.2	CPLD47
Cre07.g329050.t1.2	AOC5
Cre07.g329300.t1.2	MSC1
Cre07.g329500.t1.2	SUB1
Cre07.g329500.t2.1	SUB1
Cre07.g329550.t1.1	VFL5
Cre07.g329700.t1.2	RPT2
Cre07.g329800.t1.2	HSFL
Cre07.g329850.t1.1	KCN5
Cre07.g329882.t1.1	VGK1
Cre07.g329900.t1.1	COP8
Cre07.g330100.t1.2	GTR25
Cre07.g330200.t1.2	RSP9
Cre07.g330250.t1.2	PSAH
Cre07.g330350.t1.1	OPR115
Cre07.g330400.t1.1	KCN1
Cre07.g330450.t1.2	MRPL24
Cre07.g330700.t1.2	FAP91
Cre07.g330750.t1.1	PHC43
Cre07.g330800.t1.2	OPR30
Cre07.g330950.t1.2	AP4S4
Cre07.g331100.t1.2	PHC11
Cre07.g331300.t1.2	AGP3
Cre07.g331500.t1.1	CLPR3
Cre07.g331550.t1.2	PST1
Cre07.g331800.t1.2	CGL79
Cre07.g331900.t1.2	RPS13
Cre07.g332300.t1.2	GWD2
Cre07.g332500.t1.2	AXT2
Cre07.g332550.t1.2	PSL1
Cre07.g332650.t1.1	NCT1
Cre07.g332786.t1.2	PSL2
Cre07.g332851.t1.1	SELM
Cre07.g332950.t1.2	SFA1
Cre07.g333000.t1.1	CEP4
Cre07.g333000.t2.1	CEP4
Cre07.g333400.t1.1	MMP23
Cre07.g333900.t1.1	NUOA8
Cre07.g333950.t1.2	VPS45
Cre07.g334100.t1.1	GNOM
Cre07.g334200.t1.2	HEL38
Cre07.g334400.t1.2	EXN10
Cre07.g334550.t1.2	PSAO1	PSAO
Cre07.g334600.t1.2	CGL20
Cre07.g334800.t1.2	FDX4
Cre07.g334800.t2.1	FDX4
Cre07.g334851.t1.1	HEP1
Cre07.g335200.t1.1	EFG12
Cre07.g335300.t1.2	KAS2
Cre07.g335600.t1.2	NAR1.4
Cre07.g335750.t1.1	IFT88
Cre07.g335800.t1.1	TWI1
Cre07.g336500.t1.1	OPR114
Cre07.g336600.t1.1	MAN1
Cre07.g336600.t2.1	MAN1
Cre07.g336650.t1.1	MLH3
Cre07.g336650.t2.1	MLH3
Cre07.g336950.t1.1	PHO2
Cre07.g337000.t1.2	CSD3
Cre07.g337150.t1.2	RFC2
Cre07.g337300.t1.1	STD1
Cre07.g337450.t1.1	CGL75
Cre07.g337650.t1.2	PDC1
Cre07.g337750.t1.1	EBM5
Cre07.g337800.t1.2	MRPS17
Cre07.g338000.t1.2	MCM2
Cre07.g338050.t1.2	ASA3
Cre07.g338150.t1.1	RNP1
Cre07.g338300.t1.1	FBB14
Cre07.g338350.t1.2	CPLD50
Cre07.g338451.t1.1	FBP1
Cre07.g338602.t1.1	POLH1
Cre07.g338650.t1.1	CSC3
Cre07.g338800.t1.1	CGL125
Cre07.g338800.t2.1	CGL125
Cre07.g339050.t1.2	NSG11
Cre07.g339150.t1.1	CPN60B2
Cre07.g339550.t1.1	FBB13
Cre07.g339633.t1.1	DNJ20
Cre07.g339633.t2.1	DNJ20
Cre07.g339700.t1.2	SUFC	SUFC1
Cre07.g339750.t1.2	HEM2
Cre07.g339750.t2.1	HEM2
Cre07.g339900.t1.1	MAPKKK5
Cre07.g340100.t1.2	MOT13
Cre07.g340200.t1.1	PGRL1
Cre07.g340350.t1.1	ASA1
Cre07.g340400.t1.2	RSP17
Cre07.g340450.t1.1	PKHD1
Cre07.g340600.t1.1	MCP21
Cre07.g340650.t1.2	CGL149
Cre07.g340750.t1.2	EXN11
Cre07.g340850.t1.2	CYP743A2
Cre07.g340950.t1.1	AXL4
Cre07.g341300.t1.2	XAP5
Cre07.g341600.t1.2	CGE1
Cre07.g341600.t2.1	CGE1
Cre07.g341800.t1.2	CGL107
Cre07.g341850.t1.2	INFB
Cre07.g342050.t1.2	VTI3
Cre07.g342150.t1.2	HEMA1
Cre07.g342200.t1.2	IFT70
Cre07.g342250.t1.2	PFD2
Cre07.g342350.t1.2	PDE14
Cre07.g342800.t1.1	CGL16
Cre07.g342850.t1.2	DCC3
Cre07.g343433.t1.1	OGD4
Cre07.g343700.t1.2	OGD2
Cre07.g343933.t1.1	EBM6
Cre07.g343933.t2.1	EBM6
Cre07.g344250.t1.1	CSG9
Cre07.g344350.t1.2	TPP1
Cre07.g344600.t1.2	PGD1
Cre07.g344800.t1.2	CSB33
Cre07.g344950.t1.2	LHCA9
Cre07.g345300.t1.1	UAP1
Cre07.g345400.t1.2	FAP70
Cre07.g345700.t1.2	COQ10
Cre07.g345900.t1.1	DCL3
Cre07.g346050.t1.2	CRD1
Cre07.g346050.t2.1	CRD1
Cre07.g346698.t1.1	PHC75
Cre07.g346698.t2.1	PHC75
Cre07.g346750.t1.1	PUS14
Cre07.g347050.t1.2	RSP7
Cre07.g347250.t1.1	FIP37B
Cre07.g347350.t1.1	FIP37A
Cre07.g347350.t2.1	FIP37A
Cre07.g347500.t1.1	OPR31
Cre07.g348200.t1.1	SPH3
Cre07.g348350.t1.2	PWR8
Cre07.g348550.t1.1	TGL13
Cre07.g348550.t2.1	TGL13
Cre07.g348600.t1.1	SULP1
Cre07.g348650.t1.2	CYG65
Cre07.g348800.t1.1	TAB1
Cre07.g348850.t1.2	MRPL2
Cre07.g348900.t1.2	DNJ19
Cre07.g349100.t1.1	HEL39
Cre07.g349300.t1.2	HEL41
Cre07.g349600.t1.2	ISCA2
Cre07.g350000.t1.1	TGL14
Cre07.g350350.t1.2	FAP217
Cre07.g350400.t1.1	PIN3
Cre07.g350500.t1.2	TSV1
Cre07.g350600.t1.1	CSG7
Cre07.g350750.t1.2	PTOX1
Cre07.g351050.t1.2	VPS23
Cre07.g351150.t1.2	FA2
Cre07.g351350.t1.2	CSG8
Cre07.g351400.t1.2	MCM10
Cre07.g351600.t1.2	HEL40
Cre07.g351650.t1.1	FAP20
Cre07.g351800.t1.1	PTK12
Cre07.g351800.t2.1	PTK12
Cre07.g351950.t1.1	ZRT1
Cre07.g352250.t1.1	HEL42
Cre07.g352250.t2.1	HEL42
Cre07.g352350.t1.2	FHL3
Cre07.g352550.t1.2	RDP3
Cre07.g352750.t1.2	MRS3
Cre07.g352850.t1.2	PRPL32
Cre07.g353300.t1.2	MCP22
Cre07.g353450.t1.2	ACS3
Cre07.g353500.t1.1	CGLD5A
Cre07.g353550.t1.2	SUI1B
Cre07.g353600.t1.2	MMP7
Cre07.g353600.t2.1	MMP7
Cre07.g353750.t1.2	MMP10
Cre07.g354100.t1.2	HAT4
Cre07.g354150.t1.2	MFT22
Cre07.g354200.t1.2	GAP2
Cre07.g354250.t1.2	PGK2
Cre07.g354301.t1.1	RDP1
Cre07.g354350.t1.1	CYP743B1
Cre07.g354400.t1.1	CYP743B2
Cre07.g354450.t1.2	CYP743B3
Cre07.g354500.t1.1	HSF2
Cre07.g354551.t1.2	FAP65
Cre07.g354700.t1.1	CSC4
Cre07.g355100.t1.2	ZIP1
Cre07.g355150.t1.1	ZRT5
Cre07.g355200.t1.1	ORC5
Cre07.g355250.t1.2	WEE1
Cre07.g355400.t1.1	CDKH1
Cre07.g355466.t1.1	AGE2
Cre07.g355600.t1.1	NTR3
Cre07.g355650.t1.1	AMT6
Cre07.g356250.t1.1	CYP741A1
Cre07.g356350.t1.1	DXS1
Cre07.g356400.t1.2	POC7
Cre07.g356800.t1.1	OPR33
Cre07.g357150.t1.1	CYP24
Cre07.g357200.t1.2	UGD1
Cre07.g357350.t1.2	GLB1
Cre07.g357800.t1.2	CCDA1
Cre07.g357850.t1.2	RPL22
Cre08.g358250.t1.2	MCA1
Cre08.g358350.t1.1	TDA1
Cre08.g358522.t1.1	CEP5
Cre08.g358525.t1.1	GPX2
Cre08.g358526.t1.1	AAA1
Cre08.g358528.t1.1	FAP157
Cre08.g358530.t1.1	OPR113
Cre08.g358556.t1.1	RPS29
Cre08.g358556.t2.1	RPS29
Cre08.g358562.t1.1	CPN20
Cre08.g358564.t1.1	FAP344
Cre08.g358570.t1.1	MCP23
Cre08.g358580.t1.1	CMP1
Cre08.g358616.t1.1	FAP398
Cre08.g358751.t1.1	ZMYND10
Cre08.g358850.t1.2	FAP386
Cre08.g359300.t1.2	PHO1
Cre08.g359350.t1.2	CARB1
Cre08.g359600.t1.2	CSE22
Cre08.g359700.t1.2	LAS1
Cre08.g359750.t1.2	RPS9
Cre08.g359750.t2.1	RPS9
Cre08.g359850.t1.1	FBB11
Cre08.g360050.t1.1	DUR1
Cre08.g360050.t2.1	DUR1
Cre08.g360100.t1.2	DUR2
Cre08.g360200.t1.2	DUR3A	DUR3
Cre08.g360250.t1.2	DUR3B	DUR31
Cre08.g360350.t1.1	ADI1
Cre08.g360350.t2.1	ADI1
Cre08.g360400.t1.1	ERM1
Cre08.g360500.t1.1	ERM2
Cre08.g360550.t1.1	ERM3
Cre08.g360600.t1.1	ERM4
Cre08.g360900.t1.2	RPS15
Cre08.g361050.t1.2	CNX3
Cre08.g361200.t1.2	ODA10
Cre08.g361200.t2.1	ODA10
Cre08.g361800.t1.2	RPC31
Cre08.g361950.t1.1	FAP153
Cre08.g361950.t2.1	FAP153
Cre08.g362000.t1.2	FAP72
Cre08.g362019.t1.1	FAP408
Cre08.g362050.t1.2	FAP49
Cre08.g362100.t1.1	FAP154
Cre08.g362150.t1.1	FAP361
Cre08.g362450.t1.2	AMYA2	AMA2
Cre08.g362550.t1.2	VPS37
Cre08.g362650.t1.1	IFT140
Cre08.g362900.t1.1	PSBP4
Cre08.g363837.t1.1	POLG1X
Cre08.g364300.t1.2	FAP29
Cre08.g364450.t1.2	NAT1
Cre08.g364850.t1.1	AC115
Cre08.g364931.t1.1	FAP316
Cre08.g364950.t1.1	FAP317
Cre08.g364950.t2.1	FAP317
Cre08.g365050.t1.2	FAP409
Cre08.g365065.t1.1	FAP318
Cre08.g365065.t2.1	FAP318
Cre08.g365100.t1.1	FAP242
Cre08.g365100.t2.1	FAP242
Cre08.g365103.t1.1	FAP319
Cre08.g365141.t1.1	CSE6
Cre08.g365141.t2.1	CSE6
Cre08.g365150.t1.2	FAP320
Cre08.g365150.t2.1	FAP320
Cre08.g365200.t1.2	FAP321
Cre08.g365204.t1.1	CSE9
Cre08.g365205.t1.1	FAP322
Cre08.g365205.t2.1	FAP322
Cre08.g365300.t1.2	FAP359
Cre08.g365400.t1.2	PRPL31
Cre08.g365692.t1.1	SIR4
Cre08.g365900.t1.2	LHCSR1
Cre08.g366150.t1.1	ATG16
Cre08.g366400.t1.2	RAD23
Cre08.g366400.t2.1	RAD23
Cre08.g367150.t1.1	MFT23
Cre08.g367150.t2.1	MFT23
Cre08.g367200.t1.1	VPS52
Cre08.g367250.t1.1	FAP176
Cre08.g367400.t1.1	LHCSR3.2
Cre08.g367500.t1.1	LHCSR3.1
Cre08.g367550.t1.2	FAP291
Cre08.g367600.t1.2	OASTL1
Cre08.g367650.t1.2	MUT11
Cre08.g367800.t1.2	NDH2
Cre08.g367950.t1.1	FAP323
Cre08.g368300.t1.1	HEL43
Cre08.g368400.t1.2	NTR1
Cre08.g368900.t1.2	TSA2
Cre08.g368900.t2.1	TSA2
Cre08.g368950.t1.2	DHQS	DQS1
Cre08.g369250.t1.2	FAP400
Cre08.g369300.t1.2	PFH16
Cre08.g369600.t1.1	MFT2
Cre08.g369800.t1.2	DHS2
Cre08.g370401.t1.1	CYCB1
Cre08.g370450.t1.2	MGE1
Cre08.g370650.t1.2	PGL2
Cre08.g370850.t1.1	UBC18
Cre08.g371400.t1.1	CPL16
Cre08.g371450.t1.2	COPZ1
Cre08.g371450.t2.1	COPZ1
Cre08.g371650.t1.2	TATB	TATB1
Cre08.g371957.t1.1	RAPTOR
Cre08.g372000.t1.2	CGLD6
Cre08.g372100.t1.2	HSP70A
Cre08.g372350.t1.1	FAP188
Cre08.g372400.t1.2	UBC19
Cre08.g372450.t1.2	PSBQ
Cre08.g372550.t1.1	CDKB1
Cre08.g372900.t1.1	VFL1
Cre08.g372950.t1.2	IDS1
Cre08.g373050.t1.1	BCC3
Cre08.g373100.t1.1	CYP97C3
Cre08.g373250.t1.2	POA2
Cre08.g373300.t1.1	MAPKKK1
Cre08.g373400.t1.2	CSU6
Cre08.g373450.t1.1	SBE4
Cre08.g373583.t1.1	ALB3.4
Cre08.g373583.t2.1	ALB3.4
Cre08.g374050.t1.2	POLD2
Cre08.g374250.t1.1	SAG1
Cre08.g374300.t1.1	CGL115
Cre08.g374550.t1.2	FDX12
Cre08.g374650.t1.1	DII3
Cre08.g374700.t1.1	FAP244
Cre08.g375050.t1.2	FAP86
Cre08.g375250.t1.1	MRPS19
Cre08.g375400.t1.1	GSM1
Cre08.g375500.t1.2	ATF1
Cre08.g375900.t1.1	EIF2X
Cre08.g375950.t1.1	EXR1
Cre08.g376150.t1.1	CGL150
Cre08.g376150.t2.1	CGL150
Cre08.g376350.t1.2	ASF1
Cre08.g376350.t2.1	ASF1
Cre08.g376450.t1.2	CPLD36
Cre08.g376550.t1.2	DLR1
Cre08.g376650.t1.2	CSR5
Cre08.g376700.t1.2	MRCE1
Cre08.g376720.t1.1	CEP7
Cre08.g376720.t2.1	CEP7
Cre08.g376950.t1.1	MMP14
Cre08.g377100.t1.2	ADK6
Cre08.g377350.t1.1	FAP180
Cre08.g377600.t1.1	ATG14
Cre08.g378050.t1.2	NUOP5
Cre08.g378150.t1.1	GLD2
Cre08.g378550.t1.2	NUOP4
Cre08.g378650.t1.2	CGl131
Cre08.g378850.t1.2	RPPK1
Cre08.g378900.t1.2	NUO3
Cre08.g379200.t1.1	CPLD18
Cre08.g379350.t1.1	TPT1
Cre08.g379550.t1.1	PHT4
Cre08.g379550.t2.1	PHT4
Cre08.g379650.t1.2	TIC20
Cre08.g379700.t1.2	PHM1
Cre08.g379950.t1.1	PFH17
Cre08.g380000.t1.2	UMM7
Cre08.g380201.t1.1	SHKD1
Cre08.g380250.t1.2	CP12
Cre08.g380300.t1.1	MSRA3
Cre08.g380400.t1.2	MAD2
Cre08.g381050.t1.1	CEP8
Cre08.g381450.t1.2	OPR35
Cre08.g381450.t2.1	OPR35
Cre08.g381950.t1.2	TAR1
Cre08.g382300.t1.2	CCB4
Cre08.g382350.t1.2	EZY14
Cre08.g382500.t1.2	RPS25
Cre08.g382560.t1.1	ELG39
Cre08.g382650.t1.1	UBQ4
Cre08.g382700.t1.1	UBQ3
Cre08.g382850.t1.2	LYR2
Cre08.g383101.t1.1	FAP324
Cre08.g383400.t1.1	SRR11
Cre08.g383600.t1.1	SRR21
Cre08.g384000.t1.1	CYP771A1
Cre08.g384390.t1.1	POLQ2
Cre08.g384700.t1.1	DMA3
Cre08.g384750.t1.1	AMA3
Cre08.g384900.t1.2	FAP356
Cre08.g385100.t1.2	EFH5
Cre08.g385200.t1.1	SMP3
Cre08.g385300.t1.2	HLM14
Cre08.g385500.t1.2	AMYA1	AMA1
Cre08.g385500.t2.1	AMYA1	AMA1
Cre08.g385700.t1.2	SNAPG1
Cre08.g385750.t1.2	CHK1
Cre08.g385850.t1.2	CDKC1
Cre08.g386100.t1.1	CYP744A5P
Cre08.g386100.t2.1	CYP744A5P
Cre08.g386100.t3.1	CYP744A5P
Cre09.g386200.t1.1	OPR36
Cre09.g386300.t1.2	CSB34
Cre09.g386400.t1.2	FAP124
Cre09.g386650.t1.2	ANT1
Cre09.g386650.t2.1	ANT1
Cre09.g386700.t1.2	KIN13-1
Cre09.g386735.t1.1	DLA1
Cre09.g386736.t1.1	FAP44
Cre09.g386750.t1.2	HSP90A
Cre09.g386758.t1.1	ALS1
Cre09.g386900.t1.2	RAB18
Cre09.g387000.t1.2	CGL34
Cre09.g387050.t1.2	FRK1
Cre09.g387100.t1.1	CGL12
Cre09.g387150.t1.2	HSF1
Cre09.g387171.t1.1	RHM1
Cre09.g387171.t2.1	RHM1
Cre09.g387200.t1.1	CYG28
Cre09.g387250.t1.1	CSR3
Cre09.g387350.t1.2	CYG30
Cre09.g387400.t1.1	POLZ1
Cre09.g387450.t1.1	OPR37
Cre09.g387500.t1.2	OPR38
Cre09.g387550.t1.1	CGL142
Cre09.g387689.t1.1	FAP76
Cre09.g387726.t1.1	AST1
Cre09.g387800.t1.2	FER1
Cre09.g387850.t1.2	RWP13
Cre09.g387912.t1.1	FAP139
Cre09.g388000.t1.2	CDKD1
Cre09.g388060.t1.1	VDR1
Cre09.g388097.t1.1	OEP80
Cre09.g388150.t1.2	MRPL36
Cre09.g388200.t1.1	RPL10
Cre09.g388282.t1.1	MRPS18
Cre09.g388350.t1.1	MMP11
Cre09.g388351.t1.1	PHC32
Cre09.g388353.t1.1	PHC34
Cre09.g388355.t1.1	PHC33
Cre09.g388356.t1.1	TBC2
Cre09.g388372.t1.2	RAT2
Cre09.g388393.t1.1	ELG13
Cre09.g388400.t1.2	RAT1
Cre09.g388450.t1.1	ELG29
Cre09.g388550.t1.2	MRPL21
Cre09.g388650.t1.1	CYG29
Cre09.g388750.t1.2	TEF21
Cre09.g388800.t1.2	GDH1
Cre09.g388850.t1.1	FAP329
Cre09.g388900.t1.2	TEH10
Cre09.g389050.t1.1	MAW4
Cre09.g389089.t1.2	CNX5
Cre09.g389100.t1.2	GOT1
Cre09.g389150.t1.2	FAP93
Cre09.g389200.t1.1	UMM8
Cre09.g389250.t1.2	AOF1
Cre09.g389282.t1.1	FAP114
Cre09.g389467.t1.1	OPR8
Cre09.g389541.t1.1	OPR9
Cre09.g389550.t1.1	DNJ13
Cre09.g389578.t1.1	PSBP5
Cre09.g389615.t1.1	MAC1
Cre09.g389689.t1.1	ASD1
Cre09.g389700.t1.2	MFT24
Cre09.g389763.t1.1	HPAT4
Cre09.g389875.t1.1	PDE7
Cre09.g389900.t1.1	HRP4
Cre09.g389950.t1.2	OAT1
Cre09.g390023.t1.1	CRR1
Cre09.g390050.t1.2	MOL1	MCP1
Cre09.g390060.t1.1	RAA4
Cre09.g390467.t1.1	CGL66
Cre09.g390578.t1.1	FAP11
Cre09.g390615.t1.1	FAP12
Cre09.g390750.t1.1	ELG24
Cre09.g390763.t1.1	FAP354
Cre09.g390949.t1.1	FAP140
Cre09.g391050.t1.1	CYA9
Cre09.g391097.t1.1	RPL24
Cre09.g391097.t2.1	RPL24
Cre09.g391208.t1.1	PSRP4
Cre09.g391245.t1.1	ATG1
Cre09.g391282.t1.1	XYT1
Cre09.g391450.t1.2	HCP1
Cre09.g391500.t1.1	ATG9
Cre09.g391600.t1.1	MEP1
Cre09.g391650.t1.2	HCP4
Cre09.g391801.t1.1	VSP4
Cre09.g391900.t1.1	TRXh2
Cre09.g392023.t1.1	CSV2
Cre09.g392060.t1.1	ZIP4
Cre09.g392060.t2.1	ZIP4
Cre09.g392245.t1.1	DPM3
Cre09.g392250.t1.1	OTU5
Cre09.g392282.t1.1	DHC2
Cre09.g392319.t1.1	VSP6
Cre09.g392350.t1.2	CGLD37
Cre09.g392350.t2.1	CGLD37
Cre09.g392400.t1.1	SEC24C
Cre09.g392467.t1.1	ATX1
Cre09.g392504.t1.1	SEC24C
Cre09.g392579.t1.1	OPR10
Cre09.g392650.t1.2	MOT39
Cre09.g392692.t1.1	MAGOH
Cre09.g392700.t1.2	CGL39
Cre09.g392700.t2.1	CGL39
Cre09.g392867.t1.1	FMG2
Cre09.g393000.t1.1	CSR6
Cre09.g393150.t1.2	FOX1
Cre09.g393173.t1.1	ELI2
Cre09.g393200.t1.2	HSP70C
Cre09.g393284.t1.1	RLS8
Cre09.g393321.t1.1	CSR12
Cre09.g393400.t1.2	VTE4
Cre09.g393450.t1.1	FAP233
